Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
Siilinjärvi Kuopio airport,2005,4,26,03:00,6.1,-1
Siilinjärvi Kuopio airport,2005,4,27,03:00,6.3,-1
Siilinjärvi Kuopio airport,2005,4,28,03:00,6.2,-1
Siilinjärvi Kuopio airport,2005,4,29,03:00,5.4,-1
Siilinjärvi Kuopio airport,2005,4,30,03:00,2.5,-1
Siilinjärvi Kuopio airport,2005,5,1,03:00,0.7,-1
Siilinjärvi Kuopio airport,2005,5,2,03:00,2.2,-1
Siilinjärvi Kuopio airport,2005,5,3,03:00,5.5,-1
Siilinjärvi Kuopio airport,2005,5,4,03:00,7.2,-1
Siilinjärvi Kuopio airport,2005,5,5,03:00,6.8,-1
Siilinjärvi Kuopio airport,2005,5,6,03:00,5.1,-1
Siilinjärvi Kuopio airport,2005,5,7,03:00,5.2,-1
Siilinjärvi Kuopio airport,2005,5,8,03:00,8.1,-1
Siilinjärvi Kuopio airport,2005,5,9,03:00,5.5,-1
Siilinjärvi Kuopio airport,2005,5,10,03:00,7.3,-1
Siilinjärvi Kuopio airport,2005,5,11,03:00,3.4,-1
Siilinjärvi Kuopio airport,2005,5,12,03:00,9.1,-1
Siilinjärvi Kuopio airport,2005,5,13,03:00,10.5,-1
Siilinjärvi Kuopio airport,2005,5,14,03:00,8.9,-1
Siilinjärvi Kuopio airport,2005,5,15,03:00,6.2,-1
Siilinjärvi Kuopio airport,2005,5,16,03:00,8.7,-1
Siilinjärvi Kuopio airport,2005,5,17,03:00,9.5,-1
Siilinjärvi Kuopio airport,2005,5,18,03:00,5.1,-1
Siilinjärvi Kuopio airport,2005,5,19,03:00,5.9,-1
Siilinjärvi Kuopio airport,2005,5,20,03:00,9.8,-1
Siilinjärvi Kuopio airport,2005,5,21,03:00,12.7,-1
Siilinjärvi Kuopio airport,2005,5,22,03:00,15.2,-1
Siilinjärvi Kuopio airport,2005,5,23,03:00,13.7,-1
Siilinjärvi Kuopio airport,2005,5,24,03:00,19,-1
Siilinjärvi Kuopio airport,2005,5,25,03:00,15,-1
Siilinjärvi Kuopio airport,2005,5,26,03:00,14.5,-1
Siilinjärvi Kuopio airport,2005,5,27,03:00,13.6,-1
Siilinjärvi Kuopio airport,2005,5,28,03:00,8.9,-1
Siilinjärvi Kuopio airport,2005,5,29,03:00,10.4,-1
Siilinjärvi Kuopio airport,2005,5,30,03:00,10.2,-1
Siilinjärvi Kuopio airport,2005,5,31,03:00,9.1,-1
Siilinjärvi Kuopio airport,2005,6,1,03:00,10.7,-1
Siilinjärvi Kuopio airport,2005,6,2,03:00,11.5,-1
Siilinjärvi Kuopio airport,2005,6,3,03:00,12.7,-1
Siilinjärvi Kuopio airport,2005,6,4,03:00,13.7,-1
Siilinjärvi Kuopio airport,2005,6,5,03:00,11.3,-1
Siilinjärvi Kuopio airport,2005,6,6,03:00,12.4,-1
Siilinjärvi Kuopio airport,2005,6,7,03:00,11.7,-1
Siilinjärvi Kuopio airport,2005,6,8,03:00,12.2,-1
Siilinjärvi Kuopio airport,2005,6,9,03:00,13.3,-1
Siilinjärvi Kuopio airport,2005,6,10,03:00,14.9,-1
Siilinjärvi Kuopio airport,2005,6,11,03:00,17.4,-1
Siilinjärvi Kuopio airport,2005,6,12,03:00,19.9,-1
Siilinjärvi Kuopio airport,2005,6,13,03:00,21.9,-1
Siilinjärvi Kuopio airport,2005,6,14,03:00,19.5,-1
Siilinjärvi Kuopio airport,2005,6,15,03:00,10.6,-1
Siilinjärvi Kuopio airport,2005,6,16,03:00,13.2,-1
Siilinjärvi Kuopio airport,2005,6,17,03:00,16.8,-1
Siilinjärvi Kuopio airport,2005,6,18,03:00,16.1,-1
Siilinjärvi Kuopio airport,2005,6,19,03:00,14.5,-1
Siilinjärvi Kuopio airport,2005,6,20,03:00,15.6,-1
Siilinjärvi Kuopio airport,2005,6,21,03:00,17.4,-1
Siilinjärvi Kuopio airport,2005,6,22,03:00,19.4,-1
Siilinjärvi Kuopio airport,2005,6,23,03:00,17.2,-1
Siilinjärvi Kuopio airport,2005,6,24,03:00,17.8,-1
Siilinjärvi Kuopio airport,2005,6,25,03:00,13.2,-1
Siilinjärvi Kuopio airport,2005,6,26,03:00,12.6,-1
Siilinjärvi Kuopio airport,2005,6,27,03:00,14.1,-1
Siilinjärvi Kuopio airport,2005,6,28,03:00,12.2,-1
Siilinjärvi Kuopio airport,2005,6,29,03:00,13.9,-1
Siilinjärvi Kuopio airport,2005,6,30,03:00,14,-1
Siilinjärvi Kuopio airport,2005,7,1,03:00,13.6,-1
Siilinjärvi Kuopio airport,2005,7,2,03:00,16.2,-1
Siilinjärvi Kuopio airport,2005,7,3,03:00,19.2,-1
Siilinjärvi Kuopio airport,2005,7,4,03:00,21.4,-1
Siilinjärvi Kuopio airport,2005,7,5,03:00,21.5,-1
Siilinjärvi Kuopio airport,2005,7,6,03:00,20.3,-1
Siilinjärvi Kuopio airport,2005,7,7,03:00,17.3,-1
Siilinjärvi Kuopio airport,2005,7,8,03:00,19.4,-1
Siilinjärvi Kuopio airport,2005,7,9,03:00,21.7,-1
Siilinjärvi Kuopio airport,2005,7,10,03:00,23.1,-1
Siilinjärvi Kuopio airport,2005,7,11,03:00,22.4,-1
Siilinjärvi Kuopio airport,2005,7,12,03:00,21.3,-1
Siilinjärvi Kuopio airport,2005,7,13,03:00,22.5,-1
Siilinjärvi Kuopio airport,2005,7,14,03:00,17,-1
Siilinjärvi Kuopio airport,2005,7,15,03:00,18.4,-1
Siilinjärvi Kuopio airport,2005,7,16,03:00,20.6,-1
Siilinjärvi Kuopio airport,2005,7,17,03:00,20.8,-1
Siilinjärvi Kuopio airport,2005,7,18,03:00,21.4,-1
Siilinjärvi Kuopio airport,2005,7,19,03:00,19.9,-1
Siilinjärvi Kuopio airport,2005,7,20,03:00,18.2,-1
Siilinjärvi Kuopio airport,2005,7,21,03:00,19,-1
Siilinjärvi Kuopio airport,2005,7,22,03:00,18.6,-1
Siilinjärvi Kuopio airport,2005,7,23,03:00,17.4,-1
Siilinjärvi Kuopio airport,2005,7,24,03:00,17.1,-1
Siilinjärvi Kuopio airport,2005,7,25,03:00,18.6,-1
Siilinjärvi Kuopio airport,2005,7,26,03:00,18.2,-1
Siilinjärvi Kuopio airport,2005,7,27,03:00,16.8,-1
Siilinjärvi Kuopio airport,2005,7,28,03:00,17.1,-1
Siilinjärvi Kuopio airport,2005,7,29,03:00,15.5,-1
Siilinjärvi Kuopio airport,2005,7,30,03:00,15,-1
Siilinjärvi Kuopio airport,2005,7,31,03:00,16.9,-1
Siilinjärvi Kuopio airport,2005,8,1,03:00,15.3,-1
Siilinjärvi Kuopio airport,2005,8,2,03:00,15.5,-1
Siilinjärvi Kuopio airport,2005,8,3,03:00,15.1,-1
Siilinjärvi Kuopio airport,2005,8,4,03:00,17.6,-1
Siilinjärvi Kuopio airport,2005,8,5,03:00,15.4,-1
Siilinjärvi Kuopio airport,2005,8,6,03:00,16.4,-1
Siilinjärvi Kuopio airport,2005,8,7,03:00,17.8,-1
Siilinjärvi Kuopio airport,2005,8,8,03:00,20,-1
Siilinjärvi Kuopio airport,2005,8,9,03:00,22.3,-1
Siilinjärvi Kuopio airport,2005,8,10,03:00,18.3,-1
Siilinjärvi Kuopio airport,2005,8,11,03:00,15.8,-1
Siilinjärvi Kuopio airport,2005,8,12,03:00,15.7,-1
Siilinjärvi Kuopio airport,2005,8,13,03:00,17,-1
Siilinjärvi Kuopio airport,2005,8,14,03:00,17,-1
Siilinjärvi Kuopio airport,2005,8,15,03:00,15.3,-1
Siilinjärvi Kuopio airport,2005,8,16,03:00,14.6,-1
Siilinjärvi Kuopio airport,2005,8,17,03:00,11.6,-1
Siilinjärvi Kuopio airport,2005,8,18,03:00,14,-1
Siilinjärvi Kuopio airport,2005,8,19,03:00,17,-1
Siilinjärvi Kuopio airport,2005,8,20,03:00,18.6,-1
Siilinjärvi Kuopio airport,2005,8,21,03:00,14.8,-1
Siilinjärvi Kuopio airport,2005,8,22,03:00,14,-1
Siilinjärvi Kuopio airport,2005,8,23,03:00,15,-1
Siilinjärvi Kuopio airport,2005,8,24,03:00,17.1,-1
Siilinjärvi Kuopio airport,2005,8,25,03:00,18.8,-1
Siilinjärvi Kuopio airport,2005,8,26,03:00,18.6,-1
Siilinjärvi Kuopio airport,2005,8,27,03:00,14.6,-1
Siilinjärvi Kuopio airport,2005,8,28,03:00,13.4,-1
Siilinjärvi Kuopio airport,2005,8,29,03:00,13.4,-1
Siilinjärvi Kuopio airport,2005,8,30,03:00,14.4,-1
Siilinjärvi Kuopio airport,2005,8,31,03:00,12.5,-1
Siilinjärvi Kuopio airport,2005,9,1,03:00,12.7,-1
Siilinjärvi Kuopio airport,2005,9,2,03:00,14.4,-1
Siilinjärvi Kuopio airport,2005,9,3,03:00,14.3,-1
Siilinjärvi Kuopio airport,2005,9,4,03:00,11.8,-1
Siilinjärvi Kuopio airport,2005,9,5,03:00,12.1,-1
Siilinjärvi Kuopio airport,2005,9,6,03:00,11.1,-1
Siilinjärvi Kuopio airport,2005,9,7,03:00,17.3,-1
Siilinjärvi Kuopio airport,2005,9,8,03:00,15.9,-1
Siilinjärvi Kuopio airport,2005,9,9,03:00,13.3,-1
Siilinjärvi Kuopio airport,2005,9,10,03:00,9.3,-1
Siilinjärvi Kuopio airport,2005,9,11,03:00,8.4,-1
Siilinjärvi Kuopio airport,2005,9,12,03:00,10.4,-1
Siilinjärvi Kuopio airport,2005,9,13,03:00,8.2,-1
Siilinjärvi Kuopio airport,2005,9,14,03:00,11.2,-1
Siilinjärvi Kuopio airport,2005,9,15,03:00,7.3,-1
Siilinjärvi Kuopio airport,2005,9,16,03:00,4.7,-1
Siilinjärvi Kuopio airport,2005,9,17,03:00,4.6,-1
Siilinjärvi Kuopio airport,2005,9,18,03:00,7.2,-1
Siilinjärvi Kuopio airport,2005,9,19,03:00,9.6,-1
Siilinjärvi Kuopio airport,2005,9,20,03:00,11.1,-1
Siilinjärvi Kuopio airport,2005,9,21,03:00,12,-1
Siilinjärvi Kuopio airport,2005,9,22,03:00,9.8,-1
Siilinjärvi Kuopio airport,2005,9,23,03:00,11.7,-1
Siilinjärvi Kuopio airport,2005,9,24,03:00,11.9,-1
Siilinjärvi Kuopio airport,2005,9,25,03:00,12.2,-1
Siilinjärvi Kuopio airport,2005,9,26,03:00,12.7,-1
Siilinjärvi Kuopio airport,2005,9,27,03:00,14.1,-1
Siilinjärvi Kuopio airport,2005,9,28,03:00,13.4,-1
Siilinjärvi Kuopio airport,2005,9,29,03:00,11.3,-1
Siilinjärvi Kuopio airport,2005,9,30,03:00,8.1,-1
Siilinjärvi Kuopio airport,2005,10,1,03:00,8.4,-1
Siilinjärvi Kuopio airport,2005,10,2,03:00,12.3,-1
Siilinjärvi Kuopio airport,2005,10,3,03:00,11.2,-1
Siilinjärvi Kuopio airport,2005,10,4,03:00,8.5,-1
Siilinjärvi Kuopio airport,2005,10,5,03:00,9,-1
Siilinjärvi Kuopio airport,2005,10,6,03:00,10.6,-1
Siilinjärvi Kuopio airport,2005,10,7,03:00,7.6,-1
Siilinjärvi Kuopio airport,2005,10,8,03:00,9.9,-1
Siilinjärvi Kuopio airport,2005,10,9,03:00,11.5,-1
Siilinjärvi Kuopio airport,2005,10,10,03:00,11.2,-1
Siilinjärvi Kuopio airport,2005,10,11,03:00,10.6,-1
Siilinjärvi Kuopio airport,2005,10,12,03:00,9.3,-1
Siilinjärvi Kuopio airport,2005,10,13,03:00,7.7,-1
Siilinjärvi Kuopio airport,2005,10,14,03:00,7.3,-1
Siilinjärvi Kuopio airport,2005,10,15,03:00,5.1,-1
Siilinjärvi Kuopio airport,2005,10,16,03:00,4,-1
Siilinjärvi Kuopio airport,2005,10,17,03:00,2.1,-1
Siilinjärvi Kuopio airport,2005,10,18,03:00,2.8,-1
Siilinjärvi Kuopio airport,2005,10,19,03:00,0.7,-1
Siilinjärvi Kuopio airport,2005,10,20,03:00,4.6,-1
Siilinjärvi Kuopio airport,2005,10,21,03:00,7.1,-1
Siilinjärvi Kuopio airport,2005,10,22,03:00,1.4,-1
Siilinjärvi Kuopio airport,2005,10,23,03:00,0,2
Siilinjärvi Kuopio airport,2005,10,24,03:00,-2.6,2
Siilinjärvi Kuopio airport,2005,10,25,03:00,-2.5,2
Siilinjärvi Kuopio airport,2005,10,26,03:00,-2.6,2
Siilinjärvi Kuopio airport,2005,10,27,03:00,-3.5,2
Siilinjärvi Kuopio airport,2005,10,28,03:00,-0.6,2
Siilinjärvi Kuopio airport,2005,10,29,03:00,5.5,-1
Siilinjärvi Kuopio airport,2005,10,30,03:00,6.2,-1
Siilinjärvi Kuopio airport,2005,10,31,02:00,6.3,-1
Siilinjärvi Kuopio airport,2005,11,1,02:00,6.2,-1
Siilinjärvi Kuopio airport,2005,11,2,02:00,4.2,-1
Siilinjärvi Kuopio airport,2005,11,3,02:00,6.7,-1
Siilinjärvi Kuopio airport,2005,11,4,02:00,6.4,-1
Siilinjärvi Kuopio airport,2005,11,5,02:00,9.6,-1
Siilinjärvi Kuopio airport,2005,11,6,02:00,7.2,-1
Siilinjärvi Kuopio airport,2005,11,7,02:00,6.5,-1
Siilinjärvi Kuopio airport,2005,11,8,02:00,7.3,-1
Siilinjärvi Kuopio airport,2005,11,9,02:00,7.1,-1
Siilinjärvi Kuopio airport,2005,11,10,02:00,7.7,-1
Siilinjärvi Kuopio airport,2005,11,11,02:00,5.9,-1
Siilinjärvi Kuopio airport,2005,11,12,02:00,4.9,-1
Siilinjärvi Kuopio airport,2005,11,13,02:00,7.6,-1
Siilinjärvi Kuopio airport,2005,11,14,02:00,4.2,-1
Siilinjärvi Kuopio airport,2005,11,15,02:00,4.6,-1
Siilinjärvi Kuopio airport,2005,11,16,02:00,-0.9,1
Siilinjärvi Kuopio airport,2005,11,17,02:00,-1.1,1
Siilinjärvi Kuopio airport,2005,11,18,02:00,-2.3,1
Siilinjärvi Kuopio airport,2005,11,19,02:00,-3,1
Siilinjärvi Kuopio airport,2005,11,20,02:00,-1.8,1
Siilinjärvi Kuopio airport,2005,11,21,02:00,-2.1,2
Siilinjärvi Kuopio airport,2005,11,22,02:00,-0.2,2
Siilinjärvi Kuopio airport,2005,11,23,02:00,2.3,-1
Siilinjärvi Kuopio airport,2005,11,24,02:00,3.1,-1
Siilinjärvi Kuopio airport,2005,11,25,02:00,1.6,-1
Siilinjärvi Kuopio airport,2005,11,26,02:00,-0.6,-1
Siilinjärvi Kuopio airport,2005,11,27,02:00,-0.7,5
Siilinjärvi Kuopio airport,2005,11,28,02:00,0.2,5
Siilinjärvi Kuopio airport,2005,11,29,02:00,1.2,4
Siilinjärvi Kuopio airport,2005,11,30,02:00,-0.3,5
Siilinjärvi Kuopio airport,2005,12,1,02:00,-2.9,11
Siilinjärvi Kuopio airport,2005,12,2,02:00,-1.7,11
Siilinjärvi Kuopio airport,2005,12,3,02:00,-0.2,10
Siilinjärvi Kuopio airport,2005,12,4,02:00,-4.4,10
Siilinjärvi Kuopio airport,2005,12,5,02:00,-2.9,10
Siilinjärvi Kuopio airport,2005,12,6,02:00,-1.8,11
Siilinjärvi Kuopio airport,2005,12,7,02:00,-2.2,11
Siilinjärvi Kuopio airport,2005,12,8,02:00,-6.5,11
Siilinjärvi Kuopio airport,2005,12,9,02:00,-10.1,12
Siilinjärvi Kuopio airport,2005,12,10,02:00,-4.9,12
Siilinjärvi Kuopio airport,2005,12,11,02:00,-4.7,12
Siilinjärvi Kuopio airport,2005,12,12,02:00,1,13
Siilinjärvi Kuopio airport,2005,12,13,02:00,-4.5,11
Siilinjärvi Kuopio airport,2005,12,14,02:00,-4.1,11
Siilinjärvi Kuopio airport,2005,12,15,02:00,-2.9,13
Siilinjärvi Kuopio airport,2005,12,16,02:00,-5.7,15
Siilinjärvi Kuopio airport,2005,12,17,02:00,-10.4,15
Siilinjärvi Kuopio airport,2005,12,18,02:00,-9.1,16
Siilinjärvi Kuopio airport,2005,12,19,02:00,-6.5,15
Siilinjärvi Kuopio airport,2005,12,20,02:00,-9.7,17
Siilinjärvi Kuopio airport,2005,12,21,02:00,-9.6,16
Siilinjärvi Kuopio airport,2005,12,22,02:00,-13.8,16
Siilinjärvi Kuopio airport,2005,12,23,02:00,-9.6,16
Siilinjärvi Kuopio airport,2005,12,24,02:00,-3.5,20
Siilinjärvi Kuopio airport,2005,12,25,02:00,-6.9,31
Siilinjärvi Kuopio airport,2005,12,26,02:00,-14.6,31
Siilinjärvi Kuopio airport,2005,12,27,02:00,-19.3,28
Siilinjärvi Kuopio airport,2005,12,28,02:00,-13.3,28
Siilinjärvi Kuopio airport,2005,12,29,02:00,-14.1,28
Siilinjärvi Kuopio airport,2005,12,30,02:00,-6.4,28
Siilinjärvi Kuopio airport,2005,12,31,02:00,-1.5,32
Siilinjärvi Kuopio airport,2006,1,1,02:00,-0.6,34
Siilinjärvi Kuopio airport,2006,1,2,02:00,-1.3,36
Siilinjärvi Kuopio airport,2006,1,3,02:00,-2.3,40
Siilinjärvi Kuopio airport,2006,1,4,02:00,-3.2,39
Siilinjärvi Kuopio airport,2006,1,5,02:00,-2.7,38
Siilinjärvi Kuopio airport,2006,1,6,02:00,-2.2,38
Siilinjärvi Kuopio airport,2006,1,7,02:00,-5.2,38
Siilinjärvi Kuopio airport,2006,1,8,02:00,-4.5,38
Siilinjärvi Kuopio airport,2006,1,9,02:00,-5.4,35
Siilinjärvi Kuopio airport,2006,1,10,02:00,-3.9,35
Siilinjärvi Kuopio airport,2006,1,11,02:00,0.6,36
Siilinjärvi Kuopio airport,2006,1,12,02:00,1.9,30
Siilinjärvi Kuopio airport,2006,1,13,02:00,-2.5,30
Siilinjärvi Kuopio airport,2006,1,14,02:00,-2.6,30
Siilinjärvi Kuopio airport,2006,1,15,02:00,-1.9,30
Siilinjärvi Kuopio airport,2006,1,16,02:00,-3.6,29
Siilinjärvi Kuopio airport,2006,1,17,02:00,-16.4,30
Siilinjärvi Kuopio airport,2006,1,18,02:00,-23,30
Siilinjärvi Kuopio airport,2006,1,19,02:00,-24.8,30
Siilinjärvi Kuopio airport,2006,1,20,02:00,-27,30
Siilinjärvi Kuopio airport,2006,1,21,02:00,-27.5,30
Siilinjärvi Kuopio airport,2006,1,22,02:00,-27.1,30
Siilinjärvi Kuopio airport,2006,1,23,02:00,-13.2,30
Siilinjärvi Kuopio airport,2006,1,24,02:00,-3.4,31
Siilinjärvi Kuopio airport,2006,1,25,02:00,-3.3,40
Siilinjärvi Kuopio airport,2006,1,26,02:00,-6.8,39
Siilinjärvi Kuopio airport,2006,1,27,02:00,-0.9,40
Siilinjärvi Kuopio airport,2006,1,28,02:00,-6.4,40
Siilinjärvi Kuopio airport,2006,1,29,02:00,-3.5,41
Siilinjärvi Kuopio airport,2006,1,30,02:00,-5.3,40
Siilinjärvi Kuopio airport,2006,1,31,02:00,-13.5,40
Siilinjärvi Kuopio airport,2006,2,1,02:00,-13.2,39
Siilinjärvi Kuopio airport,2006,2,2,02:00,-17.5,49
Siilinjärvi Kuopio airport,2006,2,3,02:00,-23.5,48
Siilinjärvi Kuopio airport,2006,2,4,02:00,-21.3,48
Siilinjärvi Kuopio airport,2006,2,5,02:00,-22.5,48
Siilinjärvi Kuopio airport,2006,2,6,02:00,-25.7,46
Siilinjärvi Kuopio airport,2006,2,7,02:00,-23.6,46
Siilinjärvi Kuopio airport,2006,2,8,02:00,-19.7,46
Siilinjärvi Kuopio airport,2006,2,9,02:00,-18.4,46
Siilinjärvi Kuopio airport,2006,2,10,02:00,-10.6,46
Siilinjärvi Kuopio airport,2006,2,11,02:00,-13.1,46
Siilinjärvi Kuopio airport,2006,2,12,02:00,-17.2,46
Siilinjärvi Kuopio airport,2006,2,13,02:00,-8.5,46
Siilinjärvi Kuopio airport,2006,2,14,02:00,-5.7,47
Siilinjärvi Kuopio airport,2006,2,15,02:00,-8.8,46
Siilinjärvi Kuopio airport,2006,2,16,02:00,-9.3,46
Siilinjärvi Kuopio airport,2006,2,17,02:00,-15.6,48
Siilinjärvi Kuopio airport,2006,2,18,02:00,-14.7,48
Siilinjärvi Kuopio airport,2006,2,19,02:00,-6.5,48
Siilinjärvi Kuopio airport,2006,2,20,02:00,-6.8,53
Siilinjärvi Kuopio airport,2006,2,21,02:00,-7.3,52
Siilinjärvi Kuopio airport,2006,2,22,02:00,-9.5,57
Siilinjärvi Kuopio airport,2006,2,23,02:00,-7,54
Siilinjärvi Kuopio airport,2006,2,24,02:00,-2.5,53
Siilinjärvi Kuopio airport,2006,2,25,02:00,-5.6,53
Siilinjärvi Kuopio airport,2006,2,26,02:00,-11.3,53
Siilinjärvi Kuopio airport,2006,2,27,02:00,-14.2,52
Siilinjärvi Kuopio airport,2006,2,28,02:00,-12.9,52
Siilinjärvi Kuopio airport,2006,3,1,02:00,-16.3,52
Siilinjärvi Kuopio airport,2006,3,2,02:00,-14.5,52
Siilinjärvi Kuopio airport,2006,3,3,02:00,-12.7,52
Siilinjärvi Kuopio airport,2006,3,4,02:00,-13.7,52
Siilinjärvi Kuopio airport,2006,3,5,02:00,-11.6,54
Siilinjärvi Kuopio airport,2006,3,6,02:00,-10.2,55
Siilinjärvi Kuopio airport,2006,3,7,02:00,-15.2,56
Siilinjärvi Kuopio airport,2006,3,8,02:00,-16.2,55
Siilinjärvi Kuopio airport,2006,3,9,02:00,-17.9,55
Siilinjärvi Kuopio airport,2006,3,10,02:00,-16.6,55
Siilinjärvi Kuopio airport,2006,3,11,02:00,-14.3,55
Siilinjärvi Kuopio airport,2006,3,12,02:00,-10.1,56
Siilinjärvi Kuopio airport,2006,3,13,02:00,-8.8,54
Siilinjärvi Kuopio airport,2006,3,14,02:00,-9.1,54
Siilinjärvi Kuopio airport,2006,3,15,02:00,-9.9,54
Siilinjärvi Kuopio airport,2006,3,16,02:00,-9.4,54
Siilinjärvi Kuopio airport,2006,3,17,02:00,-2.8,53
Siilinjärvi Kuopio airport,2006,3,18,02:00,-1.1,52
Siilinjärvi Kuopio airport,2006,3,19,02:00,-6,52
Siilinjärvi Kuopio airport,2006,3,20,02:00,-9.1,52
Siilinjärvi Kuopio airport,2006,3,21,02:00,-9.2,52
Siilinjärvi Kuopio airport,2006,3,22,02:00,-9.4,52
Siilinjärvi Kuopio airport,2006,3,23,02:00,-9.3,52
Siilinjärvi Kuopio airport,2006,3,24,02:00,-8.3,52
Siilinjärvi Kuopio airport,2006,3,25,02:00,-5.5,53
Siilinjärvi Kuopio airport,2006,3,26,02:00,-9,56
Siilinjärvi Kuopio airport,2006,3,27,03:00,-10.4,55
Siilinjärvi Kuopio airport,2006,3,28,03:00,-5.2,54
Siilinjärvi Kuopio airport,2006,3,29,03:00,-4.7,55
Siilinjärvi Kuopio airport,2006,3,30,03:00,-5.6,54
Siilinjärvi Kuopio airport,2006,3,31,03:00,-1.3,56
Siilinjärvi Kuopio airport,2006,4,1,03:00,0.9,57
Siilinjärvi Kuopio airport,2006,4,2,03:00,-2.3,50
Siilinjärvi Kuopio airport,2006,4,3,03:00,-2.4,50
Siilinjärvi Kuopio airport,2006,4,4,03:00,0.6,54
Siilinjärvi Kuopio airport,2006,4,5,03:00,0.8,51
Siilinjärvi Kuopio airport,2006,4,6,03:00,0.6,51
Siilinjärvi Kuopio airport,2006,4,7,03:00,-0.4,48
Siilinjärvi Kuopio airport,2006,4,8,03:00,2.1,48
Siilinjärvi Kuopio airport,2006,4,9,03:00,2.7,41
Siilinjärvi Kuopio airport,2006,4,10,03:00,0.6,40
Siilinjärvi Kuopio airport,2006,4,11,03:00,0.3,41
Siilinjärvi Kuopio airport,2006,4,12,03:00,1.4,39
Siilinjärvi Kuopio airport,2006,4,13,03:00,1.8,38
Siilinjärvi Kuopio airport,2006,4,14,03:00,1.6,34
Siilinjärvi Kuopio airport,2006,4,15,03:00,1.4,29
Siilinjärvi Kuopio airport,2006,4,16,03:00,2.4,26
Siilinjärvi Kuopio airport,2006,4,17,03:00,2.5,23
Siilinjärvi Kuopio airport,2006,4,18,03:00,2.2,21
Siilinjärvi Kuopio airport,2006,4,19,03:00,2.2,20
Siilinjärvi Kuopio airport,2006,4,20,03:00,3.1,19
Siilinjärvi Kuopio airport,2006,4,21,03:00,1.7,18
Siilinjärvi Kuopio airport,2006,4,22,03:00,3.1,11
Siilinjärvi Kuopio airport,2006,4,23,03:00,3.5,10
Siilinjärvi Kuopio airport,2006,4,24,03:00,5.7,8
Siilinjärvi Kuopio airport,2006,4,25,03:00,7,6
Siilinjärvi Kuopio airport,2006,4,26,03:00,7.6,0
Siilinjärvi Kuopio airport,2006,4,27,03:00,7.7,-1
Siilinjärvi Kuopio airport,2006,4,28,03:00,6.6,-1
Siilinjärvi Kuopio airport,2006,4,29,03:00,6.1,-1
Siilinjärvi Kuopio airport,2006,4,30,03:00,5.8,-1
Siilinjärvi Kuopio airport,2006,5,1,03:00,7.8,-1
Siilinjärvi Kuopio airport,2006,5,2,03:00,9.5,-1
Siilinjärvi Kuopio airport,2006,5,3,03:00,10.1,-1
Siilinjärvi Kuopio airport,2006,5,4,03:00,11.9,-1
Siilinjärvi Kuopio airport,2006,5,5,03:00,13.3,-1
Siilinjärvi Kuopio airport,2006,5,6,03:00,14.1,-1
Siilinjärvi Kuopio airport,2006,5,7,03:00,15.3,-1
Siilinjärvi Kuopio airport,2006,5,8,03:00,14.6,-1
Siilinjärvi Kuopio airport,2006,5,9,03:00,11.7,-1
Siilinjärvi Kuopio airport,2006,5,10,03:00,7.7,-1
Siilinjärvi Kuopio airport,2006,5,11,03:00,9.8,-1
Siilinjärvi Kuopio airport,2006,5,12,03:00,11.7,-1
Siilinjärvi Kuopio airport,2006,5,13,03:00,10.8,-1
Siilinjärvi Kuopio airport,2006,5,14,03:00,6.8,-1
Siilinjärvi Kuopio airport,2006,5,15,03:00,3.6,-1
Siilinjärvi Kuopio airport,2006,5,16,03:00,2.6,-1
Siilinjärvi Kuopio airport,2006,5,17,03:00,4.3,-1
Siilinjärvi Kuopio airport,2006,5,18,03:00,6.9,-1
Siilinjärvi Kuopio airport,2006,5,19,03:00,9.8,-1
Siilinjärvi Kuopio airport,2006,5,20,03:00,7.7,-1
Siilinjärvi Kuopio airport,2006,5,21,03:00,10.3,-1
Siilinjärvi Kuopio airport,2006,5,22,03:00,12.8,-1
Siilinjärvi Kuopio airport,2006,5,23,03:00,11.5,-1
Siilinjärvi Kuopio airport,2006,5,24,03:00,10.1,-1
Siilinjärvi Kuopio airport,2006,5,25,03:00,9.8,-1
Siilinjärvi Kuopio airport,2006,5,26,03:00,8.4,-1
Siilinjärvi Kuopio airport,2006,5,27,03:00,9.8,-1
Siilinjärvi Kuopio airport,2006,5,28,03:00,8.1,-1
Siilinjärvi Kuopio airport,2006,5,29,03:00,8.2,-1
Siilinjärvi Kuopio airport,2006,5,30,03:00,8.7,-1
Siilinjärvi Kuopio airport,2006,5,31,03:00,11.7,-1
Siilinjärvi Kuopio airport,2006,6,1,03:00,11.5,-1
Siilinjärvi Kuopio airport,2006,6,2,03:00,11.5,-1
Siilinjärvi Kuopio airport,2006,6,3,03:00,11.3,-1
Siilinjärvi Kuopio airport,2006,6,4,03:00,11.7,-1
Siilinjärvi Kuopio airport,2006,6,5,03:00,9.8,-1
Siilinjärvi Kuopio airport,2006,6,6,03:00,8.7,-1
Siilinjärvi Kuopio airport,2006,6,7,03:00,7.9,-1
Siilinjärvi Kuopio airport,2006,6,8,03:00,11.9,-1
Siilinjärvi Kuopio airport,2006,6,9,03:00,13.6,-1
Siilinjärvi Kuopio airport,2006,6,10,03:00,12.4,-1
Siilinjärvi Kuopio airport,2006,6,11,03:00,13,-1
