,Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
0,Lahti Laune,2004,3,8,02:00,-0.6,45
1,Lahti Laune,2004,3,9,02:00,-5.6,43
2,Lahti Laune,2004,3,10,02:00,-6.9,43
3,Lahti Laune,2004,3,11,02:00,-3.3,43
4,Lahti Laune,2004,3,12,02:00,-2.9,42
5,Lahti Laune,2004,3,13,02:00,-4.2,41
6,Lahti Laune,2004,3,14,02:00,-4.2,41
7,Lahti Laune,2004,3,15,02:00,0.5,42
8,Lahti Laune,2004,3,16,02:00,2.3,40
9,Lahti Laune,2004,3,17,02:00,0.8,36
10,Lahti Laune,2004,3,18,02:00,1.5,35
11,Lahti Laune,2004,3,19,02:00,1.4,31
12,Lahti Laune,2004,3,20,02:00,0.6,29
13,Lahti Laune,2004,3,21,02:00,1.0,30
14,Lahti Laune,2004,3,22,02:00,0.6,30
15,Lahti Laune,2004,3,23,02:00,-0.5,30
16,Lahti Laune,2004,3,24,02:00,0.9,30
17,Lahti Laune,2004,3,25,02:00,0.1,28
18,Lahti Laune,2004,3,26,02:00,-1.6,31
19,Lahti Laune,2004,3,27,02:00,-1.6,30
20,Lahti Laune,2004,3,28,02:00,2.1,28
21,Lahti Laune,2004,3,29,03:00,1.7,27
22,Lahti Laune,2004,3,30,03:00,3.8,26
23,Lahti Laune,2004,3,31,03:00,2.5,23
24,Lahti Laune,2004,4,1,03:00,-3.5,21
25,Lahti Laune,2004,4,2,03:00,-3.7,21
26,Lahti Laune,2004,4,3,03:00,-0.5,21
27,Lahti Laune,2004,4,4,03:00,0.0,19
28,Lahti Laune,2004,4,5,03:00,1.6,17
29,Lahti Laune,2004,4,6,03:00,1.9,14
30,Lahti Laune,2004,4,7,03:00,3.6,14
31,Lahti Laune,2004,4,8,03:00,3.6,13
32,Lahti Laune,2004,4,9,03:00,3.0,13
33,Lahti Laune,2004,4,10,03:00,1.8,7
34,Lahti Laune,2004,4,11,03:00,1.5,6
35,Lahti Laune,2004,4,12,03:00,2.7,5
36,Lahti Laune,2004,4,13,03:00,2.4,0
37,Lahti Laune,2004,4,14,03:00,2.6,0
38,Lahti Laune,2004,4,15,03:00,7.0,-1
39,Lahti Laune,2004,4,16,03:00,4.2,-1
40,Lahti Laune,2004,4,17,03:00,6.4,-1
41,Lahti Laune,2004,4,18,03:00,7.2,-1
42,Lahti Laune,2004,4,19,03:00,7.8,-1
43,Lahti Laune,2004,4,20,03:00,9.0,-1
44,Lahti Laune,2004,4,21,03:00,8.2,-1
45,Lahti Laune,2004,4,22,03:00,4.7,-1
46,Lahti Laune,2004,4,23,03:00,2.4,-1
47,Lahti Laune,2004,4,24,03:00,4.1,-1
48,Lahti Laune,2004,4,25,03:00,4.7,-1
49,Lahti Laune,2004,4,26,03:00,4.7,-1
50,Lahti Laune,2004,4,27,03:00,5.5,-1
51,Lahti Laune,2004,4,28,03:00,4.6,-1
52,Lahti Laune,2004,4,29,03:00,7.3,-1
53,Lahti Laune,2004,4,30,03:00,8.6,-1
54,Lahti Laune,2004,5,1,03:00,9.4,-1
55,Lahti Laune,2004,5,2,03:00,9.1,-1
56,Lahti Laune,2004,5,3,03:00,12.2,-1
57,Lahti Laune,2004,5,4,03:00,14.1,-1
58,Lahti Laune,2004,5,5,03:00,17.6,-1
59,Lahti Laune,2004,5,6,03:00,18.1,-1
60,Lahti Laune,2004,5,7,03:00,16.4,-1
61,Lahti Laune,2004,5,8,03:00,16.7,-1
62,Lahti Laune,2004,5,9,03:00,16.3,-1
63,Lahti Laune,2004,5,10,03:00,10.9,-1
64,Lahti Laune,2004,5,11,03:00,4.1,-1
65,Lahti Laune,2004,5,12,03:00,3.0,-1
66,Lahti Laune,2004,5,13,03:00,3.3,-1
67,Lahti Laune,2004,5,14,03:00,5.1,-1
68,Lahti Laune,2004,5,15,03:00,5.8,-1
69,Lahti Laune,2004,5,16,03:00,5.8,-1
70,Lahti Laune,2004,5,17,03:00,7.0,-1
71,Lahti Laune,2004,5,18,03:00,7.5,-1
72,Lahti Laune,2004,5,19,03:00,7.6,-1
73,Lahti Laune,2004,5,20,03:00,8.2,-1
74,Lahti Laune,2004,5,21,03:00,6.7,-1
75,Lahti Laune,2004,5,22,03:00,7.0,-1
76,Lahti Laune,2004,5,23,03:00,6.9,-1
77,Lahti Laune,2004,5,24,03:00,6.0,-1
78,Lahti Laune,2004,5,25,03:00,8.9,-1
79,Lahti Laune,2004,5,26,03:00,10.6,-1
80,Lahti Laune,2004,5,27,03:00,11.3,-1
81,Lahti Laune,2004,5,28,03:00,11.1,-1
82,Lahti Laune,2004,5,29,03:00,9.5,-1
83,Lahti Laune,2004,5,30,03:00,6.2,-1
84,Lahti Laune,2004,5,31,03:00,7.6,-1
85,Lahti Laune,2004,6,1,03:00,10.4,-1
86,Lahti Laune,2004,6,2,03:00,12.5,-1
87,Lahti Laune,2004,6,3,03:00,12.7,-1
88,Lahti Laune,2004,6,4,03:00,15.1,-1
89,Lahti Laune,2004,6,5,03:00,15.7,-1
90,Lahti Laune,2004,6,6,03:00,13.9,-1
91,Lahti Laune,2004,6,7,03:00,8.2,-1
92,Lahti Laune,2004,6,8,03:00,9.7,-1
93,Lahti Laune,2004,6,9,03:00,11.3,-1
94,Lahti Laune,2004,6,10,03:00,11.5,-1
95,Lahti Laune,2004,6,11,03:00,10.0,-1
96,Lahti Laune,2004,6,12,03:00,12.2,-1
97,Lahti Laune,2004,6,13,03:00,15.2,-1
98,Lahti Laune,2004,6,14,03:00,12.3,-1
99,Lahti Laune,2004,6,15,03:00,11.5,-1
100,Lahti Laune,2004,6,16,03:00,10.1,-1
101,Lahti Laune,2004,6,17,03:00,11.6,-1
102,Lahti Laune,2004,6,18,03:00,11.2,-1
103,Lahti Laune,2004,6,19,03:00,13.0,-1
104,Lahti Laune,2004,6,20,03:00,13.4,-1
105,Lahti Laune,2004,6,21,03:00,11.8,-1
106,Lahti Laune,2004,6,22,03:00,14.5,-1
107,Lahti Laune,2004,6,23,03:00,12.0,-1
108,Lahti Laune,2004,6,24,03:00,11.6,-1
109,Lahti Laune,2004,6,25,03:00,17.2,-1
110,Lahti Laune,2004,6,26,03:00,14.3,-1
111,Lahti Laune,2004,6,27,03:00,13.9,-1
112,Lahti Laune,2004,6,28,03:00,14.3,-1
113,Lahti Laune,2004,6,29,03:00,15.7,-1
114,Lahti Laune,2004,6,30,03:00,14.0,-1
115,Lahti Laune,2004,7,1,03:00,15.3,-1
116,Lahti Laune,2004,7,2,03:00,17.3,-1
117,Lahti Laune,2004,7,3,03:00,14.3,-1
118,Lahti Laune,2004,7,4,03:00,15.8,-1
119,Lahti Laune,2004,7,5,03:00,13.6,-1
120,Lahti Laune,2004,7,6,03:00,13.1,-1
121,Lahti Laune,2004,7,7,03:00,13.7,-1
122,Lahti Laune,2004,7,8,03:00,14.7,-1
123,Lahti Laune,2004,7,9,03:00,15.1,-1
124,Lahti Laune,2004,7,10,03:00,14.7,-1
125,Lahti Laune,2004,7,11,03:00,16.0,-1
126,Lahti Laune,2004,7,12,03:00,15.6,-1
127,Lahti Laune,2004,7,13,03:00,17.2,-1
128,Lahti Laune,2004,7,14,03:00,15.6,-1
129,Lahti Laune,2004,7,15,03:00,15.6,-1
130,Lahti Laune,2004,7,16,03:00,16.1,-1
131,Lahti Laune,2004,7,17,03:00,14.8,-1
132,Lahti Laune,2004,7,18,03:00,16.7,-1
133,Lahti Laune,2004,7,19,03:00,17.6,-1
134,Lahti Laune,2004,7,20,03:00,18.2,-1
135,Lahti Laune,2004,7,21,03:00,17.3,-1
136,Lahti Laune,2004,7,22,03:00,19.5,-1
137,Lahti Laune,2004,7,23,03:00,19.6,-1
138,Lahti Laune,2004,7,24,03:00,19.4,-1
139,Lahti Laune,2004,7,25,03:00,18.0,-1
140,Lahti Laune,2004,7,26,03:00,17.9,-1
141,Lahti Laune,2004,7,27,03:00,18.1,-1
142,Lahti Laune,2004,7,28,03:00,16.4,-1
143,Lahti Laune,2004,7,29,03:00,16.1,-1
144,Lahti Laune,2004,7,30,03:00,17.2,-1
145,Lahti Laune,2004,7,31,03:00,17.9,-1
146,Lahti Laune,2004,8,1,03:00,18.7,-1
147,Lahti Laune,2004,8,2,03:00,20.0,-1
148,Lahti Laune,2004,8,3,03:00,21.3,-1
149,Lahti Laune,2004,8,4,03:00,20.6,-1
150,Lahti Laune,2004,8,5,03:00,20.4,-1
151,Lahti Laune,2004,8,6,03:00,20.8,-1
152,Lahti Laune,2004,8,7,03:00,21.0,-1
153,Lahti Laune,2004,8,8,03:00,21.0,-1
154,Lahti Laune,2004,8,9,03:00,17.9,-1
155,Lahti Laune,2004,8,10,03:00,17.6,-1
156,Lahti Laune,2004,8,11,03:00,17.1,-1
157,Lahti Laune,2004,8,12,03:00,14.1,-1
158,Lahti Laune,2004,8,13,03:00,12.3,-1
159,Lahti Laune,2004,8,14,03:00,10.2,-1
160,Lahti Laune,2004,8,15,03:00,10.1,-1
161,Lahti Laune,2004,8,16,03:00,13.5,-1
162,Lahti Laune,2004,8,17,03:00,14.2,-1
163,Lahti Laune,2004,8,18,03:00,14.2,-1
164,Lahti Laune,2004,8,19,03:00,13.9,-1
165,Lahti Laune,2004,8,20,03:00,18.8,-1
166,Lahti Laune,2004,8,21,03:00,16.6,-1
167,Lahti Laune,2004,8,22,03:00,15.6,-1
168,Lahti Laune,2004,8,23,03:00,11.7,-1
169,Lahti Laune,2004,8,24,03:00,10.6,-1
170,Lahti Laune,2004,8,25,03:00,10.2,-1
171,Lahti Laune,2004,8,26,03:00,12.1,-1
172,Lahti Laune,2004,8,27,03:00,13.5,-1
173,Lahti Laune,2004,8,28,03:00,15.2,-1
174,Lahti Laune,2004,8,29,03:00,14.9,-1
175,Lahti Laune,2004,8,30,03:00,12.7,-1
176,Lahti Laune,2004,8,31,03:00,16.4,-1
177,Lahti Laune,2004,9,1,03:00,15.1,-1
178,Lahti Laune,2004,9,2,03:00,13.4,-1
179,Lahti Laune,2004,9,3,03:00,18.7,-1
180,Lahti Laune,2004,9,4,03:00,15.3,-1
181,Lahti Laune,2004,9,5,03:00,14.5,-1
182,Lahti Laune,2004,9,6,03:00,14.7,-1
183,Lahti Laune,2004,9,7,03:00,10.4,-1
184,Lahti Laune,2004,9,8,03:00,8.7,-1
185,Lahti Laune,2004,9,9,03:00,7.8,-1
186,Lahti Laune,2004,9,10,03:00,13.3,-1
187,Lahti Laune,2004,9,11,03:00,12.2,-1
188,Lahti Laune,2004,9,12,03:00,13.4,-1
189,Lahti Laune,2004,9,13,03:00,13.6,-1
190,Lahti Laune,2004,9,14,03:00,13.7,-1
191,Lahti Laune,2004,9,15,03:00,13.1,-1
192,Lahti Laune,2004,9,16,03:00,9.4,-1
193,Lahti Laune,2004,9,17,03:00,7.8,-1
194,Lahti Laune,2004,9,18,03:00,12.0,-1
195,Lahti Laune,2004,9,19,03:00,12.3,-1
196,Lahti Laune,2004,9,20,03:00,12.2,-1
197,Lahti Laune,2004,9,21,03:00,11.4,-1
198,Lahti Laune,2004,9,22,03:00,10.4,-1
199,Lahti Laune,2004,9,23,03:00,9.6,-1
200,Lahti Laune,2004,9,24,03:00,8.9,-1
201,Lahti Laune,2004,9,25,03:00,9.8,-1
202,Lahti Laune,2004,9,26,03:00,11.0,-1
203,Lahti Laune,2004,9,27,03:00,10.8,-1
204,Lahti Laune,2004,9,28,03:00,10.7,-1
205,Lahti Laune,2004,9,29,03:00,9.5,-1
206,Lahti Laune,2004,9,30,03:00,7.2,-1
207,Lahti Laune,2004,10,1,03:00,4.7,-1
208,Lahti Laune,2004,10,2,03:00,5.2,-1
209,Lahti Laune,2004,10,3,03:00,6.6,-1
210,Lahti Laune,2004,10,4,03:00,6.6,-1
211,Lahti Laune,2004,10,5,03:00,9.6,-1
212,Lahti Laune,2004,10,6,03:00,10.7,-1
213,Lahti Laune,2004,10,7,03:00,9.1,-1
214,Lahti Laune,2004,10,8,03:00,8.0,-1
215,Lahti Laune,2004,10,9,03:00,2.7,-1
216,Lahti Laune,2004,10,10,03:00,1.0,1
217,Lahti Laune,2004,10,11,03:00,0.0,0
218,Lahti Laune,2004,10,12,03:00,0.0,-1
219,Lahti Laune,2004,10,13,03:00,0.1,-1
220,Lahti Laune,2004,10,14,03:00,0.8,-1
221,Lahti Laune,2004,10,15,03:00,1.1,-1
222,Lahti Laune,2004,10,16,03:00,5.0,-1
223,Lahti Laune,2004,10,17,03:00,5.8,-1
224,Lahti Laune,2004,10,18,03:00,6.7,-1
225,Lahti Laune,2004,10,19,03:00,4.2,-1
226,Lahti Laune,2004,10,20,03:00,3.5,-1
227,Lahti Laune,2004,10,21,03:00,2.9,-1
228,Lahti Laune,2004,10,22,03:00,7.0,-1
229,Lahti Laune,2004,10,23,03:00,7.1,-1
230,Lahti Laune,2004,10,24,03:00,5.8,-1
231,Lahti Laune,2004,10,25,03:00,4.2,-1
232,Lahti Laune,2004,10,26,03:00,8.4,-1
233,Lahti Laune,2004,10,27,03:00,6.0,-1
234,Lahti Laune,2004,10,28,03:00,1.8,-1
235,Lahti Laune,2004,10,29,03:00,-0.8,-1
236,Lahti Laune,2004,10,30,03:00,0.5,-1
237,Lahti Laune,2004,10,31,03:00,-0.5,-1
238,Lahti Laune,2004,11,1,02:00,3.2,-1
239,Lahti Laune,2004,11,2,02:00,1.5,-1
240,Lahti Laune,2004,11,3,02:00,3.3,-1
241,Lahti Laune,2004,11,4,02:00,5.3,-1
242,Lahti Laune,2004,11,5,02:00,5.9,-1
243,Lahti Laune,2004,11,6,02:00,3.5,-1
244,Lahti Laune,2004,11,7,02:00,3.6,-1
245,Lahti Laune,2004,11,8,02:00,3.8,-1
246,Lahti Laune,2004,11,9,02:00,4.8,-1
247,Lahti Laune,2004,11,10,02:00,1.3,-1
248,Lahti Laune,2004,11,11,02:00,4.0,-1
249,Lahti Laune,2004,11,12,02:00,7.1,-1
250,Lahti Laune,2004,11,13,02:00,2.3,-1
251,Lahti Laune,2004,11,14,02:00,-0.3,-1
252,Lahti Laune,2004,11,15,02:00,2.8,-1
253,Lahti Laune,2004,11,16,02:00,-0.5,-1
254,Lahti Laune,2004,11,17,02:00,-4.3,0
255,Lahti Laune,2004,11,18,02:00,-5.5,0
256,Lahti Laune,2004,11,19,02:00,-9.2,2
257,Lahti Laune,2004,11,20,02:00,-8.1,2
258,Lahti Laune,2004,11,21,02:00,-6.3,4
259,Lahti Laune,2004,11,22,02:00,-9.3,4
260,Lahti Laune,2004,11,23,02:00,-5.8,4
261,Lahti Laune,2004,11,24,02:00,-8.2,4
262,Lahti Laune,2004,11,25,02:00,-2.8,6
263,Lahti Laune,2004,11,26,02:00,-4.8,6
264,Lahti Laune,2004,11,27,02:00,-6.5,6
265,Lahti Laune,2004,11,28,02:00,-8.9,6
266,Lahti Laune,2004,11,29,02:00,-5.1,13
267,Lahti Laune,2004,11,30,02:00,-3.4,17
268,Lahti Laune,2004,12,1,02:00,1.2,18
269,Lahti Laune,2004,12,2,02:00,0.3,13
270,Lahti Laune,2004,12,3,02:00,-7.5,13
271,Lahti Laune,2004,12,4,02:00,-10.6,13
272,Lahti Laune,2004,12,5,02:00,1.2,20
273,Lahti Laune,2004,12,6,02:00,0.7,17
274,Lahti Laune,2004,12,7,02:00,0.8,15
275,Lahti Laune,2004,12,8,02:00,0.8,13
276,Lahti Laune,2004,12,9,02:00,-1.1,11
277,Lahti Laune,2004,12,10,02:00,-1.4,11
278,Lahti Laune,2004,12,11,02:00,1.0,11
279,Lahti Laune,2004,12,12,02:00,-0.3,11
280,Lahti Laune,2004,12,13,02:00,-7.3,11
281,Lahti Laune,2004,12,14,02:00,0.8,11
282,Lahti Laune,2004,12,15,02:00,3.6,6
283,Lahti Laune,2004,12,16,02:00,2.2,-1
284,Lahti Laune,2004,12,17,02:00,2.7,-1
285,Lahti Laune,2004,12,18,02:00,2.1,-1
286,Lahti Laune,2004,12,19,02:00,0.5,-1
287,Lahti Laune,2004,12,20,02:00,-3.6,12
288,Lahti Laune,2004,12,21,02:00,-8.2,11
289,Lahti Laune,2004,12,22,02:00,-4.0,10
290,Lahti Laune,2004,12,23,02:00,-2.6,13
291,Lahti Laune,2004,12,24,02:00,-5.7,21
292,Lahti Laune,2004,12,25,02:00,-10.7,20
293,Lahti Laune,2004,12,26,02:00,-2.5,23
294,Lahti Laune,2004,12,27,02:00,-5.3,23
295,Lahti Laune,2004,12,28,02:00,-4.1,23
296,Lahti Laune,2004,12,29,02:00,-1.0,23
297,Lahti Laune,2004,12,30,02:00,0.0,21
298,Lahti Laune,2004,12,31,02:00,0.2,15
299,Lahti Laune,2005,1,1,02:00,-1.0,15
300,Lahti Laune,2005,1,2,02:00,0.2,15
301,Lahti Laune,2005,1,3,02:00,-1.4,19
302,Lahti Laune,2005,1,4,02:00,-1.8,19
303,Lahti Laune,2005,1,5,02:00,-1.5,20
304,Lahti Laune,2005,1,6,02:00,-1.3,27
305,Lahti Laune,2005,1,7,02:00,1.9,28
306,Lahti Laune,2005,1,8,02:00,2.5,23
307,Lahti Laune,2005,1,9,02:00,1.2,17
308,Lahti Laune,2005,1,10,02:00,-0.6,20
309,Lahti Laune,2005,1,11,02:00,3.5,15
310,Lahti Laune,2005,1,12,02:00,0.3,15
311,Lahti Laune,2005,1,13,02:00,2.7,14
312,Lahti Laune,2005,1,14,02:00,-0.8,12
313,Lahti Laune,2005,1,15,02:00,-6.0,13
314,Lahti Laune,2005,1,16,02:00,-1.5,15
315,Lahti Laune,2005,1,17,02:00,2.3,13
316,Lahti Laune,2005,1,18,02:00,0.8,11
317,Lahti Laune,2005,1,19,02:00,-0.6,11
318,Lahti Laune,2005,1,20,02:00,-1.0,12
319,Lahti Laune,2005,1,21,02:00,-0.7,17
320,Lahti Laune,2005,1,22,02:00,-1.0,21
321,Lahti Laune,2005,1,23,02:00,-2.8,21
322,Lahti Laune,2005,1,24,02:00,-5.8,20
323,Lahti Laune,2005,1,25,02:00,-4.8,19
324,Lahti Laune,2005,1,26,02:00,-5.6,19
325,Lahti Laune,2005,1,27,02:00,-6.1,21
326,Lahti Laune,2005,1,28,02:00,-13.8,21
327,Lahti Laune,2005,1,29,02:00,-10.5,22
328,Lahti Laune,2005,1,30,02:00,-7.5,24
329,Lahti Laune,2005,1,31,02:00,-2.2,33
330,Lahti Laune,2005,2,1,02:00,-4.1,33
331,Lahti Laune,2005,2,2,02:00,-7.1,32
332,Lahti Laune,2005,2,3,02:00,-5.3,32
333,Lahti Laune,2005,2,4,02:00,-2.5,32
334,Lahti Laune,2005,2,5,02:00,-0.4,31
335,Lahti Laune,2005,2,6,02:00,1.4,27
336,Lahti Laune,2005,2,7,02:00,-0.3,24
337,Lahti Laune,2005,2,8,02:00,-2.0,23
338,Lahti Laune,2005,2,9,02:00,-6.9,23
339,Lahti Laune,2005,2,10,02:00,-5.4,23
340,Lahti Laune,2005,2,11,02:00,-0.2,27
341,Lahti Laune,2005,2,12,02:00,-4.0,26
342,Lahti Laune,2005,2,13,02:00,-3.1,26
343,Lahti Laune,2005,2,14,02:00,-7.2,26
344,Lahti Laune,2005,2,15,02:00,-9.1,27
345,Lahti Laune,2005,2,16,02:00,-11.8,26
346,Lahti Laune,2005,2,17,02:00,-7.0,26
347,Lahti Laune,2005,2,18,02:00,-5.1,26
348,Lahti Laune,2005,2,19,02:00,-2.7,26
349,Lahti Laune,2005,2,20,02:00,-4.4,27
350,Lahti Laune,2005,2,21,02:00,-7.7,26
351,Lahti Laune,2005,2,22,02:00,-13.5,26
352,Lahti Laune,2005,2,23,02:00,-13.5,26
353,Lahti Laune,2005,2,24,02:00,-14.4,26
354,Lahti Laune,2005,2,25,02:00,-9.4,26
355,Lahti Laune,2005,2,26,02:00,-10.8,26
356,Lahti Laune,2005,2,27,02:00,-10.8,27
357,Lahti Laune,2005,2,28,02:00,-14.0,27
358,Lahti Laune,2005,3,1,02:00,-14.2,27
359,Lahti Laune,2005,3,2,02:00,-13.6,27
360,Lahti Laune,2005,3,3,02:00,-13.1,27
361,Lahti Laune,2005,3,4,02:00,-13.3,27
362,Lahti Laune,2005,3,5,02:00,-7.6,27
363,Lahti Laune,2005,3,6,02:00,-11.0,27
364,Lahti Laune,2005,3,7,02:00,-6.3,27
365,Lahti Laune,2005,3,8,02:00,-5.5,29
366,Lahti Laune,2005,3,9,02:00,-10.5,28
367,Lahti Laune,2005,3,10,02:00,-12.1,28
368,Lahti Laune,2005,3,11,02:00,-13.7,28
369,Lahti Laune,2005,3,12,02:00,-9.2,28
370,Lahti Laune,2005,3,13,02:00,-12.3,29
371,Lahti Laune,2005,3,14,02:00,-13.5,29
372,Lahti Laune,2005,3,15,02:00,-12.7,29
373,Lahti Laune,2005,3,16,02:00,-11.5,29
374,Lahti Laune,2005,3,17,02:00,-7.4,28
375,Lahti Laune,2005,3,18,02:00,-6.7,34
376,Lahti Laune,2005,3,19,02:00,-6.4,33
377,Lahti Laune,2005,3,20,02:00,-5.6,32
378,Lahti Laune,2005,3,21,02:00,-3.5,32
379,Lahti Laune,2005,3,22,02:00,-3.2,32
380,Lahti Laune,2005,3,23,02:00,-2.0,31
381,Lahti Laune,2005,3,24,02:00,3.2,30
382,Lahti Laune,2005,3,25,02:00,4.8,25
383,Lahti Laune,2005,3,26,02:00,2.2,19
384,Lahti Laune,2005,3,27,02:00,-0.7,17
385,Lahti Laune,2005,3,28,03:00,-2.3,17
386,Lahti Laune,2005,3,29,03:00,-2.4,17
387,Lahti Laune,2005,3,30,03:00,-1.5,16
388,Lahti Laune,2005,3,31,03:00,1.8,15
389,Lahti Laune,2005,4,1,03:00,1.6,13
390,Lahti Laune,2005,4,2,03:00,2.4,11
391,Lahti Laune,2005,4,3,03:00,5.9,8
392,Lahti Laune,2005,4,4,03:00,5.1,4
393,Lahti Laune,2005,4,5,03:00,6.2,0
394,Lahti Laune,2005,4,6,03:00,3.0,0
395,Lahti Laune,2005,4,7,03:00,3.9,0
396,Lahti Laune,2005,4,8,03:00,5.4,-1
397,Lahti Laune,2005,4,9,03:00,2.5,-1
398,Lahti Laune,2005,4,10,03:00,1.6,-1
399,Lahti Laune,2005,4,11,03:00,2.1,-1
400,Lahti Laune,2005,4,12,03:00,4.8,-1
401,Lahti Laune,2005,4,13,03:00,7.5,-1
402,Lahti Laune,2005,4,14,03:00,6.2,-1
403,Lahti Laune,2005,4,15,03:00,5.6,-1
404,Lahti Laune,2005,4,16,03:00,5.6,-1
405,Lahti Laune,2005,4,17,03:00,5.3,-1
406,Lahti Laune,2005,4,18,03:00,3.4,-1
407,Lahti Laune,2005,4,19,03:00,0.2,-1
408,Lahti Laune,2005,4,20,03:00,-0.7,0
409,Lahti Laune,2005,4,21,03:00,-0.9,1
410,Lahti Laune,2005,4,22,03:00,-0.8,-1
411,Lahti Laune,2005,4,23,03:00,0.6,-1
412,Lahti Laune,2005,4,24,03:00,2.5,-1
413,Lahti Laune,2005,4,25,03:00,5.0,-1
414,Lahti Laune,2005,4,26,03:00,5.9,-1
415,Lahti Laune,2005,4,27,03:00,6.3,-1
416,Lahti Laune,2005,4,28,03:00,7.0,-1
417,Lahti Laune,2005,4,29,03:00,5.8,-1
418,Lahti Laune,2005,4,30,03:00,3.4,-1
419,Lahti Laune,2005,5,1,03:00,1.9,-1
420,Lahti Laune,2005,5,2,03:00,5.7,-1
421,Lahti Laune,2005,5,3,03:00,5.2,-1
422,Lahti Laune,2005,5,4,03:00,7.1,-1
423,Lahti Laune,2005,5,5,03:00,6.6,-1
424,Lahti Laune,2005,5,6,03:00,8.2,-1
425,Lahti Laune,2005,5,7,03:00,7.2,-1
426,Lahti Laune,2005,5,8,03:00,8.4,-1
427,Lahti Laune,2005,5,9,03:00,10.0,-1
428,Lahti Laune,2005,5,10,03:00,9.0,-1
429,Lahti Laune,2005,5,11,03:00,7.0,-1
430,Lahti Laune,2005,5,12,03:00,8.1,-1
431,Lahti Laune,2005,5,13,03:00,10.3,-1
432,Lahti Laune,2005,5,14,03:00,9.4,-1
433,Lahti Laune,2005,5,15,03:00,8.9,-1
434,Lahti Laune,2005,5,16,03:00,8.0,-1
435,Lahti Laune,2005,5,17,03:00,9.6,-1
436,Lahti Laune,2005,5,18,03:00,6.9,-1
437,Lahti Laune,2005,5,19,03:00,6.3,-1
438,Lahti Laune,2005,5,20,03:00,9.5,-1
439,Lahti Laune,2005,5,21,03:00,11.1,-1
440,Lahti Laune,2005,5,22,03:00,14.1,-1
441,Lahti Laune,2005,5,23,03:00,16.4,-1
442,Lahti Laune,2005,5,24,03:00,19.2,-1
443,Lahti Laune,2005,5,25,03:00,15.2,-1
444,Lahti Laune,2005,5,26,03:00,14.2,-1
445,Lahti Laune,2005,5,27,03:00,14.9,-1
446,Lahti Laune,2005,5,28,03:00,10.5,-1
447,Lahti Laune,2005,5,29,03:00,8.3,-1
448,Lahti Laune,2005,5,30,03:00,9.6,-1
449,Lahti Laune,2005,5,31,03:00,11.1,-1
450,Lahti Laune,2005,6,1,03:00,7.4,-1
451,Lahti Laune,2005,6,2,03:00,10.1,-1
452,Lahti Laune,2005,6,3,03:00,11.3,-1
453,Lahti Laune,2005,6,4,03:00,10.5,-1
454,Lahti Laune,2005,6,5,03:00,13.4,-1
455,Lahti Laune,2005,6,6,03:00,11.8,-1
456,Lahti Laune,2005,6,7,03:00,12.4,-1
457,Lahti Laune,2005,6,8,03:00,12.9,-1
458,Lahti Laune,2005,6,9,03:00,12.6,-1
459,Lahti Laune,2005,6,10,03:00,14.2,-1
460,Lahti Laune,2005,6,11,03:00,15.7,-1
461,Lahti Laune,2005,6,12,03:00,17.5,-1
462,Lahti Laune,2005,6,13,03:00,14.1,-1
463,Lahti Laune,2005,6,14,03:00,13.7,-1
464,Lahti Laune,2005,6,15,03:00,14.9,-1
465,Lahti Laune,2005,6,16,03:00,15.4,-1
466,Lahti Laune,2005,6,17,03:00,17.2,-1
467,Lahti Laune,2005,6,18,03:00,17.8,-1
468,Lahti Laune,2005,6,19,03:00,15.7,-1
469,Lahti Laune,2005,6,20,03:00,15.4,-1
470,Lahti Laune,2005,6,21,03:00,15.8,-1
471,Lahti Laune,2005,6,22,03:00,16.0,-1
472,Lahti Laune,2005,6,23,03:00,15.8,-1
473,Lahti Laune,2005,6,24,03:00,18.5,-1
474,Lahti Laune,2005,6,25,03:00,12.6,-1
475,Lahti Laune,2005,6,26,03:00,13.8,-1
476,Lahti Laune,2005,6,27,03:00,13.3,-1
477,Lahti Laune,2005,6,28,03:00,11.7,-1
478,Lahti Laune,2005,6,29,03:00,12.6,-1
479,Lahti Laune,2005,6,30,03:00,14.7,-1
480,Lahti Laune,2005,7,1,03:00,16.3,-1
481,Lahti Laune,2005,7,2,03:00,16.0,-1
482,Lahti Laune,2005,7,3,03:00,17.5,-1
483,Lahti Laune,2005,7,4,03:00,19.7,-1
484,Lahti Laune,2005,7,5,03:00,20.5,-1
485,Lahti Laune,2005,7,6,03:00,20.6,-1
486,Lahti Laune,2005,7,7,03:00,16.9,-1
487,Lahti Laune,2005,7,8,03:00,18.3,-1
488,Lahti Laune,2005,7,9,03:00,19.9,-1
489,Lahti Laune,2005,7,10,03:00,22.1,-1
490,Lahti Laune,2005,7,11,03:00,23.1,-1
491,Lahti Laune,2005,7,12,03:00,21.2,-1
492,Lahti Laune,2005,7,13,03:00,21.9,-1
493,Lahti Laune,2005,7,14,03:00,19.0,-1
494,Lahti Laune,2005,7,15,03:00,17.5,-1
495,Lahti Laune,2005,7,16,03:00,19.6,-1
496,Lahti Laune,2005,7,17,03:00,19.7,-1
497,Lahti Laune,2005,7,18,03:00,20.0,-1
498,Lahti Laune,2005,7,19,03:00,16.8,-1
499,Lahti Laune,2005,7,20,03:00,18.1,-1
