,Observation station,Year,Month,Day,Time [Local time],Average temperature [°C],Snow depth [cm]
2211,Lahti Laune,2010,3,28,02:00,2.3,51
2212,Lahti Laune,2010,3,29,03:00,1.0,49
2213,Lahti Laune,2010,3,30,03:00,2.0,48
2214,Lahti Laune,2010,3,31,03:00,2.4,48
2215,Lahti Laune,2010,4,1,03:00,5.5,43
2216,Lahti Laune,2010,4,2,03:00,5.3,38
2217,Lahti Laune,2010,4,3,03:00,4.3,30
2218,Lahti Laune,2010,4,4,03:00,3.5,25
2219,Lahti Laune,2010,4,5,03:00,3.1,21
2220,Lahti Laune,2010,4,6,03:00,2.7,20
2221,Lahti Laune,2010,4,7,03:00,1.4,19
2222,Lahti Laune,2010,4,8,03:00,4.5,15
2223,Lahti Laune,2010,4,9,03:00,4.1,11
2224,Lahti Laune,2010,4,10,03:00,4.9,9
2225,Lahti Laune,2010,4,11,03:00,5.7,-1
2226,Lahti Laune,2010,4,12,03:00,6.0,-1
2227,Lahti Laune,2010,4,13,03:00,4.5,-1
2228,Lahti Laune,2010,4,14,03:00,4.8,-1
2229,Lahti Laune,2010,4,15,03:00,4.1,-1
2230,Lahti Laune,2010,4,16,03:00,4.0,-1
2231,Lahti Laune,2010,4,17,03:00,2.5,-1
2232,Lahti Laune,2010,4,18,03:00,2.6,0
2233,Lahti Laune,2010,4,19,03:00,2.1,-1
2234,Lahti Laune,2010,4,20,03:00,2.4,-1
2235,Lahti Laune,2010,4,21,03:00,3.6,-1
2236,Lahti Laune,2010,4,22,03:00,4.5,-1
2237,Lahti Laune,2010,4,23,03:00,1.9,-1
2238,Lahti Laune,2010,4,24,03:00,2.0,0
2239,Lahti Laune,2010,4,25,03:00,5.1,-1
2240,Lahti Laune,2010,4,26,03:00,7.0,-1
2241,Lahti Laune,2010,4,27,03:00,9.1,-1
2242,Lahti Laune,2010,4,28,03:00,4.9,-1
2243,Lahti Laune,2010,4,29,03:00,3.7,-1
2244,Lahti Laune,2010,4,30,03:00,8.4,-1
2245,Lahti Laune,2010,5,1,03:00,9.5,-1
2246,Lahti Laune,2010,5,2,03:00,5.5,-1
2247,Lahti Laune,2010,5,3,03:00,5.3,-1
2248,Lahti Laune,2010,5,4,03:00,3.3,-1
2249,Lahti Laune,2010,5,5,03:00,4.9,-1
2250,Lahti Laune,2010,5,6,03:00,4.7,-1
2251,Lahti Laune,2010,5,7,03:00,5.1,-1
2252,Lahti Laune,2010,5,8,03:00,4.8,-1
2253,Lahti Laune,2010,5,9,03:00,6.7,-1
2254,Lahti Laune,2010,5,10,03:00,5.2,-1
2255,Lahti Laune,2010,5,11,03:00,9.8,-1
2256,Lahti Laune,2010,5,12,03:00,12.8,-1
2257,Lahti Laune,2010,5,13,03:00,15.4,-1
2258,Lahti Laune,2010,5,14,03:00,19.8,-1
2259,Lahti Laune,2010,5,15,03:00,18.6,-1
2260,Lahti Laune,2010,5,16,03:00,19.3,-1
2261,Lahti Laune,2010,5,17,03:00,18.3,-1
2262,Lahti Laune,2010,5,18,03:00,17.6,-1
2263,Lahti Laune,2010,5,19,03:00,18.4,-1
2264,Lahti Laune,2010,5,20,03:00,17.9,-1
2265,Lahti Laune,2010,5,21,03:00,18.6,-1
2266,Lahti Laune,2010,5,22,03:00,17.3,-1
2267,Lahti Laune,2010,5,23,03:00,12.8,-1
2268,Lahti Laune,2010,5,24,03:00,10.5,-1
2269,Lahti Laune,2010,5,25,03:00,9.4,-1
2270,Lahti Laune,2010,5,26,03:00,9.2,-1
2271,Lahti Laune,2010,5,27,03:00,9.9,-1
2272,Lahti Laune,2010,5,28,03:00,10.4,-1
2273,Lahti Laune,2010,5,29,03:00,9.3,-1
2274,Lahti Laune,2010,5,30,03:00,10.7,-1
2275,Lahti Laune,2010,5,31,03:00,12.0,-1
2276,Lahti Laune,2010,6,1,03:00,14.9,-1
2277,Lahti Laune,2010,6,2,03:00,17.1,-1
2278,Lahti Laune,2010,6,3,03:00,16.0,-1
2279,Lahti Laune,2010,6,4,03:00,12.5,-1
2280,Lahti Laune,2010,6,5,03:00,10.2,-1
2281,Lahti Laune,2010,6,6,03:00,10.7,-1
2282,Lahti Laune,2010,6,7,03:00,13.1,-1
2283,Lahti Laune,2010,6,8,03:00,13.2,-1
2284,Lahti Laune,2010,6,9,03:00,13.9,-1
2285,Lahti Laune,2010,6,10,03:00,16.1,-1
2286,Lahti Laune,2010,6,11,03:00,14.1,-1
2287,Lahti Laune,2010,6,12,03:00,13.2,-1
2288,Lahti Laune,2010,6,13,03:00,12.2,-1
2289,Lahti Laune,2010,6,14,03:00,13.2,-1
2290,Lahti Laune,2010,6,15,03:00,13.0,-1
2291,Lahti Laune,2010,6,16,03:00,12.4,-1
2292,Lahti Laune,2010,6,17,03:00,13.5,-1
2293,Lahti Laune,2010,6,18,03:00,13.5,-1
2294,Lahti Laune,2010,6,19,03:00,17.0,-1
2295,Lahti Laune,2010,6,20,03:00,14.8,-1
2296,Lahti Laune,2010,6,21,03:00,13.1,-1
2297,Lahti Laune,2010,6,22,03:00,14.1,-1
2298,Lahti Laune,2010,6,23,03:00,15.9,-1
2299,Lahti Laune,2010,6,24,03:00,17.0,-1
2300,Lahti Laune,2010,6,25,03:00,15.6,-1
2301,Lahti Laune,2010,6,26,03:00,17.1,-1
2302,Lahti Laune,2010,6,27,03:00,14.6,-1
2303,Lahti Laune,2010,6,28,03:00,17.3,-1
2304,Lahti Laune,2010,6,29,03:00,18.1,-1
2305,Lahti Laune,2010,6,30,03:00,18.8,-1
2306,Lahti Laune,2010,7,1,03:00,18.8,-1
2307,Lahti Laune,2010,7,2,03:00,18.1,-1
2308,Lahti Laune,2010,7,3,03:00,19.0,-1
2309,Lahti Laune,2010,7,4,03:00,20.2,-1
2310,Lahti Laune,2010,7,5,03:00,20.7,-1
2311,Lahti Laune,2010,7,6,03:00,21.1,-1
2312,Lahti Laune,2010,7,7,03:00,20.7,-1
2313,Lahti Laune,2010,7,8,03:00,22.3,-1
2314,Lahti Laune,2010,7,9,03:00,21.7,-1
2315,Lahti Laune,2010,7,10,03:00,21.0,-1
2316,Lahti Laune,2010,7,11,03:00,23.9,-1
2317,Lahti Laune,2010,7,12,03:00,25.5,-1
2318,Lahti Laune,2010,7,13,03:00,25.8,-1
2319,Lahti Laune,2010,7,14,03:00,25.6,-1
2320,Lahti Laune,2010,7,15,03:00,23.4,-1
2321,Lahti Laune,2010,7,16,03:00,24.0,-1
2322,Lahti Laune,2010,7,17,03:00,21.9,-1
2323,Lahti Laune,2010,7,18,03:00,22.6,-1
2324,Lahti Laune,2010,7,19,03:00,21.4,-1
2325,Lahti Laune,2010,7,20,03:00,19.9,-1
2326,Lahti Laune,2010,7,21,03:00,22.4,-1
2327,Lahti Laune,2010,7,22,03:00,23.3,-1
2328,Lahti Laune,2010,7,23,03:00,20.7,-1
2329,Lahti Laune,2010,7,24,03:00,14.5,-1
2330,Lahti Laune,2010,7,25,03:00,20.9,-1
2331,Lahti Laune,2010,7,26,03:00,26.0,-1
2332,Lahti Laune,2010,7,27,03:00,25.0,-1
2333,Lahti Laune,2010,7,28,03:00,26.0,-1
2334,Lahti Laune,2010,7,29,03:00,25.5,-1
2335,Lahti Laune,2010,7,30,03:00,21.8,-1
2336,Lahti Laune,2010,7,31,03:00,19.7,-1
2337,Lahti Laune,2010,8,1,03:00,19.9,-1
2338,Lahti Laune,2010,8,2,03:00,19.7,-1
2339,Lahti Laune,2010,8,3,03:00,20.5,-1
2340,Lahti Laune,2010,8,4,03:00,22.7,-1
2341,Lahti Laune,2010,8,5,03:00,15.9,-1
2342,Lahti Laune,2010,8,6,03:00,19.1,-1
2343,Lahti Laune,2010,8,7,03:00,24.4,-1
2344,Lahti Laune,2010,8,8,03:00,25.9,-1
2345,Lahti Laune,2010,8,9,03:00,20.2,-1
2346,Lahti Laune,2010,8,10,03:00,18.8,-1
2347,Lahti Laune,2010,8,11,03:00,18.4,-1
2348,Lahti Laune,2010,8,12,03:00,18.2,-1
2349,Lahti Laune,2010,8,13,03:00,22.2,-1
2350,Lahti Laune,2010,8,14,03:00,20.2,-1
2351,Lahti Laune,2010,8,15,03:00,20.6,-1
2352,Lahti Laune,2010,8,16,03:00,16.6,-1
2353,Lahti Laune,2010,8,17,03:00,16.5,-1
2354,Lahti Laune,2010,8,18,03:00,18.8,-1
2355,Lahti Laune,2010,8,19,03:00,14.8,-1
2356,Lahti Laune,2010,8,20,03:00,13.3,-1
2357,Lahti Laune,2010,8,21,03:00,15.6,-1
2358,Lahti Laune,2010,8,22,03:00,18.2,-1
2359,Lahti Laune,2010,8,23,03:00,15.7,-1
2360,Lahti Laune,2010,8,24,03:00,11.4,-1
2361,Lahti Laune,2010,8,25,03:00,13.5,-1
2362,Lahti Laune,2010,8,26,03:00,10.9,-1
2363,Lahti Laune,2010,8,27,03:00,10.5,-1
2364,Lahti Laune,2010,8,28,03:00,10.2,-1
2365,Lahti Laune,2010,8,29,03:00,10.5,-1
2366,Lahti Laune,2010,8,30,03:00,9.5,-1
2367,Lahti Laune,2010,8,31,03:00,8.3,-1
2368,Lahti Laune,2010,9,1,03:00,10.1,-1
2369,Lahti Laune,2010,9,2,03:00,10.0,-1
2370,Lahti Laune,2010,9,3,03:00,7.6,-1
2371,Lahti Laune,2010,9,4,03:00,8.1,-1
2372,Lahti Laune,2010,9,5,03:00,10.1,-1
2373,Lahti Laune,2010,9,6,03:00,13.1,-1
2374,Lahti Laune,2010,9,7,03:00,12.7,-1
2375,Lahti Laune,2010,9,8,03:00,14.0,-1
2376,Lahti Laune,2010,9,9,03:00,13.7,-1
2377,Lahti Laune,2010,9,10,03:00,12.3,-1
2378,Lahti Laune,2010,9,11,03:00,12.6,-1
2379,Lahti Laune,2010,9,12,03:00,14.5,-1
2380,Lahti Laune,2010,9,13,03:00,16.2,-1
2381,Lahti Laune,2010,9,14,03:00,13.0,-1
2382,Lahti Laune,2010,9,15,03:00,11.9,-1
2383,Lahti Laune,2010,9,16,03:00,10.8,-1
2384,Lahti Laune,2010,9,17,03:00,10.7,-1
2385,Lahti Laune,2010,9,18,03:00,9.9,-1
2386,Lahti Laune,2010,9,19,03:00,8.8,-1
2387,Lahti Laune,2010,9,20,03:00,9.4,-1
2388,Lahti Laune,2010,9,21,03:00,9.6,-1
2389,Lahti Laune,2010,9,22,03:00,10.2,-1
2390,Lahti Laune,2010,9,23,03:00,9.2,-1
2391,Lahti Laune,2010,9,24,03:00,12.3,-1
2392,Lahti Laune,2010,9,25,03:00,13.8,-1
2393,Lahti Laune,2010,9,26,03:00,8.3,-1
2394,Lahti Laune,2010,9,27,03:00,6.9,-1
2395,Lahti Laune,2010,9,28,03:00,6.0,-1
2396,Lahti Laune,2010,9,29,03:00,5.8,-1
2397,Lahti Laune,2010,9,30,03:00,6.3,-1
2398,Lahti Laune,2010,10,1,03:00,4.2,-1
2399,Lahti Laune,2010,10,2,03:00,6.0,-1
2400,Lahti Laune,2010,10,3,03:00,8.1,-1
2401,Lahti Laune,2010,10,4,03:00,5.6,-1
2402,Lahti Laune,2010,10,5,03:00,3.8,-1
2403,Lahti Laune,2010,10,6,03:00,2.9,-1
2404,Lahti Laune,2010,10,7,03:00,3.1,-1
2405,Lahti Laune,2010,10,8,03:00,4.8,-1
2406,Lahti Laune,2010,10,9,03:00,8.0,-1
2407,Lahti Laune,2010,10,10,03:00,6.3,-1
2408,Lahti Laune,2010,10,11,03:00,6.2,-1
2409,Lahti Laune,2010,10,12,03:00,2.3,-1
2410,Lahti Laune,2010,10,13,03:00,2.7,-1
2411,Lahti Laune,2010,10,14,03:00,1.0,-1
2412,Lahti Laune,2010,10,15,03:00,0.8,-1
2413,Lahti Laune,2010,10,16,03:00,0.7,-1
2414,Lahti Laune,2010,10,17,03:00,-0.4,-1
2415,Lahti Laune,2010,10,18,03:00,4.5,-1
2416,Lahti Laune,2010,10,19,03:00,4.8,-1
2417,Lahti Laune,2010,10,20,03:00,5.5,-1
2418,Lahti Laune,2010,10,21,03:00,1.9,-1
2419,Lahti Laune,2010,10,22,03:00,-4.1,-1
2420,Lahti Laune,2010,10,23,03:00,-0.7,-1
2421,Lahti Laune,2010,10,24,03:00,0.5,-1
2422,Lahti Laune,2010,10,25,03:00,2.7,-1
2423,Lahti Laune,2010,10,26,03:00,0.4,-1
2424,Lahti Laune,2010,10,27,03:00,-0.9,-1
2425,Lahti Laune,2010,10,28,03:00,5.4,-1
2426,Lahti Laune,2010,10,29,03:00,5.8,-1
2427,Lahti Laune,2010,10,30,03:00,6.0,-1
2428,Lahti Laune,2010,10,31,03:00,7.2,-1
2429,Lahti Laune,2010,11,1,02:00,7.3,-1
2430,Lahti Laune,2010,11,2,02:00,3.9,-1
2431,Lahti Laune,2010,11,3,02:00,6.9,-1
2432,Lahti Laune,2010,11,4,02:00,5.8,-1
2433,Lahti Laune,2010,11,5,02:00,3.8,-1
2434,Lahti Laune,2010,11,6,02:00,0.4,-1
2435,Lahti Laune,2010,11,7,02:00,0.2,-1
2436,Lahti Laune,2010,11,8,02:00,-4.5,-1
2437,Lahti Laune,2010,11,9,02:00,-2.3,-1
2438,Lahti Laune,2010,11,10,02:00,1.9,2
2439,Lahti Laune,2010,11,11,02:00,1.4,-1
2440,Lahti Laune,2010,11,12,02:00,0.7,-1
2441,Lahti Laune,2010,11,13,02:00,3.0,-1
2442,Lahti Laune,2010,11,14,02:00,1.2,-1
2443,Lahti Laune,2010,11,15,02:00,4.1,-1
2444,Lahti Laune,2010,11,16,02:00,0.6,-1
2445,Lahti Laune,2010,11,17,02:00,-2.3,-1
2446,Lahti Laune,2010,11,18,02:00,-1.2,1
2447,Lahti Laune,2010,11,19,02:00,-4.1,8
2448,Lahti Laune,2010,11,20,02:00,-3.3,8
2449,Lahti Laune,2010,11,21,02:00,-4.4,8
2450,Lahti Laune,2010,11,22,02:00,-9.7,8
2451,Lahti Laune,2010,11,23,02:00,-7.0,8
2452,Lahti Laune,2010,11,24,02:00,-5.5,10
2453,Lahti Laune,2010,11,25,02:00,-8.8,15
2454,Lahti Laune,2010,11,26,02:00,-11.5,15
2455,Lahti Laune,2010,11,27,02:00,-11.1,15
2456,Lahti Laune,2010,11,28,02:00,-13.7,15
2457,Lahti Laune,2010,11,29,02:00,-15.2,15
2458,Lahti Laune,2010,11,30,02:00,-13.8,14
2459,Lahti Laune,2010,12,1,02:00,-8.4,14
2460,Lahti Laune,2010,12,2,02:00,-4.2,14
2461,Lahti Laune,2010,12,3,02:00,-8.4,15
2462,Lahti Laune,2010,12,4,02:00,-8.7,15
2463,Lahti Laune,2010,12,5,02:00,-6.6,16
2464,Lahti Laune,2010,12,6,02:00,-4.7,19
2465,Lahti Laune,2010,12,7,02:00,-5.4,27
2466,Lahti Laune,2010,12,8,02:00,-6.4,27
2467,Lahti Laune,2010,12,9,02:00,-5.7,24
2468,Lahti Laune,2010,12,10,02:00,-8.3,22
2469,Lahti Laune,2010,12,11,02:00,-10.5,21
2470,Lahti Laune,2010,12,12,02:00,-15.4,23
2471,Lahti Laune,2010,12,13,02:00,-16.0,23
2472,Lahti Laune,2010,12,14,02:00,-12.1,22
2473,Lahti Laune,2010,12,15,02:00,-14.9,21
2474,Lahti Laune,2010,12,16,02:00,-10.1,21
2475,Lahti Laune,2010,12,17,02:00,-8.1,24
2476,Lahti Laune,2010,12,18,02:00,-14.7,24
2477,Lahti Laune,2010,12,19,02:00,-12.5,24
2478,Lahti Laune,2010,12,20,02:00,-11.0,29
2479,Lahti Laune,2010,12,21,02:00,-11.3,28
2480,Lahti Laune,2010,12,22,02:00,-14.5,28
2481,Lahti Laune,2010,12,23,02:00,-22.7,27
2482,Lahti Laune,2010,12,24,02:00,-22.8,26
2483,Lahti Laune,2010,12,25,02:00,-13.7,26
2484,Lahti Laune,2010,12,26,02:00,-9.1,29
2485,Lahti Laune,2010,12,27,02:00,-9.6,33
2486,Lahti Laune,2010,12,28,02:00,-11.7,32
2487,Lahti Laune,2010,12,29,02:00,-10.6,32
2488,Lahti Laune,2010,12,30,02:00,-10.2,31
2489,Lahti Laune,2010,12,31,02:00,-10.0,43
2490,Lahti Laune,2011,1,1,02:00,-7.6,40
2491,Lahti Laune,2011,1,2,02:00,-11.6,38
2492,Lahti Laune,2011,1,3,02:00,-11.1,38
2493,Lahti Laune,2011,1,4,02:00,-11.2,37
2494,Lahti Laune,2011,1,5,02:00,-12.4,37
2495,Lahti Laune,2011,1,6,02:00,-7.9,36
2496,Lahti Laune,2011,1,7,02:00,-5.2,38
2497,Lahti Laune,2011,1,8,02:00,-3.6,43
2498,Lahti Laune,2011,1,9,02:00,0.1,46
2499,Lahti Laune,2011,1,10,02:00,0.6,41
2500,Lahti Laune,2011,1,11,02:00,0.6,38
2501,Lahti Laune,2011,1,12,02:00,-2.5,38
2502,Lahti Laune,2011,1,13,02:00,-4.3,42
2503,Lahti Laune,2011,1,14,02:00,-6.9,44
2504,Lahti Laune,2011,1,15,02:00,-16.3,44
2505,Lahti Laune,2011,1,16,02:00,-17.0,44
2506,Lahti Laune,2011,1,17,02:00,-3.5,49
2507,Lahti Laune,2011,1,18,02:00,0.1,48
2508,Lahti Laune,2011,1,19,02:00,-0.2,50
2509,Lahti Laune,2011,1,20,02:00,-4.4,52
2510,Lahti Laune,2011,1,21,02:00,-6.8,52
2511,Lahti Laune,2011,1,22,02:00,-5.8,53
2512,Lahti Laune,2011,1,23,02:00,-7.2,54
2513,Lahti Laune,2011,1,24,02:00,-4.3,54
2514,Lahti Laune,2011,1,25,02:00,-4.7,55
2515,Lahti Laune,2011,1,26,02:00,-15.3,61
2516,Lahti Laune,2011,1,27,02:00,-12.7,60
2517,Lahti Laune,2011,1,28,02:00,-1.1,59
2518,Lahti Laune,2011,1,29,02:00,-1.9,58
2519,Lahti Laune,2011,1,30,02:00,-5.4,58
2520,Lahti Laune,2011,1,31,02:00,-7.5,57
2521,Lahti Laune,2011,2,1,02:00,-4.1,57
2522,Lahti Laune,2011,2,2,02:00,0.3,57
2523,Lahti Laune,2011,2,3,02:00,-0.7,55
2524,Lahti Laune,2011,2,4,02:00,-0.6,58
2525,Lahti Laune,2011,2,5,02:00,-1.6,62
2526,Lahti Laune,2011,2,6,02:00,-3.1,62
2527,Lahti Laune,2011,2,7,02:00,-3.0,60
2528,Lahti Laune,2011,2,8,02:00,-1.1,63
2529,Lahti Laune,2011,2,9,02:00,-8.0,67
2530,Lahti Laune,2011,2,10,02:00,-13.8,66
2531,Lahti Laune,2011,2,11,02:00,-16.0,65
2532,Lahti Laune,2011,2,12,02:00,-13.7,66
2533,Lahti Laune,2011,2,13,02:00,-19.2,66
2534,Lahti Laune,2011,2,14,02:00,-20.9,65
2535,Lahti Laune,2011,2,15,02:00,-22.3,65
2536,Lahti Laune,2011,2,16,02:00,-20.9,65
2537,Lahti Laune,2011,2,17,02:00,-22.7,64
2538,Lahti Laune,2011,2,18,02:00,-25.4,64
2539,Lahti Laune,2011,2,19,02:00,-23.6,64
2540,Lahti Laune,2011,2,20,02:00,-23.5,63
2541,Lahti Laune,2011,2,21,02:00,-19.9,63
2542,Lahti Laune,2011,2,22,02:00,-17.0,63
2543,Lahti Laune,2011,2,23,02:00,-19.7,63
2544,Lahti Laune,2011,2,24,02:00,-21.8,63
2545,Lahti Laune,2011,2,25,02:00,-16.6,63
2546,Lahti Laune,2011,2,26,02:00,-5.2,63
2547,Lahti Laune,2011,2,27,02:00,-4.3,62
2548,Lahti Laune,2011,2,28,02:00,-11.0,61
2549,Lahti Laune,2011,3,1,02:00,-6.4,61
2550,Lahti Laune,2011,3,2,02:00,-1.6,61
2551,Lahti Laune,2011,3,3,02:00,0.0,60
2552,Lahti Laune,2011,3,4,02:00,0.0,69
2553,Lahti Laune,2011,3,5,02:00,0.2,57
2554,Lahti Laune,2011,3,6,02:00,-3.2,57
2555,Lahti Laune,2011,3,7,02:00,-5.9,56
2556,Lahti Laune,2011,3,8,02:00,-3.1,56
2557,Lahti Laune,2011,3,9,02:00,0.0,56
2558,Lahti Laune,2011,3,10,02:00,1.3,56
2559,Lahti Laune,2011,3,11,02:00,-0.2,59
2560,Lahti Laune,2011,3,12,02:00,-4.3,59
2561,Lahti Laune,2011,3,13,02:00,-2.9,59
2562,Lahti Laune,2011,3,14,02:00,0.2,59
2563,Lahti Laune,2011,3,15,02:00,-4.5,59
2564,Lahti Laune,2011,3,16,02:00,-6.8,57
2565,Lahti Laune,2011,3,17,02:00,-6.0,57
2566,Lahti Laune,2011,3,18,02:00,-0.9,57
2567,Lahti Laune,2011,3,19,02:00,-1.6,57
2568,Lahti Laune,2011,3,20,02:00,-1.8,63
2569,Lahti Laune,2011,3,21,02:00,-3.5,61
2570,Lahti Laune,2011,3,22,02:00,4.7,61
2571,Lahti Laune,2011,3,23,02:00,1.7,56
2572,Lahti Laune,2011,3,24,02:00,-2.5,58
2573,Lahti Laune,2011,3,25,02:00,-6.5,58
2574,Lahti Laune,2011,3,26,02:00,-6.4,58
2575,Lahti Laune,2011,3,27,02:00,-2.8,57
2576,Lahti Laune,2011,3,28,03:00,-1.3,60
2577,Lahti Laune,2011,3,29,03:00,-3.5,58
2578,Lahti Laune,2011,3,30,03:00,-2.7,65
2579,Lahti Laune,2011,3,31,03:00,-4.8,64
2580,Lahti Laune,2011,4,1,03:00,-3.0,62
2581,Lahti Laune,2011,4,2,03:00,1.6,61
2582,Lahti Laune,2011,4,3,03:00,3.0,56
2583,Lahti Laune,2011,4,4,03:00,3.5,51
2584,Lahti Laune,2011,4,5,03:00,4.1,47
2585,Lahti Laune,2011,4,6,03:00,2.6,41
2586,Lahti Laune,2011,4,7,03:00,1.7,38
2587,Lahti Laune,2011,4,8,03:00,1.8,35
2588,Lahti Laune,2011,4,9,03:00,3.9,33
2589,Lahti Laune,2011,4,10,03:00,4.5,30
2590,Lahti Laune,2011,4,11,03:00,2.9,25
2591,Lahti Laune,2011,4,12,03:00,4.4,23
2592,Lahti Laune,2011,4,13,03:00,3.4,19
2593,Lahti Laune,2011,4,14,03:00,2.2,16
2594,Lahti Laune,2011,4,15,03:00,5.3,14
2595,Lahti Laune,2011,4,16,03:00,8.2,5
2596,Lahti Laune,2011,4,17,03:00,9.8,0
2597,Lahti Laune,2011,4,18,03:00,7.6,-1
2598,Lahti Laune,2011,4,19,03:00,4.2,-1
2599,Lahti Laune,2011,4,20,03:00,2.0,-1
2600,Lahti Laune,2011,4,21,03:00,7.2,-1
2601,Lahti Laune,2011,4,22,03:00,7.9,-1
2602,Lahti Laune,2011,4,23,03:00,8.4,-1
2603,Lahti Laune,2011,4,24,03:00,10.7,-1
2604,Lahti Laune,2011,4,25,03:00,12.4,-1
2605,Lahti Laune,2011,4,26,03:00,12.9,-1
2606,Lahti Laune,2011,4,27,03:00,10.0,-1
2607,Lahti Laune,2011,4,28,03:00,7.4,-1
2608,Lahti Laune,2011,4,29,03:00,7.9,-1
2609,Lahti Laune,2011,4,30,03:00,7.7,-1
2610,Lahti Laune,2011,5,1,03:00,4.0,-1
2611,Lahti Laune,2011,5,2,03:00,4.0,-1
2612,Lahti Laune,2011,5,3,03:00,4.4,-1
2613,Lahti Laune,2011,5,4,03:00,5.9,-1
2614,Lahti Laune,2011,5,5,03:00,8.3,-1
2615,Lahti Laune,2011,5,6,03:00,8.1,-1
2616,Lahti Laune,2011,5,7,03:00,8.6,-1
2617,Lahti Laune,2011,5,8,03:00,11.2,-1
2618,Lahti Laune,2011,5,9,03:00,13.9,-1
2619,Lahti Laune,2011,5,10,03:00,15.3,-1
2620,Lahti Laune,2011,5,11,03:00,15.6,-1
2621,Lahti Laune,2011,5,12,03:00,14.9,-1
2622,Lahti Laune,2011,5,13,03:00,11.3,-1
2623,Lahti Laune,2011,5,14,03:00,10.6,-1
2624,Lahti Laune,2011,5,15,03:00,11.3,-1
2625,Lahti Laune,2011,5,16,03:00,9.0,-1
2626,Lahti Laune,2011,5,17,03:00,9.6,-1
2627,Lahti Laune,2011,5,18,03:00,10.2,-1
2628,Lahti Laune,2011,5,19,03:00,8.8,-1
2629,Lahti Laune,2011,5,20,03:00,13.2,-1
2630,Lahti Laune,2011,5,21,03:00,11.9,-1
2631,Lahti Laune,2011,5,22,03:00,13.6,-1
2632,Lahti Laune,2011,5,23,03:00,10.9,-1
2633,Lahti Laune,2011,5,24,03:00,12.4,-1
2634,Lahti Laune,2011,5,25,03:00,9.7,-1
2635,Lahti Laune,2011,5,26,03:00,9.8,-1
2636,Lahti Laune,2011,5,27,03:00,9.0,-1
2637,Lahti Laune,2011,5,28,03:00,11.4,-1
2638,Lahti Laune,2011,5,29,03:00,10.4,-1
2639,Lahti Laune,2011,5,30,03:00,11.0,-1
2640,Lahti Laune,2011,5,31,03:00,15.6,-1
2641,Lahti Laune,2011,6,1,03:00,22.2,-1
2642,Lahti Laune,2011,6,2,03:00,16.6,-1
2643,Lahti Laune,2011,6,3,03:00,15.3,-1
2644,Lahti Laune,2011,6,4,03:00,17.7,-1
2645,Lahti Laune,2011,6,5,03:00,14.4,-1
2646,Lahti Laune,2011,6,6,03:00,16.3,-1
2647,Lahti Laune,2011,6,7,03:00,21.3,-1
2648,Lahti Laune,2011,6,8,03:00,20.2,-1
2649,Lahti Laune,2011,6,9,03:00,19.9,-1
2650,Lahti Laune,2011,6,10,03:00,23.4,-1
2651,Lahti Laune,2011,6,11,03:00,23.3,-1
2652,Lahti Laune,2011,6,12,03:00,20.3,-1
2653,Lahti Laune,2011,6,13,03:00,10.9,-1
2654,Lahti Laune,2011,6,14,03:00,11.5,-1
2655,Lahti Laune,2011,6,15,03:00,12.5,-1
2656,Lahti Laune,2011,6,16,03:00,15.4,-1
2657,Lahti Laune,2011,6,17,03:00,15.5,-1
2658,Lahti Laune,2011,6,18,03:00,13.8,-1
2659,Lahti Laune,2011,6,19,03:00,14.0,-1
2660,Lahti Laune,2011,6,20,03:00,14.5,-1
2661,Lahti Laune,2011,6,21,03:00,13.2,-1
2662,Lahti Laune,2011,6,22,03:00,15.4,-1
2663,Lahti Laune,2011,6,23,03:00,13.6,-1
2664,Lahti Laune,2011,6,24,03:00,14.7,-1
2665,Lahti Laune,2011,6,25,03:00,12.9,-1
2666,Lahti Laune,2011,6,26,03:00,15.3,-1
2667,Lahti Laune,2011,6,27,03:00,18.7,-1
2668,Lahti Laune,2011,6,28,03:00,19.9,-1
2669,Lahti Laune,2011,6,29,03:00,20.4,-1
2670,Lahti Laune,2011,6,30,03:00,19.3,-1
2671,Lahti Laune,2011,7,1,03:00,24.3,-1
2672,Lahti Laune,2011,7,2,03:00,25.3,-1
2673,Lahti Laune,2011,7,3,03:00,20.4,-1
2674,Lahti Laune,2011,7,4,03:00,15.7,-1
2675,Lahti Laune,2011,7,5,03:00,15.8,-1
2676,Lahti Laune,2011,7,6,03:00,20.7,-1
2677,Lahti Laune,2011,7,7,03:00,21.3,-1
2678,Lahti Laune,2011,7,8,03:00,21.9,-1
2679,Lahti Laune,2011,7,9,03:00,21.6,-1
2680,Lahti Laune,2011,7,10,03:00,21.8,-1
2681,Lahti Laune,2011,7,11,03:00,21.6,-1
2682,Lahti Laune,2011,7,12,03:00,17.5,-1
2683,Lahti Laune,2011,7,13,03:00,16.0,-1
2684,Lahti Laune,2011,7,14,03:00,16.7,-1
2685,Lahti Laune,2011,7,15,03:00,15.6,-1
2686,Lahti Laune,2011,7,16,03:00,16.1,-1
2687,Lahti Laune,2011,7,17,03:00,16.6,-1
2688,Lahti Laune,2011,7,18,03:00,18.9,-1
2689,Lahti Laune,2011,7,19,03:00,19.4,-1
2690,Lahti Laune,2011,7,20,03:00,19.9,-1
2691,Lahti Laune,2011,7,21,03:00,24.4,-1
2692,Lahti Laune,2011,7,22,03:00,24.8,-1
