"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]","Average temperature [°C]"
"Enontekiö Kilpisjärvi","2013","5","6","03:00","51","3.6"
"Enontekiö Kilpisjärvi","2013","5","7","03:00","48","3.4"
"Enontekiö Kilpisjärvi","2013","5","8","03:00","42","0"
"Enontekiö Kilpisjärvi","2013","5","9","03:00","42","-1.6"
"Enontekiö Kilpisjärvi","2013","5","10","03:00","41","2.8"
"Enontekiö Kilpisjärvi","2013","5","11","03:00","41","3"
"Enontekiö Kilpisjärvi","2013","5","12","03:00","35","3.3"
"Enontekiö Kilpisjärvi","2013","5","13","03:00","30","1.5"
"Enontekiö Kilpisjärvi","2013","5","14","03:00","29","2.6"
"Enontekiö Kilpisjärvi","2013","5","15","03:00","26","2.8"
"Enontekiö Kilpisjärvi","2013","5","16","03:00","23","5.9"
"Enontekiö Kilpisjärvi","2013","5","17","03:00","20","7.4"
"Enontekiö Kilpisjärvi","2013","5","18","03:00","10","6.5"
"Enontekiö Kilpisjärvi","2013","5","19","03:00","0","3.9"
"Enontekiö Kilpisjärvi","2013","5","20","03:00","0","3.8"
"Enontekiö Kilpisjärvi","2013","5","21","03:00","0","8.2"
"Enontekiö Kilpisjärvi","2013","5","22","03:00","0","9.7"
"Enontekiö Kilpisjärvi","2013","5","23","03:00","0","10.1"
"Enontekiö Kilpisjärvi","2013","5","24","03:00","0","9.6"
"Enontekiö Kilpisjärvi","2013","5","25","03:00","0","5.9"
"Enontekiö Kilpisjärvi","2013","5","26","03:00","0","5.8"
"Enontekiö Kilpisjärvi","2013","5","27","03:00","0","13.2"
"Enontekiö Kilpisjärvi","2013","5","28","03:00","0","13.9"
"Enontekiö Kilpisjärvi","2013","5","29","03:00","0","14.4"
"Enontekiö Kilpisjärvi","2013","5","30","03:00","0","15.7"
"Enontekiö Kilpisjärvi","2013","5","31","03:00","-1","16.8"
"Enontekiö Kilpisjärvi","2013","6","1","03:00","-1","14"
"Enontekiö Kilpisjärvi","2013","6","2","03:00","-1","11.2"
"Enontekiö Kilpisjärvi","2013","6","3","03:00","0","10.4"
"Enontekiö Kilpisjärvi","2013","6","4","03:00","-1","7.1"
"Enontekiö Kilpisjärvi","2013","6","5","03:00","-1","10"
"Enontekiö Kilpisjärvi","2013","6","6","03:00","-1","15.3"
"Enontekiö Kilpisjärvi","2013","6","7","03:00","-1","14.7"
"Enontekiö Kilpisjärvi","2013","6","8","03:00","-1","12.1"
"Enontekiö Kilpisjärvi","2013","6","9","03:00","-1","10.6"
"Enontekiö Kilpisjärvi","2013","6","10","03:00","-1","6.1"
"Enontekiö Kilpisjärvi","2013","6","11","03:00","-1","4.3"
"Enontekiö Kilpisjärvi","2013","6","12","03:00","-1","4.9"
"Enontekiö Kilpisjärvi","2013","6","13","03:00","-1","8.8"
"Enontekiö Kilpisjärvi","2013","6","14","03:00","-1","10.3"
"Enontekiö Kilpisjärvi","2013","6","15","03:00","-1","7.2"
"Enontekiö Kilpisjärvi","2013","6","16","03:00","-1","6.2"
"Enontekiö Kilpisjärvi","2013","6","17","03:00","-1","5.6"
"Enontekiö Kilpisjärvi","2013","6","18","03:00","-1","6.3"
"Enontekiö Kilpisjärvi","2013","6","19","03:00","-1","10"
"Enontekiö Kilpisjärvi","2013","6","20","03:00","-1","10.5"
"Enontekiö Kilpisjärvi","2013","6","21","03:00","-1","12.1"
"Enontekiö Kilpisjärvi","2013","6","22","03:00","-1","12.6"
"Enontekiö Kilpisjärvi","2013","6","23","03:00","-1","13.2"
"Enontekiö Kilpisjärvi","2013","6","24","03:00","-1","14.7"
"Enontekiö Kilpisjärvi","2013","6","25","03:00","-1","15.8"
"Enontekiö Kilpisjärvi","2013","6","26","03:00","-1","10.8"
"Enontekiö Kilpisjärvi","2013","6","27","03:00","-1","10.8"
"Enontekiö Kilpisjärvi","2013","6","28","03:00","-1","12.2"
"Enontekiö Kilpisjärvi","2013","6","29","03:00","-1","15.4"
"Enontekiö Kilpisjärvi","2013","6","30","03:00","-1","13"
"Enontekiö Kilpisjärvi","2013","7","1","03:00","-1","14.3"
"Enontekiö Kilpisjärvi","2013","7","2","03:00","-1","13.8"
"Enontekiö Kilpisjärvi","2013","7","3","03:00","-1","12.2"
"Enontekiö Kilpisjärvi","2013","7","4","03:00","-1","14.5"
"Enontekiö Kilpisjärvi","2013","7","5","03:00","-1","14.1"
"Enontekiö Kilpisjärvi","2013","7","6","03:00","-1","12.7"
"Enontekiö Kilpisjärvi","2013","7","7","03:00","-1","13.1"
"Enontekiö Kilpisjärvi","2013","7","8","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2013","7","9","03:00","-1","7.4"
"Enontekiö Kilpisjärvi","2013","7","10","03:00","-1","7.9"
"Enontekiö Kilpisjärvi","2013","7","11","03:00","-1","8.3"
"Enontekiö Kilpisjärvi","2013","7","12","03:00","-1","9.8"
"Enontekiö Kilpisjärvi","2013","7","13","03:00","-1","11.5"
"Enontekiö Kilpisjärvi","2013","7","14","03:00","-1","8.5"
"Enontekiö Kilpisjärvi","2013","7","15","03:00","-1","9.8"
"Enontekiö Kilpisjärvi","2013","7","16","03:00","-1","9.5"
"Enontekiö Kilpisjärvi","2013","7","17","03:00","-1","9.7"
"Enontekiö Kilpisjärvi","2013","7","18","03:00","-1","8.6"
"Enontekiö Kilpisjärvi","2013","7","19","03:00","-1","7.9"
"Enontekiö Kilpisjärvi","2013","7","20","03:00","-1","9.6"
"Enontekiö Kilpisjärvi","2013","7","21","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2013","7","22","03:00","-1","8.8"
"Enontekiö Kilpisjärvi","2013","7","23","03:00","-1","12.3"
"Enontekiö Kilpisjärvi","2013","7","24","03:00","-1","15.3"
"Enontekiö Kilpisjärvi","2013","7","25","03:00","-1","14.7"
"Enontekiö Kilpisjärvi","2013","7","26","03:00","-1","10.6"
"Enontekiö Kilpisjärvi","2013","7","27","03:00","-1","15.2"
"Enontekiö Kilpisjärvi","2013","7","28","03:00","-1","16"
"Enontekiö Kilpisjärvi","2013","7","29","03:00","-1","15.4"
"Enontekiö Kilpisjärvi","2013","7","30","03:00","-1","16.2"
"Enontekiö Kilpisjärvi","2013","7","31","03:00","-1","15.2"
"Enontekiö Kilpisjärvi","2013","8","1","03:00","-1","15.7"
"Enontekiö Kilpisjärvi","2013","8","2","03:00","-1","11.8"
"Enontekiö Kilpisjärvi","2013","8","3","03:00","-1","16.7"
"Enontekiö Kilpisjärvi","2013","8","4","03:00","-1","16.8"
"Enontekiö Kilpisjärvi","2013","8","5","03:00","-1","13.2"
"Enontekiö Kilpisjärvi","2013","8","6","03:00","-1","14.4"
"Enontekiö Kilpisjärvi","2013","8","7","03:00","-1","14.6"
"Enontekiö Kilpisjärvi","2013","8","8","03:00","-1","10.8"
"Enontekiö Kilpisjärvi","2013","8","9","03:00","-1","8.9"
"Enontekiö Kilpisjärvi","2013","8","10","03:00","-1","9.5"
"Enontekiö Kilpisjärvi","2013","8","11","03:00","-1","10.9"
"Enontekiö Kilpisjärvi","2013","8","12","03:00","-1","11.4"
"Enontekiö Kilpisjärvi","2013","8","13","03:00","-1","10.2"
"Enontekiö Kilpisjärvi","2013","8","14","03:00","-1","10.1"
"Enontekiö Kilpisjärvi","2013","8","15","03:00","-1","8.5"
"Enontekiö Kilpisjärvi","2013","8","16","03:00","-1","10.4"
"Enontekiö Kilpisjärvi","2013","8","17","03:00","-1","10.8"
"Enontekiö Kilpisjärvi","2013","8","18","03:00","-1","12.8"
"Enontekiö Kilpisjärvi","2013","8","19","03:00","-1","13"
"Enontekiö Kilpisjärvi","2013","8","20","03:00","-1","9.9"
"Enontekiö Kilpisjärvi","2013","8","21","03:00","-1","9.5"
"Enontekiö Kilpisjärvi","2013","8","22","03:00","-1","7.4"
"Enontekiö Kilpisjärvi","2013","8","23","03:00","-1","9.6"
"Enontekiö Kilpisjärvi","2013","8","24","03:00","-1","11.9"
"Enontekiö Kilpisjärvi","2013","8","25","03:00","-1","13.7"
"Enontekiö Kilpisjärvi","2013","8","26","03:00","-1","12.4"
"Enontekiö Kilpisjärvi","2013","8","27","03:00","-1","12.5"
"Enontekiö Kilpisjärvi","2013","8","28","03:00","-1","10.4"
"Enontekiö Kilpisjärvi","2013","8","29","03:00","-1","7.5"
"Enontekiö Kilpisjärvi","2013","8","30","03:00","-1","7.1"
"Enontekiö Kilpisjärvi","2013","8","31","03:00","-1","7.9"
"Enontekiö Kilpisjärvi","2013","9","1","03:00","-1","9.3"
"Enontekiö Kilpisjärvi","2013","9","2","03:00","-1","10.6"
"Enontekiö Kilpisjärvi","2013","9","3","03:00","-1","10.4"
"Enontekiö Kilpisjärvi","2013","9","4","03:00","-1","9.6"
"Enontekiö Kilpisjärvi","2013","9","5","03:00","-1","13.3"
"Enontekiö Kilpisjärvi","2013","9","6","03:00","-1","13.8"
"Enontekiö Kilpisjärvi","2013","9","7","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2013","9","8","03:00","-1","9.5"
"Enontekiö Kilpisjärvi","2013","9","9","03:00","-1","9.3"
"Enontekiö Kilpisjärvi","2013","9","10","03:00","-1","12.9"
"Enontekiö Kilpisjärvi","2013","9","11","03:00","-1","8.5"
"Enontekiö Kilpisjärvi","2013","9","12","03:00","-1","8.6"
"Enontekiö Kilpisjärvi","2013","9","13","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2013","9","14","03:00","-1","10"
"Enontekiö Kilpisjärvi","2013","9","15","03:00","-1","11.3"
"Enontekiö Kilpisjärvi","2013","9","16","03:00","-1","10"
"Enontekiö Kilpisjärvi","2013","9","17","03:00","-1","9.2"
"Enontekiö Kilpisjärvi","2013","9","18","03:00","-1","10.2"
"Enontekiö Kilpisjärvi","2013","9","19","03:00","-1","10.4"
"Enontekiö Kilpisjärvi","2013","9","20","03:00","-1","9.4"
"Enontekiö Kilpisjärvi","2013","9","21","03:00","-1","8"
"Enontekiö Kilpisjärvi","2013","9","22","03:00","-1","5.6"
"Enontekiö Kilpisjärvi","2013","9","23","03:00","-1","4.1"
"Enontekiö Kilpisjärvi","2013","9","24","03:00","-1","2.5"
"Enontekiö Kilpisjärvi","2013","9","25","03:00","-1","2.1"
"Enontekiö Kilpisjärvi","2013","9","26","03:00","-1","2.4"
"Enontekiö Kilpisjärvi","2013","9","27","03:00","-1","3.5"
"Enontekiö Kilpisjärvi","2013","9","28","03:00","-1","3.4"
"Enontekiö Kilpisjärvi","2013","9","29","03:00","-1","2.1"
"Enontekiö Kilpisjärvi","2013","9","30","03:00","-1","1.1"
"Enontekiö Kilpisjärvi","2013","10","1","03:00","-1","3.3"
"Enontekiö Kilpisjärvi","2013","10","2","03:00","-1","7.2"
"Enontekiö Kilpisjärvi","2013","10","3","03:00","-1","7.8"
"Enontekiö Kilpisjärvi","2013","10","4","03:00","-1","6.8"
"Enontekiö Kilpisjärvi","2013","10","5","03:00","-1","5.4"
"Enontekiö Kilpisjärvi","2013","10","6","03:00","-1","4.6"
"Enontekiö Kilpisjärvi","2013","10","7","03:00","-1","3.7"
"Enontekiö Kilpisjärvi","2013","10","8","03:00","-1","2.3"
"Enontekiö Kilpisjärvi","2013","10","9","03:00","-1","1.5"
"Enontekiö Kilpisjärvi","2013","10","10","03:00","-1","1.5"
"Enontekiö Kilpisjärvi","2013","10","11","03:00","-1","2.1"
"Enontekiö Kilpisjärvi","2013","10","12","03:00","-1","5.3"
"Enontekiö Kilpisjärvi","2013","10","13","03:00","0","-0.4"
"Enontekiö Kilpisjärvi","2013","10","14","03:00","-1","1.5"
"Enontekiö Kilpisjärvi","2013","10","15","03:00","4","-2.6"
"Enontekiö Kilpisjärvi","2013","10","16","03:00","17","-5.6"
"Enontekiö Kilpisjärvi","2013","10","17","03:00","15","-8.6"
"Enontekiö Kilpisjärvi","2013","10","18","03:00","12","-8.4"
"Enontekiö Kilpisjärvi","2013","10","19","03:00","12","-7.9"
"Enontekiö Kilpisjärvi","2013","10","20","03:00","24","-3.9"
"Enontekiö Kilpisjärvi","2013","10","21","03:00","27","-4"
"Enontekiö Kilpisjärvi","2013","10","22","03:00","23","-6.7"
"Enontekiö Kilpisjärvi","2013","10","23","03:00","20","-2.3"
"Enontekiö Kilpisjärvi","2013","10","24","03:00","17","-2.8"
"Enontekiö Kilpisjärvi","2013","10","25","03:00","16","-2.7"
"Enontekiö Kilpisjärvi","2013","10","26","03:00","16","-5.6"
"Enontekiö Kilpisjärvi","2013","10","27","03:00","24","-4.9"
"Enontekiö Kilpisjärvi","2013","10","28","02:00","22","-1.7"
"Enontekiö Kilpisjärvi","2013","10","29","02:00","21","1.3"
"Enontekiö Kilpisjärvi","2013","10","30","02:00","20","0.1"
"Enontekiö Kilpisjärvi","2013","10","31","02:00","19","-3.9"
"Enontekiö Kilpisjärvi","2013","11","1","02:00","19","-9.2"
"Enontekiö Kilpisjärvi","2013","11","2","02:00","19","-5.3"
"Enontekiö Kilpisjärvi","2013","11","3","02:00","19","-6.1"
"Enontekiö Kilpisjärvi","2013","11","4","02:00","19","-1.8"
"Enontekiö Kilpisjärvi","2013","11","5","02:00","20","-5.3"
"Enontekiö Kilpisjärvi","2013","11","6","02:00","29","-5.5"
"Enontekiö Kilpisjärvi","2013","11","7","02:00","30","-4.3"
"Enontekiö Kilpisjärvi","2013","11","8","02:00","30","-3.5"
"Enontekiö Kilpisjärvi","2013","11","9","02:00","28","-5.4"
"Enontekiö Kilpisjärvi","2013","11","10","02:00","27","-10.3"
"Enontekiö Kilpisjärvi","2013","11","11","02:00","28","-4.2"
"Enontekiö Kilpisjärvi","2013","11","12","02:00","26","-4.4"
"Enontekiö Kilpisjärvi","2013","11","13","02:00","26","-2.1"
"Enontekiö Kilpisjärvi","2013","11","14","02:00","26","-7.8"
"Enontekiö Kilpisjärvi","2013","11","15","02:00","26","-3.5"
"Enontekiö Kilpisjärvi","2013","11","16","02:00","33","-3.5"
"Enontekiö Kilpisjärvi","2013","11","17","02:00","32","-5.4"
"Enontekiö Kilpisjärvi","2013","11","18","02:00","37","-3.4"
"Enontekiö Kilpisjärvi","2013","11","19","02:00","38","-8"
"Enontekiö Kilpisjärvi","2013","11","20","02:00","38","-9.3"
"Enontekiö Kilpisjärvi","2013","11","21","02:00","38","-10.1"
"Enontekiö Kilpisjärvi","2013","11","22","02:00","37","-8.4"
"Enontekiö Kilpisjärvi","2013","11","23","02:00","37","-6.9"
"Enontekiö Kilpisjärvi","2013","11","24","02:00","37","-4.9"
"Enontekiö Kilpisjärvi","2013","11","25","02:00","59","-5"
"Enontekiö Kilpisjärvi","2013","11","26","02:00","72","-7.3"
"Enontekiö Kilpisjärvi","2013","11","27","02:00","74","-2.9"
"Enontekiö Kilpisjärvi","2013","11","28","02:00","80","-4.4"
"Enontekiö Kilpisjärvi","2013","11","29","02:00","77","-9.6"
"Enontekiö Kilpisjärvi","2013","11","30","02:00","78","-11.3"
"Enontekiö Kilpisjärvi","2013","12","1","02:00","78","-18.9"
"Enontekiö Kilpisjärvi","2013","12","2","02:00","78","-7.5"
"Enontekiö Kilpisjärvi","2013","12","3","02:00","69","-3.3"
"Enontekiö Kilpisjärvi","2013","12","4","02:00","117","-9.8"
"Enontekiö Kilpisjärvi","2013","12","5","02:00","109","-10.6"
"Enontekiö Kilpisjärvi","2013","12","6","02:00","109","-17.1"
"Enontekiö Kilpisjärvi","2013","12","7","02:00","100","-31.4"
"Enontekiö Kilpisjärvi","2013","12","8","02:00","98","-34.6"
"Enontekiö Kilpisjärvi","2013","12","9","02:00","98","-35.4"
"Enontekiö Kilpisjärvi","2013","12","10","02:00","96","-11.2"
"Enontekiö Kilpisjärvi","2013","12","11","02:00","98","1.6"
"Enontekiö Kilpisjärvi","2013","12","12","02:00","96","-3.7"
"Enontekiö Kilpisjärvi","2013","12","13","02:00","95","-6.5"
"Enontekiö Kilpisjärvi","2013","12","14","02:00","94","-14.7"
"Enontekiö Kilpisjärvi","2013","12","15","02:00","94","-5.4"
"Enontekiö Kilpisjärvi","2013","12","16","02:00","93","-4.1"
"Enontekiö Kilpisjärvi","2013","12","17","02:00","90","-6.8"
"Enontekiö Kilpisjärvi","2013","12","18","02:00","90","-8.6"
"Enontekiö Kilpisjärvi","2013","12","19","02:00","90","-7.4"
"Enontekiö Kilpisjärvi","2013","12","20","02:00","92","-3.2"
"Enontekiö Kilpisjärvi","2013","12","21","02:00","96","-9.4"
"Enontekiö Kilpisjärvi","2013","12","22","02:00","98","-9"
"Enontekiö Kilpisjärvi","2013","12","23","02:00","97","-11.5"
"Enontekiö Kilpisjärvi","2013","12","24","02:00","96","-10.1"
"Enontekiö Kilpisjärvi","2013","12","25","02:00","94","-2.4"
"Enontekiö Kilpisjärvi","2013","12","26","02:00","98","-0.7"
"Enontekiö Kilpisjärvi","2013","12","27","02:00","101","-2.2"
"Enontekiö Kilpisjärvi","2013","12","28","02:00","103","-3.8"
"Enontekiö Kilpisjärvi","2013","12","29","02:00","105","-6.6"
"Enontekiö Kilpisjärvi","2013","12","30","02:00","103","-6.5"
"Enontekiö Kilpisjärvi","2013","12","31","02:00","106","-3.2"
"Enontekiö Kilpisjärvi","2014","1","1","02:00","102","-6.8"
"Enontekiö Kilpisjärvi","2014","1","2","02:00","98","-3.5"
"Enontekiö Kilpisjärvi","2014","1","3","02:00","96","-0.4"
"Enontekiö Kilpisjärvi","2014","1","4","02:00","96","-1.1"
"Enontekiö Kilpisjärvi","2014","1","5","02:00","95","-6"
"Enontekiö Kilpisjärvi","2014","1","6","02:00","95","-9.5"
"Enontekiö Kilpisjärvi","2014","1","7","02:00","93","-3.7"
"Enontekiö Kilpisjärvi","2014","1","8","02:00","95","-4.5"
"Enontekiö Kilpisjärvi","2014","1","9","02:00","95","-11.4"
"Enontekiö Kilpisjärvi","2014","1","10","02:00","95","-18.8"
"Enontekiö Kilpisjärvi","2014","1","11","02:00","95","-23.2"
"Enontekiö Kilpisjärvi","2014","1","12","02:00","95","-21.4"
"Enontekiö Kilpisjärvi","2014","1","13","02:00","96","-13.5"
"Enontekiö Kilpisjärvi","2014","1","14","02:00","96","-20.2"
"Enontekiö Kilpisjärvi","2014","1","15","02:00","96","-13.2"
"Enontekiö Kilpisjärvi","2014","1","16","02:00","97","-23.9"
"Enontekiö Kilpisjärvi","2014","1","17","02:00","97","-22.4"
"Enontekiö Kilpisjärvi","2014","1","18","02:00","97","-26.9"
"Enontekiö Kilpisjärvi","2014","1","19","02:00","97","-33.3"
"Enontekiö Kilpisjärvi","2014","1","20","02:00","97","-31.9"
"Enontekiö Kilpisjärvi","2014","1","21","02:00","97","-26.7"
"Enontekiö Kilpisjärvi","2014","1","22","02:00","97","-24.1"
"Enontekiö Kilpisjärvi","2014","1","23","02:00","96","-26.5"
"Enontekiö Kilpisjärvi","2014","1","24","02:00","96","-26.2"
"Enontekiö Kilpisjärvi","2014","1","25","02:00","96","-26.1"
"Enontekiö Kilpisjärvi","2014","1","26","02:00","96","-21.5"
"Enontekiö Kilpisjärvi","2014","1","27","02:00","96","-17.3"
"Enontekiö Kilpisjärvi","2014","1","28","02:00","96","-14.7"
"Enontekiö Kilpisjärvi","2014","1","29","02:00","96","-17.5"
"Enontekiö Kilpisjärvi","2014","1","30","02:00","96","-20.4"
"Enontekiö Kilpisjärvi","2014","1","31","02:00","96","-15.3"
"Enontekiö Kilpisjärvi","2014","2","1","02:00","96","-15.7"
"Enontekiö Kilpisjärvi","2014","2","2","02:00","96","-11"
"Enontekiö Kilpisjärvi","2014","2","3","02:00","95","-5.7"
"Enontekiö Kilpisjärvi","2014","2","4","02:00","97","-1.4"
"Enontekiö Kilpisjärvi","2014","2","5","02:00","96","-8.2"
"Enontekiö Kilpisjärvi","2014","2","6","02:00","96","-5.6"
"Enontekiö Kilpisjärvi","2014","2","7","02:00","96","-5.8"
"Enontekiö Kilpisjärvi","2014","2","8","02:00","96","-5.8"
"Enontekiö Kilpisjärvi","2014","2","9","02:00","97","-2.2"
"Enontekiö Kilpisjärvi","2014","2","10","02:00","97","-0.9"
"Enontekiö Kilpisjärvi","2014","2","11","02:00","97","-1"
"Enontekiö Kilpisjärvi","2014","2","12","02:00","97","-2.7"
"Enontekiö Kilpisjärvi","2014","2","13","02:00","97","-3.8"
"Enontekiö Kilpisjärvi","2014","2","14","02:00","97","-3.3"
"Enontekiö Kilpisjärvi","2014","2","15","02:00","96","-2"
"Enontekiö Kilpisjärvi","2014","2","16","02:00","96","-4.2"
"Enontekiö Kilpisjärvi","2014","2","17","02:00","99","-1.8"
"Enontekiö Kilpisjärvi","2014","2","18","02:00","101","-4.6"
"Enontekiö Kilpisjärvi","2014","2","19","02:00","107","-6.1"
"Enontekiö Kilpisjärvi","2014","2","20","02:00","110","-12.1"
"Enontekiö Kilpisjärvi","2014","2","21","02:00","100","-16.7"
"Enontekiö Kilpisjärvi","2014","2","22","02:00","110","-7.3"
"Enontekiö Kilpisjärvi","2014","2","23","02:00","108","-5.8"
"Enontekiö Kilpisjärvi","2014","2","24","02:00","110","1.6"
"Enontekiö Kilpisjärvi","2014","2","25","02:00","105","2"
"Enontekiö Kilpisjärvi","2014","2","26","02:00","104","-4.6"
"Enontekiö Kilpisjärvi","2014","2","27","02:00","104","-1.7"
"Enontekiö Kilpisjärvi","2014","2","28","02:00","104","-4.8"
"Enontekiö Kilpisjärvi","2014","3","1","02:00","103","-5.6"
"Enontekiö Kilpisjärvi","2014","3","2","02:00","105","-2.7"
"Enontekiö Kilpisjärvi","2014","3","3","02:00","105","-7.1"
"Enontekiö Kilpisjärvi","2014","3","4","02:00","105","-12.5"
"Enontekiö Kilpisjärvi","2014","3","5","02:00","105","-2.4"
"Enontekiö Kilpisjärvi","2014","3","6","02:00","104","-0.4"
"Enontekiö Kilpisjärvi","2014","3","7","02:00","104","-0.6"
"Enontekiö Kilpisjärvi","2014","3","8","02:00","105","-0.8"
"Enontekiö Kilpisjärvi","2014","3","9","02:00","131","-1.6"
"Enontekiö Kilpisjärvi","2014","3","10","02:00","134","0.5"
"Enontekiö Kilpisjärvi","2014","3","11","02:00","132","-2"
"Enontekiö Kilpisjärvi","2014","3","12","02:00","139","-0.8"
"Enontekiö Kilpisjärvi","2014","3","13","02:00","138","-3.5"
"Enontekiö Kilpisjärvi","2014","3","14","02:00","147","-2.4"
"Enontekiö Kilpisjärvi","2014","3","15","02:00","155","-7.8"
"Enontekiö Kilpisjärvi","2014","3","16","02:00","151","-18"
"Enontekiö Kilpisjärvi","2014","3","17","02:00","151","-26.2"
"Enontekiö Kilpisjärvi","2014","3","18","02:00","151","-26.3"
"Enontekiö Kilpisjärvi","2014","3","19","02:00","151","-23.7"
"Enontekiö Kilpisjärvi","2014","3","20","02:00","151","-21.4"
"Enontekiö Kilpisjärvi","2014","3","21","02:00","151","-10.5"
"Enontekiö Kilpisjärvi","2014","3","22","02:00","152","-9.7"
"Enontekiö Kilpisjärvi","2014","3","23","02:00","154","-6.5"
"Enontekiö Kilpisjärvi","2014","3","24","02:00","154","-5.1"
"Enontekiö Kilpisjärvi","2014","3","25","02:00","156","-5.3"
"Enontekiö Kilpisjärvi","2014","3","26","02:00","154","-5"
"Enontekiö Kilpisjärvi","2014","3","27","02:00","148","-0.3"
"Enontekiö Kilpisjärvi","2014","3","28","02:00","146","1.8"
"Enontekiö Kilpisjärvi","2014","3","29","02:00","145","-2.9"
"Enontekiö Kilpisjärvi","2014","3","30","02:00","145","-6.3"
"Enontekiö Kilpisjärvi","2014","3","31","03:00","145","-7.3"
"Enontekiö Kilpisjärvi","2014","4","1","03:00","145","-5.6"
"Enontekiö Kilpisjärvi","2014","4","2","03:00","149","-4.3"
"Enontekiö Kilpisjärvi","2014","4","3","03:00","151","-7.5"
"Enontekiö Kilpisjärvi","2014","4","4","03:00","153","-3.7"
"Enontekiö Kilpisjärvi","2014","4","5","03:00","158","-4.7"
"Enontekiö Kilpisjärvi","2014","4","6","03:00","158","-8.1"
"Enontekiö Kilpisjärvi","2014","4","7","03:00","156","-9.9"
"Enontekiö Kilpisjärvi","2014","4","8","03:00","154","-10.7"
"Enontekiö Kilpisjärvi","2014","4","9","03:00","153","-3.8"
"Enontekiö Kilpisjärvi","2014","4","10","03:00","153","-2.1"
"Enontekiö Kilpisjärvi","2014","4","11","03:00","152","0"
"Enontekiö Kilpisjärvi","2014","4","12","03:00","150","0.6"
"Enontekiö Kilpisjärvi","2014","4","13","03:00","149","1.3"
"Enontekiö Kilpisjärvi","2014","4","14","03:00","146","-1"
"Enontekiö Kilpisjärvi","2014","4","15","03:00","146","-3.8"
"Enontekiö Kilpisjärvi","2014","4","16","03:00","147","-4.3"
"Enontekiö Kilpisjärvi","2014","4","17","03:00","148","1.3"
"Enontekiö Kilpisjärvi","2014","4","18","03:00","145","-1.5"
"Enontekiö Kilpisjärvi","2014","4","19","03:00","143","2.5"
"Enontekiö Kilpisjärvi","2014","4","20","03:00","145","-0.7"
"Enontekiö Kilpisjärvi","2014","4","21","03:00","143","1.6"
"Enontekiö Kilpisjärvi","2014","4","22","03:00","146","-3.5"
"Enontekiö Kilpisjärvi","2014","4","23","03:00","146","-2.2"
"Enontekiö Kilpisjärvi","2014","4","24","03:00","145","2"
"Enontekiö Kilpisjärvi","2014","4","25","03:00","142","1.5"
"Enontekiö Kilpisjärvi","2014","4","26","03:00","136","2.9"
"Enontekiö Kilpisjärvi","2014","4","27","03:00","132","1.5"
"Enontekiö Kilpisjärvi","2014","4","28","03:00","131","-0.3"
"Enontekiö Kilpisjärvi","2014","4","29","03:00","133","-2.4"
"Enontekiö Kilpisjärvi","2014","4","30","03:00","133","-5.4"
"Enontekiö Kilpisjärvi","2014","5","1","03:00","130","-3.3"
"Enontekiö Kilpisjärvi","2014","5","2","03:00","130","-3.7"
"Enontekiö Kilpisjärvi","2014","5","3","03:00","130","-2.8"
"Enontekiö Kilpisjärvi","2014","5","4","03:00","128","-4.9"
"Enontekiö Kilpisjärvi","2014","5","5","03:00","128","-4.3"
"Enontekiö Kilpisjärvi","2014","5","6","03:00","128","-6.2"
"Enontekiö Kilpisjärvi","2014","5","7","03:00","128","-3.9"
"Enontekiö Kilpisjärvi","2014","5","8","03:00","124","-2.2"
"Enontekiö Kilpisjärvi","2014","5","9","03:00","124","-0.3"
"Enontekiö Kilpisjärvi","2014","5","10","03:00","123","-0.1"
"Enontekiö Kilpisjärvi","2014","5","11","03:00","123","1"
"Enontekiö Kilpisjärvi","2014","5","12","03:00","122","0.2"
"Enontekiö Kilpisjärvi","2014","5","13","03:00","121","-1"
"Enontekiö Kilpisjärvi","2014","5","14","03:00","121","-2.7"
"Enontekiö Kilpisjärvi","2014","5","15","03:00","121","-1.5"
"Enontekiö Kilpisjärvi","2014","5","16","03:00","114","0.7"
"Enontekiö Kilpisjärvi","2014","5","17","03:00","120","3.8"
"Enontekiö Kilpisjärvi","2014","5","18","03:00","119","4.9"
"Enontekiö Kilpisjärvi","2014","5","19","03:00","108","7.3"
"Enontekiö Kilpisjärvi","2014","5","20","03:00","102","5.7"
"Enontekiö Kilpisjärvi","2014","5","21","03:00","100","4.1"
"Enontekiö Kilpisjärvi","2014","5","22","03:00","92","2.2"
"Enontekiö Kilpisjärvi","2014","5","23","03:00","88","2.6"
"Enontekiö Kilpisjärvi","2014","5","24","03:00","84","3.9"
"Enontekiö Kilpisjärvi","2014","5","25","03:00","78","1.4"
"Enontekiö Kilpisjärvi","2014","5","26","03:00","76","0.7"
"Enontekiö Kilpisjärvi","2014","5","27","03:00","72","2.7"
"Enontekiö Kilpisjärvi","2014","5","28","03:00","70","4.8"
"Enontekiö Kilpisjärvi","2014","5","29","03:00","70","6.4"
"Enontekiö Kilpisjärvi","2014","5","30","03:00","66","7.9"
