"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]","Average temperature [°C]"
"Enontekiö Kilpisjärvi","2010","3","8","02:00","60","-5.4"
"Enontekiö Kilpisjärvi","2010","3","9","02:00","66","-9"
"Enontekiö Kilpisjärvi","2010","3","10","02:00","65","-13.5"
"Enontekiö Kilpisjärvi","2010","3","11","02:00","64","-13.3"
"Enontekiö Kilpisjärvi","2010","3","12","02:00","64","-10"
"Enontekiö Kilpisjärvi","2010","3","13","02:00","68","-14"
"Enontekiö Kilpisjärvi","2010","3","14","02:00","68","-15.7"
"Enontekiö Kilpisjärvi","2010","3","15","02:00","66","-23.6"
"Enontekiö Kilpisjärvi","2010","3","16","02:00","65","-19.8"
"Enontekiö Kilpisjärvi","2010","3","17","02:00","65","-19.3"
"Enontekiö Kilpisjärvi","2010","3","18","02:00","65","-20.8"
"Enontekiö Kilpisjärvi","2010","3","19","02:00","65","-12.9"
"Enontekiö Kilpisjärvi","2010","3","20","02:00","65","-17.4"
"Enontekiö Kilpisjärvi","2010","3","21","02:00","66","-15"
"Enontekiö Kilpisjärvi","2010","3","22","02:00","69","-7.2"
"Enontekiö Kilpisjärvi","2010","3","23","02:00","69","-6.5"
"Enontekiö Kilpisjärvi","2010","3","24","02:00","69","-12.1"
"Enontekiö Kilpisjärvi","2010","3","25","02:00","69","-17.9"
"Enontekiö Kilpisjärvi","2010","3","26","02:00","68","-12.3"
"Enontekiö Kilpisjärvi","2010","3","27","02:00","68","-6.2"
"Enontekiö Kilpisjärvi","2010","3","28","02:00","67","-7.1"
"Enontekiö Kilpisjärvi","2010","3","29","03:00","69","-7.2"
"Enontekiö Kilpisjärvi","2010","3","30","03:00","65","-7"
"Enontekiö Kilpisjärvi","2010","3","31","03:00","65","-5.9"
"Enontekiö Kilpisjärvi","2010","4","1","03:00","64","-1"
"Enontekiö Kilpisjärvi","2010","4","2","03:00","63","1.2"
"Enontekiö Kilpisjärvi","2010","4","3","03:00","60","-1.2"
"Enontekiö Kilpisjärvi","2010","4","4","03:00","60","-8.6"
"Enontekiö Kilpisjärvi","2010","4","5","03:00","59","-9.2"
"Enontekiö Kilpisjärvi","2010","4","6","03:00","59","-10.6"
"Enontekiö Kilpisjärvi","2010","4","7","03:00","59","-6.7"
"Enontekiö Kilpisjärvi","2010","4","8","03:00","59","-2.7"
"Enontekiö Kilpisjärvi","2010","4","9","03:00","59","-5.2"
"Enontekiö Kilpisjärvi","2010","4","10","03:00","59","-2.2"
"Enontekiö Kilpisjärvi","2010","4","11","03:00","58","-2.1"
"Enontekiö Kilpisjärvi","2010","4","12","03:00","54","2.8"
"Enontekiö Kilpisjärvi","2010","4","13","03:00","54","-0.9"
"Enontekiö Kilpisjärvi","2010","4","14","03:00","54","-1"
"Enontekiö Kilpisjärvi","2010","4","15","03:00","54","1.8"
"Enontekiö Kilpisjärvi","2010","4","16","03:00","54","-1.9"
"Enontekiö Kilpisjärvi","2010","4","17","03:00","54","-4.9"
"Enontekiö Kilpisjärvi","2010","4","18","03:00","54","-7.5"
"Enontekiö Kilpisjärvi","2010","4","19","03:00","53","-3.6"
"Enontekiö Kilpisjärvi","2010","4","20","03:00","53","-3.4"
"Enontekiö Kilpisjärvi","2010","4","21","03:00","53","-3.2"
"Enontekiö Kilpisjärvi","2010","4","22","03:00","53","-6.8"
"Enontekiö Kilpisjärvi","2010","4","23","03:00","53","-5"
"Enontekiö Kilpisjärvi","2010","4","24","03:00","53","-2.1"
"Enontekiö Kilpisjärvi","2010","4","25","03:00","53","-3.6"
"Enontekiö Kilpisjärvi","2010","4","26","03:00","53","-1.9"
"Enontekiö Kilpisjärvi","2010","4","27","03:00","53","-2.2"
"Enontekiö Kilpisjärvi","2010","4","28","03:00","81","-3.9"
"Enontekiö Kilpisjärvi","2010","4","29","03:00","80","-3.1"
"Enontekiö Kilpisjärvi","2010","4","30","03:00","73","-7.3"
"Enontekiö Kilpisjärvi","2010","5","1","03:00","73","-0.7"
"Enontekiö Kilpisjärvi","2010","5","2","03:00","78","0"
"Enontekiö Kilpisjärvi","2010","5","3","03:00","69","0.2"
"Enontekiö Kilpisjärvi","2010","5","4","03:00","67","-0.7"
"Enontekiö Kilpisjärvi","2010","5","5","03:00","64","-1.5"
"Enontekiö Kilpisjärvi","2010","5","6","03:00","62","-1"
"Enontekiö Kilpisjärvi","2010","5","7","03:00","61","-2.4"
"Enontekiö Kilpisjärvi","2010","5","8","03:00","60","0.5"
"Enontekiö Kilpisjärvi","2010","5","9","03:00","62","0.2"
"Enontekiö Kilpisjärvi","2010","5","10","03:00","59","-0.5"
"Enontekiö Kilpisjärvi","2010","5","11","03:00","58","2.3"
"Enontekiö Kilpisjärvi","2010","5","12","03:00","53","2.4"
"Enontekiö Kilpisjärvi","2010","5","13","03:00","52","2.7"
"Enontekiö Kilpisjärvi","2010","5","14","03:00","47","3.9"
"Enontekiö Kilpisjärvi","2010","5","15","03:00","40","5.7"
"Enontekiö Kilpisjärvi","2010","5","16","03:00","35","6.2"
"Enontekiö Kilpisjärvi","2010","5","17","03:00","26","7.9"
"Enontekiö Kilpisjärvi","2010","5","18","03:00","20","6.9"
"Enontekiö Kilpisjärvi","2010","5","19","03:00","13","4.6"
"Enontekiö Kilpisjärvi","2010","5","20","03:00","8","6.4"
"Enontekiö Kilpisjärvi","2010","5","21","03:00","6","5.4"
"Enontekiö Kilpisjärvi","2010","5","22","03:00","0","6.2"
"Enontekiö Kilpisjärvi","2010","5","23","03:00","0","4.9"
"Enontekiö Kilpisjärvi","2010","5","24","03:00","0","4.1"
"Enontekiö Kilpisjärvi","2010","5","25","03:00","0","5.9"
"Enontekiö Kilpisjärvi","2010","5","26","03:00","0","4.3"
"Enontekiö Kilpisjärvi","2010","5","27","03:00","0","5.1"
"Enontekiö Kilpisjärvi","2010","5","28","03:00","0","6.7"
"Enontekiö Kilpisjärvi","2010","5","29","03:00","0","8.3"
"Enontekiö Kilpisjärvi","2010","5","30","03:00","-1","7.6"
"Enontekiö Kilpisjärvi","2010","5","31","03:00","-1","4.7"
"Enontekiö Kilpisjärvi","2010","6","1","03:00","0","2.3"
"Enontekiö Kilpisjärvi","2010","6","2","03:00","-1","6.3"
"Enontekiö Kilpisjärvi","2010","6","3","03:00","-1","6.6"
"Enontekiö Kilpisjärvi","2010","6","4","03:00","-1","2.9"
"Enontekiö Kilpisjärvi","2010","6","5","03:00","-1","1.5"
"Enontekiö Kilpisjärvi","2010","6","6","03:00","-1","2"
"Enontekiö Kilpisjärvi","2010","6","7","03:00","-1","2.4"
"Enontekiö Kilpisjärvi","2010","6","8","03:00","-1","5.9"
"Enontekiö Kilpisjärvi","2010","6","9","03:00","-1","5.4"
"Enontekiö Kilpisjärvi","2010","6","10","03:00","-1","3.3"
"Enontekiö Kilpisjärvi","2010","6","11","03:00","-1","6.3"
"Enontekiö Kilpisjärvi","2010","6","12","03:00","-1","8.7"
"Enontekiö Kilpisjärvi","2010","6","13","03:00","-1","6.9"
"Enontekiö Kilpisjärvi","2010","6","14","03:00","-1","4.5"
"Enontekiö Kilpisjärvi","2010","6","15","03:00","-1","5"
"Enontekiö Kilpisjärvi","2010","6","16","03:00","-1","7.3"
"Enontekiö Kilpisjärvi","2010","6","17","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2010","6","18","03:00","-1","8.7"
"Enontekiö Kilpisjärvi","2010","6","19","03:00","-1","3"
"Enontekiö Kilpisjärvi","2010","6","20","03:00","-1","3.9"
"Enontekiö Kilpisjärvi","2010","6","21","03:00","-1","4.4"
"Enontekiö Kilpisjärvi","2010","6","22","03:00","-1","5.1"
"Enontekiö Kilpisjärvi","2010","6","23","03:00","-1","6.6"
"Enontekiö Kilpisjärvi","2010","6","24","03:00","-1","7.7"
"Enontekiö Kilpisjärvi","2010","6","25","03:00","-1","10.9"
"Enontekiö Kilpisjärvi","2010","6","26","03:00","-1","11.2"
"Enontekiö Kilpisjärvi","2010","6","27","03:00","-1","6"
"Enontekiö Kilpisjärvi","2010","6","28","03:00","-1","7"
"Enontekiö Kilpisjärvi","2010","6","29","03:00","-1","10.8"
"Enontekiö Kilpisjärvi","2010","6","30","03:00","-1","10.1"
"Enontekiö Kilpisjärvi","2010","7","1","03:00","-1","6.7"
"Enontekiö Kilpisjärvi","2010","7","2","03:00","-1","8.5"
"Enontekiö Kilpisjärvi","2010","7","3","03:00","-1","13.8"
"Enontekiö Kilpisjärvi","2010","7","4","03:00","-1","12.9"
"Enontekiö Kilpisjärvi","2010","7","5","03:00","-1","11.9"
"Enontekiö Kilpisjärvi","2010","7","6","03:00","-1","13.1"
"Enontekiö Kilpisjärvi","2010","7","7","03:00","-1","11.8"
"Enontekiö Kilpisjärvi","2010","7","8","03:00","-1","12"
"Enontekiö Kilpisjärvi","2010","7","9","03:00","-1","13.1"
"Enontekiö Kilpisjärvi","2010","7","10","03:00","-1","11.4"
"Enontekiö Kilpisjärvi","2010","7","11","03:00","-1","12.1"
"Enontekiö Kilpisjärvi","2010","7","12","03:00","-1","13.4"
"Enontekiö Kilpisjärvi","2010","7","13","03:00","-1","10.9"
"Enontekiö Kilpisjärvi","2010","7","14","03:00","-1","7.7"
"Enontekiö Kilpisjärvi","2010","7","15","03:00","-1","8.9"
"Enontekiö Kilpisjärvi","2010","7","16","03:00","-1","10.1"
"Enontekiö Kilpisjärvi","2010","7","17","03:00","-1","15"
"Enontekiö Kilpisjärvi","2010","7","18","03:00","-1","13.2"
"Enontekiö Kilpisjärvi","2010","7","19","03:00","-1","11.6"
"Enontekiö Kilpisjärvi","2010","7","20","03:00","-1","10"
"Enontekiö Kilpisjärvi","2010","7","21","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2010","7","22","03:00","-1","6.4"
"Enontekiö Kilpisjärvi","2010","7","23","03:00","-1","5.6"
"Enontekiö Kilpisjärvi","2010","7","24","03:00","-1","9.9"
"Enontekiö Kilpisjärvi","2010","7","25","03:00","-1","11.3"
"Enontekiö Kilpisjärvi","2010","7","26","03:00","-1","12.8"
"Enontekiö Kilpisjärvi","2010","7","27","03:00","-1","14"
"Enontekiö Kilpisjärvi","2010","7","28","03:00","-1","11.9"
"Enontekiö Kilpisjärvi","2010","7","29","03:00","-1","13.4"
"Enontekiö Kilpisjärvi","2010","7","30","03:00","-1","14"
"Enontekiö Kilpisjärvi","2010","7","31","03:00","-1","14.6"
"Enontekiö Kilpisjärvi","2010","8","1","03:00","-1","14.1"
"Enontekiö Kilpisjärvi","2010","8","2","03:00","-1","13.4"
"Enontekiö Kilpisjärvi","2010","8","3","03:00","-1","11.7"
"Enontekiö Kilpisjärvi","2010","8","4","03:00","-1","12.8"
"Enontekiö Kilpisjärvi","2010","8","5","03:00","-1","13.4"
"Enontekiö Kilpisjärvi","2010","8","6","03:00","-1","14.4"
"Enontekiö Kilpisjärvi","2010","8","7","03:00","-1","15.8"
"Enontekiö Kilpisjärvi","2010","8","8","03:00","-1","12.9"
"Enontekiö Kilpisjärvi","2010","8","9","03:00","-1","10"
"Enontekiö Kilpisjärvi","2010","8","10","03:00","-1","13.3"
"Enontekiö Kilpisjärvi","2010","8","11","03:00","-1","11.3"
"Enontekiö Kilpisjärvi","2010","8","12","03:00","-1","9.3"
"Enontekiö Kilpisjärvi","2010","8","13","03:00","-1","14.6"
"Enontekiö Kilpisjärvi","2010","8","14","03:00","-1","12.5"
"Enontekiö Kilpisjärvi","2010","8","15","03:00","-1","6.2"
"Enontekiö Kilpisjärvi","2010","8","16","03:00","-1","4.5"
"Enontekiö Kilpisjärvi","2010","8","17","03:00","-1","5.6"
"Enontekiö Kilpisjärvi","2010","8","18","03:00","-1","4.6"
"Enontekiö Kilpisjärvi","2010","8","19","03:00","-1","5.5"
"Enontekiö Kilpisjärvi","2010","8","20","03:00","-1","9.3"
"Enontekiö Kilpisjärvi","2010","8","21","03:00","-1","10.4"
"Enontekiö Kilpisjärvi","2010","8","22","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2010","8","23","03:00","-1","5.4"
"Enontekiö Kilpisjärvi","2010","8","24","03:00","-1","4.9"
"Enontekiö Kilpisjärvi","2010","8","25","03:00","-1","5.3"
"Enontekiö Kilpisjärvi","2010","8","26","03:00","-1","4.9"
"Enontekiö Kilpisjärvi","2010","8","27","03:00","-1","5.9"
"Enontekiö Kilpisjärvi","2010","8","28","03:00","-1","5.1"
"Enontekiö Kilpisjärvi","2010","8","29","03:00","-1","5.3"
"Enontekiö Kilpisjärvi","2010","8","30","03:00","-1","6"
"Enontekiö Kilpisjärvi","2010","8","31","03:00","-1","5.8"
"Enontekiö Kilpisjärvi","2010","9","1","03:00","-1","3.5"
"Enontekiö Kilpisjärvi","2010","9","2","03:00","-1","4.2"
"Enontekiö Kilpisjärvi","2010","9","3","03:00","-1","3.8"
"Enontekiö Kilpisjärvi","2010","9","4","03:00","-1","7.5"
"Enontekiö Kilpisjärvi","2010","9","5","03:00","-1","9.5"
"Enontekiö Kilpisjärvi","2010","9","6","03:00","-1","9.6"
"Enontekiö Kilpisjärvi","2010","9","7","03:00","-1","6.2"
"Enontekiö Kilpisjärvi","2010","9","8","03:00","-1","6.8"
"Enontekiö Kilpisjärvi","2010","9","9","03:00","-1","8.7"
"Enontekiö Kilpisjärvi","2010","9","10","03:00","-1","8.3"
"Enontekiö Kilpisjärvi","2010","9","11","03:00","-1","8.6"
"Enontekiö Kilpisjärvi","2010","9","12","03:00","-1","7.5"
"Enontekiö Kilpisjärvi","2010","9","13","03:00","-1","9.1"
"Enontekiö Kilpisjärvi","2010","9","14","03:00","-1","7.2"
"Enontekiö Kilpisjärvi","2010","9","15","03:00","-1","8.7"
"Enontekiö Kilpisjärvi","2010","9","16","03:00","-1","8.9"
"Enontekiö Kilpisjärvi","2010","9","17","03:00","-1","7.2"
"Enontekiö Kilpisjärvi","2010","9","18","03:00","-1","4.7"
"Enontekiö Kilpisjärvi","2010","9","19","03:00","-1","5.2"
"Enontekiö Kilpisjärvi","2010","9","20","03:00","-1","5.6"
"Enontekiö Kilpisjärvi","2010","9","21","03:00","-1","5.1"
"Enontekiö Kilpisjärvi","2010","9","22","03:00","-1","5"
"Enontekiö Kilpisjärvi","2010","9","23","03:00","-1","2.3"
"Enontekiö Kilpisjärvi","2010","9","24","03:00","-1","3.4"
"Enontekiö Kilpisjärvi","2010","9","25","03:00","-1","3"
"Enontekiö Kilpisjärvi","2010","9","26","03:00","-1","2.3"
"Enontekiö Kilpisjärvi","2010","9","27","03:00","-1","4"
"Enontekiö Kilpisjärvi","2010","9","28","03:00","-1","4.7"
"Enontekiö Kilpisjärvi","2010","9","29","03:00","-1","4.6"
"Enontekiö Kilpisjärvi","2010","9","30","03:00","-1","6.2"
"Enontekiö Kilpisjärvi","2010","10","1","03:00","-1","6.1"
"Enontekiö Kilpisjärvi","2010","10","2","03:00","-1","2.7"
"Enontekiö Kilpisjärvi","2010","10","3","03:00","-1","1.9"
"Enontekiö Kilpisjärvi","2010","10","4","03:00","-1","7.3"
"Enontekiö Kilpisjärvi","2010","10","5","03:00","-1","8.2"
"Enontekiö Kilpisjärvi","2010","10","6","03:00","-1","8"
"Enontekiö Kilpisjärvi","2010","10","7","03:00","-1","8.4"
"Enontekiö Kilpisjärvi","2010","10","8","03:00","-1","8.1"
"Enontekiö Kilpisjärvi","2010","10","9","03:00","-1","5.5"
"Enontekiö Kilpisjärvi","2010","10","10","03:00","4","1.1"
"Enontekiö Kilpisjärvi","2010","10","11","03:00","1","-1"
"Enontekiö Kilpisjärvi","2010","10","12","03:00","6","-1.4"
"Enontekiö Kilpisjärvi","2010","10","13","03:00","5","-1.8"
"Enontekiö Kilpisjärvi","2010","10","14","03:00","4","-2.4"
"Enontekiö Kilpisjärvi","2010","10","15","03:00","7","-2.5"
"Enontekiö Kilpisjärvi","2010","10","16","03:00","7","-1.2"
"Enontekiö Kilpisjärvi","2010","10","17","03:00","6","0.9"
"Enontekiö Kilpisjärvi","2010","10","18","03:00","2","3.7"
"Enontekiö Kilpisjärvi","2010","10","19","03:00","1","0.6"
"Enontekiö Kilpisjärvi","2010","10","20","03:00","5","-3.7"
"Enontekiö Kilpisjärvi","2010","10","21","03:00","19","-2.2"
"Enontekiö Kilpisjärvi","2010","10","22","03:00","25","-3.9"
"Enontekiö Kilpisjärvi","2010","10","23","03:00","25","-1.8"
"Enontekiö Kilpisjärvi","2010","10","24","03:00","26","-0.4"
"Enontekiö Kilpisjärvi","2010","10","25","03:00","20","-1.8"
"Enontekiö Kilpisjärvi","2010","10","26","03:00","20","-6.4"
"Enontekiö Kilpisjärvi","2010","10","27","03:00","20","-3.5"
"Enontekiö Kilpisjärvi","2010","10","28","03:00","20","-1.9"
"Enontekiö Kilpisjärvi","2010","10","29","03:00","21","-4.5"
"Enontekiö Kilpisjärvi","2010","10","30","03:00","21","-8.7"
"Enontekiö Kilpisjärvi","2010","10","31","03:00","24","-2.6"
"Enontekiö Kilpisjärvi","2010","11","1","02:00","24","-0.4"
"Enontekiö Kilpisjärvi","2010","11","2","02:00","28","-3"
"Enontekiö Kilpisjärvi","2010","11","3","02:00","26","-4.8"
"Enontekiö Kilpisjärvi","2010","11","4","02:00","26","-5.3"
"Enontekiö Kilpisjärvi","2010","11","5","02:00","24","-6.5"
"Enontekiö Kilpisjärvi","2010","11","6","02:00","24","-7"
"Enontekiö Kilpisjärvi","2010","11","7","02:00","25","-8.6"
"Enontekiö Kilpisjärvi","2010","11","8","02:00","27","-5.8"
"Enontekiö Kilpisjärvi","2010","11","9","02:00","33","-10.4"
"Enontekiö Kilpisjärvi","2010","11","10","02:00","32","-13.9"
"Enontekiö Kilpisjärvi","2010","11","11","02:00","30","-6.5"
"Enontekiö Kilpisjärvi","2010","11","12","02:00","30","-4.2"
"Enontekiö Kilpisjärvi","2010","11","13","02:00","32","-9.1"
"Enontekiö Kilpisjärvi","2010","11","14","02:00","32","-17.8"
"Enontekiö Kilpisjärvi","2010","11","15","02:00","32","-20.9"
"Enontekiö Kilpisjärvi","2010","11","16","02:00","31","-15.7"
"Enontekiö Kilpisjärvi","2010","11","17","02:00","31","-6.7"
"Enontekiö Kilpisjärvi","2010","11","18","02:00","31","-1.6"
"Enontekiö Kilpisjärvi","2010","11","19","02:00","32","-3.6"
"Enontekiö Kilpisjärvi","2010","11","20","02:00","33","-9.2"
"Enontekiö Kilpisjärvi","2010","11","21","02:00","32","-7.2"
"Enontekiö Kilpisjärvi","2010","11","22","02:00","31","-8.6"
"Enontekiö Kilpisjärvi","2010","11","23","02:00","32","-15.6"
"Enontekiö Kilpisjärvi","2010","11","24","02:00","32","-24.7"
"Enontekiö Kilpisjärvi","2010","11","25","02:00","32","-21.7"
"Enontekiö Kilpisjärvi","2010","11","26","02:00","43","-25.1"
"Enontekiö Kilpisjärvi","2010","11","27","02:00","32","-25.3"
"Enontekiö Kilpisjärvi","2010","11","28","02:00","32","-21.8"
"Enontekiö Kilpisjärvi","2010","11","29","02:00","32","-19.3"
"Enontekiö Kilpisjärvi","2010","11","30","02:00","32","-9.7"
"Enontekiö Kilpisjärvi","2010","12","1","02:00","33","-0.7"
"Enontekiö Kilpisjärvi","2010","12","2","02:00","34","1.1"
"Enontekiö Kilpisjärvi","2010","12","3","02:00","36","-0.6"
"Enontekiö Kilpisjärvi","2010","12","4","02:00","36","-8.8"
"Enontekiö Kilpisjärvi","2010","12","5","02:00","36","-15.9"
"Enontekiö Kilpisjärvi","2010","12","6","02:00","36","-10"
"Enontekiö Kilpisjärvi","2010","12","7","02:00","38","-11.8"
"Enontekiö Kilpisjärvi","2010","12","8","02:00","39","-14.4"
"Enontekiö Kilpisjärvi","2010","12","9","02:00","42","-19"
"Enontekiö Kilpisjärvi","2010","12","10","02:00","42","-11.4"
"Enontekiö Kilpisjärvi","2010","12","11","02:00","42","-14.9"
"Enontekiö Kilpisjärvi","2010","12","12","02:00","44","-7.3"
"Enontekiö Kilpisjärvi","2010","12","13","02:00","44","-20.9"
"Enontekiö Kilpisjärvi","2010","12","14","02:00","44","-15.9"
"Enontekiö Kilpisjärvi","2010","12","15","02:00","44","-12.7"
"Enontekiö Kilpisjärvi","2010","12","16","02:00","41","-8.5"
"Enontekiö Kilpisjärvi","2010","12","17","02:00","45","-11.7"
"Enontekiö Kilpisjärvi","2010","12","18","02:00","46","-18.2"
"Enontekiö Kilpisjärvi","2010","12","19","02:00","46","-24.8"
"Enontekiö Kilpisjärvi","2010","12","20","02:00","45","-26.3"
"Enontekiö Kilpisjärvi","2010","12","21","02:00","45","-14.6"
"Enontekiö Kilpisjärvi","2010","12","22","02:00","45","-12"
"Enontekiö Kilpisjärvi","2010","12","23","02:00","45","-18.7"
"Enontekiö Kilpisjärvi","2010","12","24","02:00","45","-6"
"Enontekiö Kilpisjärvi","2010","12","25","02:00","44","-4.5"
"Enontekiö Kilpisjärvi","2010","12","26","02:00","44","-17.7"
"Enontekiö Kilpisjärvi","2010","12","27","02:00","44","-23.2"
"Enontekiö Kilpisjärvi","2010","12","28","02:00","44","-24.1"
"Enontekiö Kilpisjärvi","2010","12","29","02:00","44","-11.4"
"Enontekiö Kilpisjärvi","2010","12","30","02:00","43","-12.6"
"Enontekiö Kilpisjärvi","2010","12","31","02:00","47","-6.9"
"Enontekiö Kilpisjärvi","2011","1","1","02:00","48","-7.8"
"Enontekiö Kilpisjärvi","2011","1","2","02:00","49","-5.8"
"Enontekiö Kilpisjärvi","2011","1","3","02:00","49","-19.5"
"Enontekiö Kilpisjärvi","2011","1","4","02:00","49","-24.6"
"Enontekiö Kilpisjärvi","2011","1","5","02:00","49","-20.3"
"Enontekiö Kilpisjärvi","2011","1","6","02:00","48","-14.7"
"Enontekiö Kilpisjärvi","2011","1","7","02:00","47","-15.7"
"Enontekiö Kilpisjärvi","2011","1","8","02:00","48","-19.3"
"Enontekiö Kilpisjärvi","2011","1","9","02:00","48","-17"
"Enontekiö Kilpisjärvi","2011","1","10","02:00","49","-10.3"
"Enontekiö Kilpisjärvi","2011","1","11","02:00","49","-8.3"
"Enontekiö Kilpisjärvi","2011","1","12","02:00","50","-13.6"
"Enontekiö Kilpisjärvi","2011","1","13","02:00","50","-15.5"
"Enontekiö Kilpisjärvi","2011","1","14","02:00","50","-17.7"
"Enontekiö Kilpisjärvi","2011","1","15","02:00","50","-21.2"
"Enontekiö Kilpisjärvi","2011","1","16","02:00","49","-12.5"
"Enontekiö Kilpisjärvi","2011","1","17","02:00","49","-11.3"
"Enontekiö Kilpisjärvi","2011","1","18","02:00","48","-13.7"
"Enontekiö Kilpisjärvi","2011","1","19","02:00","48","-20.6"
"Enontekiö Kilpisjärvi","2011","1","20","02:00","48","-21.2"
"Enontekiö Kilpisjärvi","2011","1","21","02:00","48","-10.4"
"Enontekiö Kilpisjärvi","2011","1","22","02:00","46","-6.2"
"Enontekiö Kilpisjärvi","2011","1","23","02:00","48","-7.9"
"Enontekiö Kilpisjärvi","2011","1","24","02:00","52","-12.7"
"Enontekiö Kilpisjärvi","2011","1","25","02:00","52","-20.1"
"Enontekiö Kilpisjärvi","2011","1","26","02:00","50","-9.9"
"Enontekiö Kilpisjärvi","2011","1","27","02:00","57","-1.8"
"Enontekiö Kilpisjärvi","2011","1","28","02:00","86","-2.8"
"Enontekiö Kilpisjärvi","2011","1","29","02:00","94","-13"
"Enontekiö Kilpisjärvi","2011","1","30","02:00","90","-9.7"
"Enontekiö Kilpisjärvi","2011","1","31","02:00","90","-5.1"
"Enontekiö Kilpisjärvi","2011","2","1","02:00","85","-5.2"
"Enontekiö Kilpisjärvi","2011","2","2","02:00","86","-10.9"
"Enontekiö Kilpisjärvi","2011","2","3","02:00","85","-10.7"
"Enontekiö Kilpisjärvi","2011","2","4","02:00","89","-12.4"
"Enontekiö Kilpisjärvi","2011","2","5","02:00","89","-16.9"
"Enontekiö Kilpisjärvi","2011","2","6","02:00","87","-19.2"
"Enontekiö Kilpisjärvi","2011","2","7","02:00","87","-22"
"Enontekiö Kilpisjärvi","2011","2","8","02:00","86","-19"
"Enontekiö Kilpisjärvi","2011","2","9","02:00","86","-26.1"
"Enontekiö Kilpisjärvi","2011","2","10","02:00","86","-26.3"
"Enontekiö Kilpisjärvi","2011","2","11","02:00","86","-7.7"
"Enontekiö Kilpisjärvi","2011","2","12","02:00","88","-9"
"Enontekiö Kilpisjärvi","2011","2","13","02:00","90","-21.6"
"Enontekiö Kilpisjärvi","2011","2","14","02:00","90","-28.3"
"Enontekiö Kilpisjärvi","2011","2","15","02:00","90","-31.9"
"Enontekiö Kilpisjärvi","2011","2","16","02:00","87","-28.6"
"Enontekiö Kilpisjärvi","2011","2","17","02:00","87","-25.6"
"Enontekiö Kilpisjärvi","2011","2","18","02:00","86","-24"
"Enontekiö Kilpisjärvi","2011","2","19","02:00","86","-23.4"
"Enontekiö Kilpisjärvi","2011","2","20","02:00","86","-25.3"
"Enontekiö Kilpisjärvi","2011","2","21","02:00","85","-26.4"
"Enontekiö Kilpisjärvi","2011","2","22","02:00","85","-20.4"
"Enontekiö Kilpisjärvi","2011","2","23","02:00","84","-17.5"
"Enontekiö Kilpisjärvi","2011","2","24","02:00","84","-19.4"
"Enontekiö Kilpisjärvi","2011","2","25","02:00","85","-11.8"
"Enontekiö Kilpisjärvi","2011","2","26","02:00","85","-3"
"Enontekiö Kilpisjärvi","2011","2","27","02:00","82","-2.1"
"Enontekiö Kilpisjärvi","2011","2","28","02:00","84","-2.2"
"Enontekiö Kilpisjärvi","2011","3","1","02:00","89","-0.1"
"Enontekiö Kilpisjärvi","2011","3","2","02:00","88","0"
"Enontekiö Kilpisjärvi","2011","3","3","02:00","91","-3.3"
"Enontekiö Kilpisjärvi","2011","3","4","02:00","108","-4"
"Enontekiö Kilpisjärvi","2011","3","5","02:00","116","-7.6"
"Enontekiö Kilpisjärvi","2011","3","6","02:00","114","-7.5"
"Enontekiö Kilpisjärvi","2011","3","7","02:00","114","-4.4"
"Enontekiö Kilpisjärvi","2011","3","8","02:00","112","0.2"
"Enontekiö Kilpisjärvi","2011","3","9","02:00","112","-2.4"
"Enontekiö Kilpisjärvi","2011","3","10","02:00","109","-5.5"
"Enontekiö Kilpisjärvi","2011","3","11","02:00","106","-16.1"
"Enontekiö Kilpisjärvi","2011","3","12","02:00","106","-11"
"Enontekiö Kilpisjärvi","2011","3","13","02:00","104","-16.1"
"Enontekiö Kilpisjärvi","2011","3","14","02:00","103","-10"
"Enontekiö Kilpisjärvi","2011","3","15","02:00","101","-11.1"
"Enontekiö Kilpisjärvi","2011","3","16","02:00","99","-5.2"
"Enontekiö Kilpisjärvi","2011","3","17","02:00","98","-4.9"
"Enontekiö Kilpisjärvi","2011","3","18","02:00","96","-7.2"
"Enontekiö Kilpisjärvi","2011","3","19","02:00","94","-5.5"
"Enontekiö Kilpisjärvi","2011","3","20","02:00","94","-3.7"
"Enontekiö Kilpisjärvi","2011","3","21","02:00","94","-2.2"
"Enontekiö Kilpisjärvi","2011","3","22","02:00","96","-4.8"
"Enontekiö Kilpisjärvi","2011","3","23","02:00","94","-8.4"
"Enontekiö Kilpisjärvi","2011","3","24","02:00","111","-11"
"Enontekiö Kilpisjärvi","2011","3","25","02:00","108","-9.8"
"Enontekiö Kilpisjärvi","2011","3","26","02:00","108","-8.2"
"Enontekiö Kilpisjärvi","2011","3","27","02:00","106","-11.8"
"Enontekiö Kilpisjärvi","2011","3","28","03:00","106","-16.8"
"Enontekiö Kilpisjärvi","2011","3","29","03:00","106","-19.3"
"Enontekiö Kilpisjärvi","2011","3","30","03:00","104","-16"
"Enontekiö Kilpisjärvi","2011","3","31","03:00","104","-8"
"Enontekiö Kilpisjärvi","2011","4","1","03:00","104","-11.2"
"Enontekiö Kilpisjärvi","2011","4","2","03:00","103","-2.2"
