,Year,Month,Day,Direct solar radiation mean [W/m2]
713,2022,2,28,279.5
714,2022,3,1,283.5
715,2022,3,2,47.4
716,2022,3,3,241.8
717,2022,3,4,288.8
718,2022,3,5,246.4
719,2022,3,6,277.6
720,2022,3,7,3.0
721,2022,3,8,0.3
722,2022,3,9,129.8
1055,2022,3,10,147.0
1056,2022,3,11,92.5
1057,2022,3,12,294.8
1058,2022,3,13,220.1
1059,2022,3,14,347.9
1060,2022,3,15,290.9
1061,2022,3,16,342.4
1062,2022,3,17,336.8
1063,2022,3,18,190.9
1064,2022,3,19,256.7
1065,2022,3,20,356.8
1066,2022,3,21,365.8
1067,2022,3,22,286.8
1068,2022,3,23,164.3
1069,2022,3,24,94.5
1070,2022,3,25,14.8
1071,2022,3,26,37.8
1072,2022,3,27,164.8
1073,2022,3,28,90.5
1074,2022,3,29,148.1
1075,2022,3,30,100.4
1076,2022,3,31,184.7
1077,2022,4,1,274.0
1078,2022,4,2,310.6
1079,2022,4,3,313.9
1080,2022,4,4,1.1
1081,2022,4,5,0.1
1082,2022,4,6,154.3
1083,2022,4,7,0.5
1084,2022,4,8,14.1
1085,2022,4,9,197.8
1086,2022,4,10,95.9
1087,2022,4,11,422.1
1088,2022,4,12,243.3
1089,2022,4,13,318.9
1090,2022,4,14,0.5
1091,2022,4,15,259.3
1092,2022,4,16,261.5
1093,2022,4,17,301.8
1094,2022,4,18,152.3
1095,2022,4,19,436.6
1096,2022,4,20,405.1
1097,2022,4,21,463.7
1098,2022,4,22,451.9
1099,2022,4,23,161.6
1100,2022,4,24,274.9
1101,2022,4,25,140.4
1102,2022,4,26,346.8
1103,2022,4,27,215.7
1104,2022,4,28,206.4
1105,2022,4,29,252.2
1106,2022,4,30,220.8
1107,2022,5,1,127.6
1108,2022,5,2,105.7
1109,2022,5,3,141.2
1110,2022,5,4,257.6
1111,2022,5,5,35.2
1112,2022,5,6,419.1
1113,2022,5,7,123.1
1114,2022,5,8,350.4
1115,2022,5,9,110.3
1116,2022,5,10,256.1
1117,2022,5,11,87.0
1118,2022,5,12,102.6
1119,2022,5,13,319.5
1120,2022,5,14,178.6
1121,2022,5,15,286.1
1122,2022,5,16,236.9
1123,2022,5,17,65.9
1124,2022,5,18,423.1
1125,2022,5,19,315.6
1126,2022,5,20,98.2
1127,2022,5,21,450.4
1128,2022,5,22,401.1
1129,2022,5,23,470.0
1130,2022,5,24,530.2
1131,2022,5,25,341.9
1132,2022,5,26,4.1
1133,2022,5,27,2.6
1134,2022,5,28,16.8
1135,2022,5,29,267.7
1136,2022,5,30,505.1
1137,2022,5,31,0.3
1138,2022,6,1,276.8
1139,2022,6,2,2.8
1140,2022,6,3,325.7
1141,2022,6,4,166.3
1142,2022,6,5,232.0
1143,2022,6,6,565.9
1144,2022,6,7,523.4
1145,2022,6,8,112.0
1146,2022,6,9,488.0
1422,2022,6,10,226.8
1423,2022,6,11,399.1
1424,2022,6,12,407.1
1425,2022,6,13,486.6
1426,2022,6,14,145.7
1427,2022,6,15,392.5
1428,2022,6,16,309.7
1429,2022,6,17,421.0
1430,2022,6,18,0.8
1431,2022,6,19,333.0
1432,2022,6,20,151.3
1433,2022,6,21,434.1
1434,2022,6,22,318.6
1435,2022,6,23,373.6
1436,2022,6,24,407.8
1437,2022,6,25,549.4
1438,2022,6,26,512.1
1439,2022,6,27,422.5
1440,2022,6,28,336.2
1441,2022,6,29,331.4
1442,2022,6,30,534.5
1443,2022,7,1,213.4
1444,2022,7,2,287.3
1445,2022,7,3,467.0
1446,2022,7,4,504.4
1447,2022,7,5,420.6
1448,2022,7,6,322.4
1449,2022,7,7,335.8
1450,2022,7,8,341.8
1451,2022,7,9,25.3
1452,2022,7,10,390.2
1453,2022,7,11,284.0
1454,2022,7,12,74.5
1455,2022,7,13,30.2
1456,2022,7,14,222.5
1457,2022,7,15,166.5
1458,2022,7,16,86.1
1459,2022,7,17,33.2
1460,2022,7,18,161.4
1461,2022,7,19,324.5
1462,2022,7,20,469.9
1463,2022,7,21,408.1
1464,2022,7,22,352.2
1465,2022,7,23,229.3
1466,2022,7,24,6.2
1467,2022,7,25,409.9
1468,2022,7,26,124.3
1469,2022,7,27,190.5
1470,2022,7,28,110.5
1471,2022,7,29,150.9
1472,2022,7,30,266.8
1473,2022,7,31,249.2
1474,2022,8,1,395.0
1475,2022,8,2,356.5
1476,2022,8,3,217.3
1477,2022,8,4,305.2
1478,2022,8,5,313.2
1479,2022,8,6,121.6
1480,2022,8,7,421.5
1481,2022,8,8,72.3
1482,2022,8,9,383.9
1483,2022,8,10,382.9
1484,2022,8,11,203.8
1485,2022,8,12,328.4
1486,2022,8,13,397.2
1487,2022,8,14,313.1
1488,2022,8,15,250.9
1489,2022,8,16,342.4
1490,2022,8,17,163.8
1491,2022,8,18,93.5
1492,2022,8,19,124.9
1493,2022,8,20,267.5
1494,2022,8,21,178.1
1495,2022,8,22,120.4
1496,2022,8,23,181.1
1497,2022,8,24,63.2
1498,2022,8,25,5.9
1499,2022,8,26,0.4
1500,2022,8,27,291.1
1501,2022,8,28,202.3
1502,2022,8,29,11.0
1503,2022,8,30,216.3
1504,2022,8,31,60.1
1505,2022,9,1,235.9
1506,2022,9,2,252.1
1507,2022,9,3,110.1
1508,2022,9,4,123.7
1509,2022,9,5,10.6
1510,2022,9,6,144.6
1511,2022,9,7,150.0
1512,2022,9,8,373.2
1513,2022,9,9,377.1
1943,2022,9,10,390.9
1944,2022,9,11,343.4
1945,2022,9,12,332.6
1946,2022,9,13,5.0
1947,2022,9,14,-0.1
1948,2022,9,15,37.6
1949,2022,9,16,27.5
1950,2022,9,17,58.6
1951,2022,9,18,82.0
1952,2022,9,19,114.6
1953,2022,9,20,10.9
1954,2022,9,21,116.9
1955,2022,9,22,172.1
1956,2022,9,23,69.4
1957,2022,9,24,49.0
1958,2022,9,25,120.6
1959,2022,9,26,38.0
1960,2022,9,27,211.0
1961,2022,9,28,38.6
1962,2022,9,29,0.0
1963,2022,9,30,75.8
1964,2022,10,1,120.0
1965,2022,10,2,37.9
1966,2022,10,3,3.6
1967,2022,10,4,1.5
1968,2022,10,5,1.1
1969,2022,10,6,56.3
1970,2022,10,7,89.3
1971,2022,10,8,2.1
1972,2022,10,9,290.7
1973,2022,10,10,97.0
1974,2022,10,11,49.9
1975,2022,10,12,261.2
1976,2022,10,13,35.6
1977,2022,10,14,0.0
1978,2022,10,15,0.3
1979,2022,10,16,0.1
1980,2022,10,17,10.9
1981,2022,10,18,9.2
1982,2022,10,19,171.7
1983,2022,10,20,136.8
1984,2022,10,21,41.8
1985,2022,10,22,74.9
1986,2022,10,23,66.5
1987,2022,10,24,226.7
1988,2022,10,25,0.1
1989,2022,10,26,0.2
1990,2022,10,27,0.2
1991,2022,10,28,4.5
1992,2022,10,29,1.8
1993,2022,10,30,25.0
1994,2022,10,31,161.2
1995,2022,11,1,37.3
1996,2022,11,2,0.2
1997,2022,11,3,0.0
1998,2022,11,4,-0.1
1999,2022,11,5,0.1
2000,2022,11,6,0.8
2001,2022,11,7,0.1
2002,2022,11,8,1.8
2003,2022,11,9,0.2
2004,2022,11,10,1.2
2005,2022,11,11,0.0
2006,2022,11,12,134.2
2007,2022,11,13,162.8
2008,2022,11,14,0.3
2009,2022,11,15,0.0
2010,2022,11,16,0.3
2011,2022,11,17,2.6
2012,2022,11,18,0.0
2013,2022,11,19,0.1
2014,2022,11,20,-0.1
2015,2022,11,21,0.1
2016,2022,11,22,0.2
2017,2022,11,23,3.6
2018,2022,11,24,0.3
2019,2022,11,25,0.0
2020,2022,11,26,0.1
2021,2022,11,27,0.4
2022,2022,11,28,0.2
2023,2022,11,29,0.1
2024,2022,11,30,0.4
2025,2022,12,1,0.2
2026,2022,12,2,0.2
2027,2022,12,3,0.4
2028,2022,12,4,0.5
2029,2022,12,5,0.6
2030,2022,12,6,0.4
2031,2022,12,7,0.4
2032,2022,12,8,0.7
2033,2022,12,9,37.4
723,2022,12,10,0.4
724,2022,12,11,0.1
725,2022,12,12,-0.1
726,2022,12,13,0.5
727,2022,12,14,35.3
728,2022,12,15,0.7
729,2022,12,16,2.2
730,2022,12,17,0.6
731,2022,12,18,0.4
732,2022,12,19,0.4
733,2022,12,20,0.4
734,2022,12,21,0.4
735,2022,12,22,0.3
736,2022,12,23,0.2
737,2022,12,24,83.3
738,2022,12,25,35.2
739,2022,12,26,0.4
740,2022,12,27,0.4
741,2022,12,28,0.4
742,2022,12,29,0.2
743,2022,12,30,0.6
744,2022,12,31,0.2
745,2023,1,1,42.7
746,2023,1,2,8.5
747,2023,1,3,0.1
748,2023,1,4,0.2
749,2023,1,5,0.4
750,2023,1,6,0.5
751,2023,1,7,3.7
752,2023,1,8,0.2
753,2023,1,9,0.2
754,2023,1,10,0.3
755,2023,1,11,0.3
756,2023,1,12,0.4
757,2023,1,13,0.6
758,2023,1,14,0.2
759,2023,1,15,0.2
760,2023,1,16,0.4
761,2023,1,17,0.1
762,2023,1,18,0.3
763,2023,1,19,0.4
764,2023,1,20,0.7
765,2023,1,21,67.6
766,2023,1,22,0.7
767,2023,1,23,2.8
768,2023,1,24,0.4
769,2023,1,25,0.4
770,2023,1,26,0.4
771,2023,1,27,149.9
772,2023,1,28,0.6
773,2023,1,29,18.8
774,2023,1,30,5.5
775,2023,1,31,84.1
776,2023,2,1,0.4
777,2023,2,2,50.2
778,2023,2,3,78.1
779,2023,2,4,162.5
780,2023,2,5,25.4
781,2023,2,6,170.5
782,2023,2,7,0.7
783,2023,2,8,0.5
784,2023,2,9,0.9
785,2023,2,10,36.4
786,2023,2,11,145.6
787,2023,2,12,4.8
788,2023,2,13,6.6
789,2023,2,14,111.6
790,2023,2,15,51.5
791,2023,2,16,0.3
792,2023,2,17,0.3
793,2023,2,18,0.1
794,2023,2,19,1.0
795,2023,2,20,10.5
796,2023,2,21,13.0
797,2023,2,22,233.3
798,2023,2,23,0.7
799,2023,2,24,0.6
800,2023,2,25,6.3
801,2023,2,26,213.4
802,2023,2,27,94.4
803,2023,2,28,12.2
804,2023,3,1,114.0
805,2023,3,2,186.4
806,2023,3,3,207.1
807,2023,3,4,3.1
808,2023,3,5,1.1
809,2023,3,6,139.3
810,2023,3,7,241.4
811,2023,3,8,1.0
812,2023,3,9,321.4
813,2023,3,10,147.8
814,2023,3,11,10.2
815,2023,3,12,328.1
816,2023,3,13,240.0
817,2023,3,14,0.4
818,2023,3,15,249.1
819,2023,3,16,352.6
820,2023,3,17,109.4
821,2023,3,18,77.8
822,2023,3,19,3.5
823,2023,3,20,0.6
824,2023,3,21,332.4
825,2023,3,22,0.4
826,2023,3,23,148.4
827,2023,3,24,1.2
828,2023,3,25,15.2
829,2023,3,26,0.6
830,2023,3,27,0.6
831,2023,3,28,216.2
832,2023,3,29,109.2
833,2023,3,30,226.9
834,2023,3,31,126.8
835,2023,4,1,411.6
836,2023,4,2,361.1
837,2023,4,3,408.4
838,2023,4,4,412.4
839,2023,4,5,0.3
840,2023,4,6,28.2
841,2023,4,7,367.0
842,2023,4,8,312.2
843,2023,4,9,292.9
1269,2023,4,10,404.5
1270,2023,4,11,151.0
1271,2023,4,12,285.0
1272,2023,4,13,23.9
1273,2023,4,14,370.4
1274,2023,4,15,366.4
1275,2023,4,16,406.5
1276,2023,4,17,403.3
1277,2023,4,18,351.6
1278,2023,4,19,446.6
1279,2023,4,20,129.3
1280,2023,4,21,248.8
1281,2023,4,22,448.7
1282,2023,4,23,434.6
1283,2023,4,24,304.4
1284,2023,4,25,87.8
1285,2023,4,26,133.7
1286,2023,4,27,142.9
1287,2023,4,28,285.6
1288,2023,4,29,157.8
1289,2023,4,30,48.9
1290,2023,5,1,280.1
1291,2023,5,2,2.8
1292,2023,5,3,211.5
1293,2023,5,4,284.1
1294,2023,5,5,83.0
1295,2023,5,6,243.5
1296,2023,5,7,458.9
1297,2023,5,8,479.1
1298,2023,5,9,418.5
1299,2023,5,10,386.5
1300,2023,5,11,442.8
1301,2023,5,12,476.0
1302,2023,5,13,469.6
1303,2023,5,14,438.3
1304,2023,5,15,364.6
1305,2023,5,16,1.6
1306,2023,5,17,62.0
1307,2023,5,18,265.8
1308,2023,5,19,472.1
1309,2023,5,20,482.6
1310,2023,5,21,331.6
1311,2023,5,22,270.3
1312,2023,5,23,394.7
1313,2023,5,24,453.0
1314,2023,5,25,109.6
1315,2023,5,26,125.5
1316,2023,5,27,396.1
1317,2023,5,28,280.0
1318,2023,5,29,270.8
1319,2023,5,30,184.7
1320,2023,5,31,176.7
1321,2023,6,1,247.7
1322,2023,6,2,164.9
1323,2023,6,3,94.9
1324,2023,6,4,92.8
1325,2023,6,5,336.4
1326,2023,6,6,176.3
1327,2023,6,7,430.3
1328,2023,6,8,259.6
1329,2023,6,9,398.0
1514,2023,6,10,516.6
1515,2023,6,11,515.8
1516,2023,6,12,516.8
1517,2023,6,13,513.7
1518,2023,6,14,397.3
1519,2023,6,15,393.0
1520,2023,6,16,332.0
1521,2023,6,17,337.0
1522,2023,6,18,435.2
1523,2023,6,19,531.1
1524,2023,6,20,428.6
1525,2023,6,21,404.4
1526,2023,6,22,35.8
1527,2023,6,23,406.4
1528,2023,6,24,257.2
1529,2023,6,25,130.0
1530,2023,6,26,472.7
1531,2023,6,27,458.7
1532,2023,6,28,338.9
1533,2023,6,29,339.7
1534,2023,6,30,345.8
1535,2023,7,1,30.4
1536,2023,7,2,78.8
1537,2023,7,3,152.1
1538,2023,7,4,218.9
1539,2023,7,5,299.0
1540,2023,7,6,70.0
1541,2023,7,7,357.2
1542,2023,7,8,69.1
1543,2023,7,9,94.4
1544,2023,7,10,201.1
1545,2023,7,11,444.2
1546,2023,7,12,518.4
1547,2023,7,13,334.5
1548,2023,7,14,336.2
1549,2023,7,15,402.7
1550,2023,7,16,286.6
1551,2023,7,17,329.3
1552,2023,7,18,306.0
1553,2023,7,19,211.1
1554,2023,7,20,355.3
1555,2023,7,21,302.5
1556,2023,7,22,355.4
1557,2023,7,23,420.0
1558,2023,7,24,407.6
1559,2023,7,25,205.7
1560,2023,7,26,52.8
1561,2023,7,27,107.2
1562,2023,7,28,96.1
1563,2023,7,29,134.5
1564,2023,7,30,344.0
1565,2023,7,31,106.2
1566,2023,8,1,2.1
1567,2023,8,2,17.2
1568,2023,8,3,10.6
1569,2023,8,4,43.3
1570,2023,8,5,313.3
1571,2023,8,6,90.8
1572,2023,8,7,354.7
1573,2023,8,8,83.9
1574,2023,8,9,378.3
1575,2023,8,10,212.2
1576,2023,8,11,268.0
1577,2023,8,12,312.2
1578,2023,8,13,284.9
1579,2023,8,14,355.5
1580,2023,8,15,397.0
1581,2023,8,16,122.1
1582,2023,8,17,175.3
1583,2023,8,18,157.0
1584,2023,8,19,0.4
1585,2023,8,20,171.3
1586,2023,8,21,17.9
1587,2023,8,22,84.2
1588,2023,8,23,23.6
1589,2023,8,24,107.2
1590,2023,8,25,169.2
1591,2023,8,26,184.1
1592,2023,8,27,0.1
1593,2023,8,28,1.7
1594,2023,8,29,325.2
1595,2023,8,30,0.6
1596,2023,8,31,0.2
1597,2023,9,1,157.4
1598,2023,9,2,29.5
1599,2023,9,3,172.7
1600,2023,9,4,101.0
1601,2023,9,5,18.9
1602,2023,9,6,349.3
1603,2023,9,7,297.8
1604,2023,9,8,75.9
1605,2023,9,9,198.5
2034,2023,9,10,69.2
2035,2023,9,11,49.9
2036,2023,9,12,24.4
2037,2023,9,13,0.2
2038,2023,9,14,256.6
2039,2023,9,15,320.3
2040,2023,9,16,110.0
2041,2023,9,17,157.9
2042,2023,9,18,288.7
2043,2023,9,19,2.8
2044,2023,9,20,27.4
2045,2023,9,21,51.4
2046,2023,9,22,259.4
2047,2023,9,23,-0.1
2048,2023,9,24,206.7
2049,2023,9,25,102.4
2050,2023,9,26,48.6
2051,2023,9,27,13.0
2052,2023,9,28,193.0
2053,2023,9,29,8.7
2054,2023,9,30,38.3
2055,2023,10,1,30.7
2056,2023,10,2,120.2
2057,2023,10,3,5.5
2058,2023,10,4,116.2
2059,2023,10,5,36.1
2060,2023,10,6,176.8
2061,2023,10,7,0.9
2062,2023,10,8,40.4
2063,2023,10,9,131.3
2064,2023,10,10,26.6
2065,2023,10,11,-0.1
2066,2023,10,12,86.4
2067,2023,10,13,168.8
2068,2023,10,14,20.6
2069,2023,10,15,114.9
2070,2023,10,16,171.5
2071,2023,10,17,213.7
2072,2023,10,18,0.5
2073,2023,10,19,8.2
2074,2023,10,20,219.3
2075,2023,10,21,38.0
2076,2023,10,22,0.0
2077,2023,10,23,0.5
2078,2023,10,24,29.7
2079,2023,10,25,0.1
2080,2023,10,26,2.2
2081,2023,10,27,0.1
2082,2023,10,28,0.5
2083,2023,10,29,168.0
2084,2023,10,30,0.6
2085,2023,10,31,0.0
2086,2023,11,1,0.4
2087,2023,11,2,56.2
2088,2023,11,3,0.6
2089,2023,11,4,-0.1
2090,2023,11,5,9.4
2091,2023,11,6,0.1
2092,2023,11,7,0.2
2093,2023,11,8,0.4
2094,2023,11,9,3.0
2095,2023,11,10,0.0
2096,2023,11,11,0.0
2097,2023,11,12,-0.2
2098,2023,11,13,0.2
2099,2023,11,14,0.5
2100,2023,11,15,0.4
2101,2023,11,16,110.9
2102,2023,11,17,123.5
2103,2023,11,18,0.9
2104,2023,11,19,0.6
2105,2023,11,20,1.0
2106,2023,11,21,0.5
2107,2023,11,22,5.7
2108,2023,11,23,12.5
2109,2023,11,24,0.1
2110,2023,11,25,30.3
2111,2023,11,26,0.6
2112,2023,11,27,68.9
2113,2023,11,28,0.6
2114,2023,11,29,0.2
2115,2023,11,30,0.2
2116,2023,12,1,0.3
2117,2023,12,2,1.4
2118,2023,12,3,37.2
2119,2023,12,4,1.2
2120,2023,12,5,16.6
2121,2023,12,6,49.5
2122,2023,12,7,1.7
2123,2023,12,8,0.1
2124,2023,12,9,0.7
844,2023,12,10,0.3
845,2023,12,11,0.1
846,2023,12,12,0.4
847,2023,12,13,0.6
848,2023,12,14,1.4
849,2023,12,15,2.2
850,2023,12,16,0.9
851,2023,12,17,11.0
852,2023,12,18,0.7
853,2023,12,19,52.9
854,2023,12,20,70.1
855,2023,12,21,0.4
856,2023,12,22,-0.1
857,2023,12,23,0.4
858,2023,12,24,3.2
859,2023,12,25,0.5
860,2023,12,26,1.8
861,2023,12,27,1.8
862,2023,12,28,0.6
863,2023,12,29,-0.1
864,2023,12,30,0.1
865,2023,12,31,0.6
866,2024,1,1,0.3
867,2024,1,2,0.3
868,2024,1,3,0.3
869,2024,1,4,0.3
870,2024,1,5,0.3
871,2024,1,6,0.6
872,2024,1,7,2.1
873,2024,1,8,0.8
874,2024,1,9,0.5
875,2024,1,10,0.5
876,2024,1,11,116.1
877,2024,1,12,0.5
878,2024,1,13,1.3
879,2024,1,14,0.9
880,2024,1,15,0.4
881,2024,1,16,51.5
882,2024,1,17,49.1
883,2024,1,18,0.4
884,2024,1,19,16.4
885,2024,1,20,92.2
886,2024,1,21,1.3
887,2024,1,22,0.3
888,2024,1,23,0.2
889,2024,1,24,0.3
890,2024,1,25,0.2
891,2024,1,26,145.4
892,2024,1,27,1.0
893,2024,1,28,0.8
894,2024,1,29,19.1
895,2024,1,30,14.5
896,2024,1,31,0.6
897,2024,2,1,75.7
898,2024,2,2,159.4
899,2024,2,3,3.4
900,2024,2,4,126.2
901,2024,2,5,105.1
902,2024,2,6,0.7
903,2024,2,7,7.8
904,2024,2,8,35.3
905,2024,2,9,210.9
906,2024,2,10,74.3
907,2024,2,11,21.9
908,2024,2,12,0.6
909,2024,2,13,0.1
910,2024,2,14,0.4
911,2024,2,15,0.6
912,2024,2,16,0.4
913,2024,2,17,1.0
914,2024,2,18,258.2
915,2024,2,19,46.8
916,2024,2,20,8.5
917,2024,2,21,0.4
918,2024,2,22,0.7
919,2024,2,23,0.2
920,2024,2,24,2.7
921,2024,2,25,0.5
922,2024,2,26,0.3
923,2024,2,27,1.2
924,2024,2,28,0.9
925,2024,2,29,0.8
926,2024,3,1,0.4
927,2024,3,2,0.4
928,2024,3,3,7.1
929,2024,3,4,106.3
930,2024,3,5,299.1
931,2024,3,6,321.0
932,2024,3,7,50.9
933,2024,3,8,0.9
