,Year,Month,Day,Direct solar radiation mean [W/m2]
3919,2016,9,14,383.0
3920,2016,9,15,8.5
3921,2016,9,16,173.1
3922,2016,9,17,2.8
3923,2016,9,18,203.2
3924,2016,9,19,27.6
3925,2016,9,20,288.0
3926,2016,9,21,299.6
3927,2016,9,22,90.1
3928,2016,9,23,24.1
3929,2016,9,24,6.4
3930,2016,9,25,15.1
3931,2016,9,26,53.0
3932,2016,9,27,109.2
3933,2016,9,28,1.5
3934,2016,9,29,8.8
3935,2016,9,30,105.8
3936,2016,10,1,236.7
3937,2016,10,2,185.6
3938,2016,10,3,303.9
3939,2016,10,4,184.1
3940,2016,10,5,254.7
3941,2016,10,6,212.1
3942,2016,10,7,233.7
3943,2016,10,8,158.6
2349,2016,10,9,-0.1
3944,2016,10,9,-0.1
2350,2016,10,10,27.3
2351,2016,10,11,0.2
2352,2016,10,12,0.3
2353,2016,10,13,13.4
2354,2016,10,14,0.5
2355,2016,10,15,0.7
2356,2016,10,16,36.2
2357,2016,10,17,0.3
2358,2016,10,18,123.5
2359,2016,10,19,209.9
2360,2016,10,20,44.7
2361,2016,10,21,0.0
2362,2016,10,22,0.0
2363,2016,10,23,1.2
2364,2016,10,24,-0.3
2365,2016,10,25,-0.1
2366,2016,10,26,0.5
2367,2016,10,27,0.9
2368,2016,10,28,1.0
2369,2016,10,29,2.5
2370,2016,10,30,0.3
2371,2016,10,31,3.8
2372,2016,11,1,0.3
2373,2016,11,2,0.1
2374,2016,11,3,68.9
2375,2016,11,4,9.8
2376,2016,11,5,32.4
2377,2016,11,6,0.3
2378,2016,11,7,0.1
2379,2016,11,8,0.3
2380,2016,11,9,0.4
2507,2016,11,9,0.4
2508,2016,11,10,0.3
2509,2016,11,11,126.3
2510,2016,11,12,1.1
2511,2016,11,13,0.6
2512,2016,11,14,1.5
2513,2016,11,15,0.4
2514,2016,11,16,1.0
2515,2016,11,17,1.2
2516,2016,11,18,0.6
2517,2016,11,19,42.6
2518,2016,11,20,1.5
2519,2016,11,21,0.8
2520,2016,11,22,0.7
2521,2016,11,23,0.9
2522,2016,11,24,2.2
2523,2016,11,25,6.1
2524,2016,11,26,13.6
2525,2016,11,27,0.6
2526,2016,11,28,84.9
2527,2016,11,29,113.1
2528,2016,11,30,20.9
2529,2016,12,1,53.2
2530,2016,12,2,0.6
2531,2016,12,3,1.0
2532,2016,12,4,85.3
2533,2016,12,5,32.3
2534,2016,12,6,103.9
2535,2016,12,7,1.5
2536,2016,12,8,1.5
2537,2016,12,9,0.8
2664,2016,12,9,0.8
2665,2016,12,10,42.5
2666,2016,12,11,58.1
2667,2016,12,12,13.2
2668,2016,12,13,7.6
2669,2016,12,14,0.8
2670,2016,12,15,1
2671,2016,12,16,86.3
2672,2016,12,17,1
2673,2016,12,18,1.1
2674,2016,12,19,1
2675,2016,12,20,1.3
2676,2016,12,21,0.5
2677,2016,12,22,0.3
2678,2016,12,23,9.3
2679,2016,12,24,0.9
2680,2016,12,25,0.4
2681,2016,12,26,25.2
2682,2016,12,27,45.8
2683,2016,12,28,96.2
2684,2016,12,29,0.4
2685,2016,12,30,0.2
2686,2016,12,31,0.1
2687,2017,1,1,0.1
2688,2017,1,2,0.5
2689,2017,1,3,-
2690,2017,1,4,-
2691,2017,1,5,103.5
2692,2017,1,6,111.4
2693,2017,1,7,0.7
2694,2017,1,8,1.1
2189,2017,1,9,0.8
2695,2017,1,9,0.8
2190,2017,1,10,0.9
2191,2017,1,11,0.1
2192,2017,1,12,0.3
2193,2017,1,13,1.1
2194,2017,1,14,0.5
2195,2017,1,15,0.4
2196,2017,1,16,0.9
2197,2017,1,17,0.9
2198,2017,1,18,1.0
2199,2017,1,19,7.8
2200,2017,1,20,7.0
2201,2017,1,21,63.9
2202,2017,1,22,56.8
2203,2017,1,23,0.8
2204,2017,1,24,72.6
2205,2017,1,25,2.4
2206,2017,1,26,1.3
2207,2017,1,27,140.5
2208,2017,1,28,1.2
2209,2017,1,29,1.1
2210,2017,1,30,1.6
2211,2017,1,31,2.0
2212,2017,2,1,0.8
2213,2017,2,2,1.5
2214,2017,2,3,1.6
2215,2017,2,4,1.7
2216,2017,2,5,1.1
2217,2017,2,6,71.4
2218,2017,2,7,160.3
2219,2017,2,8,221.5
2220,2017,2,9,106.4
2819,2017,2,9,106.4
2820,2017,2,10,77.4
2821,2017,2,11,1.2
2822,2017,2,12,46.7
2823,2017,2,13,88.7
2824,2017,2,14,207.1
2825,2017,2,15,129.4
2826,2017,2,16,5.0
2827,2017,2,17,1.7
2828,2017,2,18,95.3
2829,2017,2,19,1.1
2830,2017,2,20,0.5
2831,2017,2,21,179.5
2832,2017,2,22,3.9
2833,2017,2,23,6.7
2834,2017,2,24,112.5
2835,2017,2,25,95.2
2836,2017,2,26,1.2
2837,2017,2,27,1.1
2838,2017,2,28,1.9
2839,2017,3,1,1.2
2840,2017,3,2,1.6
2841,2017,3,3,1.4
2842,2017,3,4,4.1
2843,2017,3,5,261.1
2844,2017,3,6,300.8
2845,2017,3,7,0.4
2846,2017,3,8,0.9
2847,2017,3,9,0.9
2969,2017,3,9,0.9
2970,2017,3,10,35.1
2971,2017,3,11,265.2
2972,2017,3,12,92.6
2973,2017,3,13,1.2
2974,2017,3,14,1.0
2975,2017,3,15,191.6
2976,2017,3,16,331.3
2977,2017,3,17,1.0
2978,2017,3,18,1.9
2979,2017,3,19,5.2
2980,2017,3,20,173.8
2981,2017,3,21,1.5
2982,2017,3,22,4.3
2983,2017,3,23,336.6
2984,2017,3,24,252.1
2985,2017,3,25,3.0
2986,2017,3,26,100.5
2987,2017,3,27,214.3
2988,2017,3,28,192.2
2989,2017,3,29,263.6
2990,2017,3,30,301.3
2991,2017,3,31,111.1
2992,2017,4,1,5.3
2993,2017,4,2,1.5
2994,2017,4,3,0.7
2995,2017,4,4,93.7
2996,2017,4,5,92.7
2997,2017,4,6,314.2
2998,2017,4,7,26.8
2999,2017,4,8,129.2
3000,2017,4,9,72.8
3218,2017,4,9,72.8
3219,2017,4,10,71.2
3220,2017,4,11,190.2
3221,2017,4,12,200.7
3222,2017,4,13,37.0
3223,2017,4,14,191.1
3224,2017,4,15,158.5
3225,2017,4,16,137.5
3226,2017,4,17,210.0
3227,2017,4,18,382.9
3228,2017,4,19,375.5
3229,2017,4,20,80.0
3230,2017,4,21,149.4
3231,2017,4,22,117.8
3232,2017,4,23,68.6
3233,2017,4,24,365.7
3234,2017,4,25,26.6
3235,2017,4,26,91.3
3236,2017,4,27,292.1
3237,2017,4,28,377.8
3238,2017,4,29,8.7
3239,2017,4,30,26.3
3240,2017,5,1,323.3
3241,2017,5,2,491.8
3242,2017,5,3,504.3
3243,2017,5,4,508.5
3244,2017,5,5,362.3
3245,2017,5,6,448.3
3246,2017,5,7,263.0
3247,2017,5,8,105.4
3248,2017,5,9,145.3
3344,2017,5,9,145.3
3345,2017,5,10,149.8
3346,2017,5,11,199.7
3347,2017,5,12,420.5
3348,2017,5,13,512.7
3349,2017,5,14,382.7
3350,2017,5,15,202.8
3351,2017,5,16,532.1
3352,2017,5,17,27.5
3353,2017,5,18,9.4
3354,2017,5,19,403.4
3355,2017,5,20,209.7
3356,2017,5,21,532.6
3357,2017,5,22,248.5
3358,2017,5,23,332.2
3359,2017,5,24,263.3
3360,2017,5,25,180.0
3361,2017,5,26,279.8
3362,2017,5,27,135.3
3363,2017,5,28,241.1
3364,2017,5,29,331.7
3365,2017,5,30,262.5
3366,2017,5,31,89.6
3367,2017,6,1,205.5
3368,2017,6,2,156.9
3369,2017,6,3,469.5
3370,2017,6,4,511.7
3371,2017,6,5,0.8
3372,2017,6,6,534.1
3373,2017,6,7,463.0
3374,2017,6,8,1.4
3375,2017,6,9,346.6
3470,2017,6,9,346.6
3471,2017,6,10,370.2
3472,2017,6,11,233.9
3473,2017,6,12,0.5
3474,2017,6,13,21.5
3475,2017,6,14,417.7
3476,2017,6,15,534.0
3477,2017,6,16,310.6
3478,2017,6,17,197.5
3479,2017,6,18,18.4
3480,2017,6,19,295.6
3481,2017,6,20,65.7
3482,2017,6,21,241.6
3483,2017,6,22,276.5
3484,2017,6,23,165.6
3485,2017,6,24,165.3
3486,2017,6,25,259.9
3487,2017,6,26,275.5
3488,2017,6,27,88.6
3489,2017,6,28,518.1
3490,2017,6,29,560.2
3491,2017,6,30,33.2
3492,2017,7,1,17.4
3493,2017,7,2,293.7
3494,2017,7,3,127.9
3495,2017,7,4,307.1
3496,2017,7,5,64.0
3497,2017,7,6,81.5
3498,2017,7,7,369.6
3499,2017,7,8,221.9
3500,2017,7,9,507.1
3628,2017,7,9,507.1
3629,2017,7,10,491.6
3630,2017,7,11,4.5
3631,2017,7,12,109.6
3632,2017,7,13,17.3
3633,2017,7,14,415.3
3634,2017,7,15,448.3
3635,2017,7,16,531.1
3636,2017,7,17,164.0
3637,2017,7,18,271.4
3638,2017,7,19,22.4
3639,2017,7,20,112.2
3640,2017,7,21,382.6
3641,2017,7,22,345.4
3642,2017,7,23,359.3
3643,2017,7,24,143.2
3644,2017,7,25,62.0
3645,2017,7,26,324.4
3646,2017,7,27,416.6
3647,2017,7,28,146.4
3648,2017,7,29,138.6
3649,2017,7,30,428.2
3650,2017,7,31,94.3
3651,2017,8,1,282.6
3652,2017,8,2,102.9
3653,2017,8,3,400.4
3654,2017,8,4,103.3
3655,2017,8,5,319.1
3656,2017,8,6,57.1
3657,2017,8,7,91.1
3658,2017,8,8,378.1
3659,2017,8,9,248.8
3788,2017,8,9,248.8
3789,2017,8,10,257.6
3790,2017,8,11,434.6
3791,2017,8,12,141.5
3792,2017,8,13,135.6
3793,2017,8,14,463.1
3794,2017,8,15,332.5
3795,2017,8,16,10.4
3796,2017,8,17,63.7
3797,2017,8,18,40.3
3798,2017,8,19,17.2
3799,2017,8,20,170.8
3800,2017,8,21,40.5
3801,2017,8,22,49.8
3802,2017,8,23,25.3
3803,2017,8,24,170.8
3804,2017,8,25,4.0
3805,2017,8,26,101.1
3806,2017,8,27,76.8
3807,2017,8,28,95.5
3808,2017,8,29,120.3
3809,2017,8,30,25.2
3810,2017,8,31,0.7
3811,2017,9,1,75.0
3812,2017,9,2,6.2
3813,2017,9,3,92.3
3814,2017,9,4,197.0
3815,2017,9,5,154.6
3816,2017,9,6,104.5
3817,2017,9,7,0.3
3818,2017,9,8,5.5
3819,2017,9,9,0.4
3945,2017,9,9,0.4
3946,2017,9,10,0.9
3947,2017,9,11,156.3
3948,2017,9,12,46.9
3949,2017,9,13,149.6
3950,2017,9,14,18.3
3951,2017,9,15,88.2
3952,2017,9,16,100.2
3953,2017,9,17,291.4
3954,2017,9,18,49.5
3955,2017,9,19,10.5
3956,2017,9,20,19.5
3957,2017,9,21,6.9
3958,2017,9,22,2.1
3959,2017,9,23,156.4
3960,2017,9,24,271.3
3961,2017,9,25,191.7
3962,2017,9,26,0.9
3963,2017,9,27,65.2
3964,2017,9,28,70.1
3965,2017,9,29,235.2
3966,2017,9,30,0.2
3967,2017,10,1,0.4
3968,2017,10,2,0.0
3969,2017,10,3,0.4
3970,2017,10,4,54.7
3971,2017,10,5,0.6
3972,2017,10,6,7.5
3973,2017,10,7,4.7
3974,2017,10,8,0.8
2381,2017,10,9,0.9
3975,2017,10,9,0.9
2382,2017,10,10,0.9
2383,2017,10,11,2.6
2384,2017,10,12,8.5
2385,2017,10,13,98.0
2386,2017,10,14,0.6
2387,2017,10,15,128.0
2388,2017,10,16,10.8
2389,2017,10,17,2.8
2390,2017,10,18,40.7
2391,2017,10,19,167.1
2392,2017,10,20,216.1
2393,2017,10,21,105.6
2394,2017,10,22,87.6
2395,2017,10,23,184.9
2396,2017,10,24,1.8
2397,2017,10,25,105.9
2398,2017,10,26,0.6
2399,2017,10,27,0.9
2400,2017,10,28,1.0
2401,2017,10,29,1.0
2402,2017,10,30,0.7
2403,2017,10,31,214.4
2404,2017,11,1,0.9
2405,2017,11,2,46.2
2406,2017,11,3,98.1
2407,2017,11,4,24.1
2408,2017,11,5,0.2
2409,2017,11,6,0.3
2410,2017,11,7,165.4
2411,2017,11,8,7.6
2412,2017,11,9,0.4
2538,2017,11,9,0.4
2539,2017,11,10,30.5
2540,2017,11,11,0.6
2541,2017,11,12,1.2
2542,2017,11,13,3.7
2543,2017,11,14,12.1
2544,2017,11,15,24.0
2545,2017,11,16,28.5
2546,2017,11,17,27.5
2547,2017,11,18,0.6
2548,2017,11,19,0.9
2549,2017,11,20,1.0
2550,2017,11,21,0.9
2551,2017,11,22,0.7
2552,2017,11,23,0.4
2553,2017,11,24,0.9
2554,2017,11,25,10.9
2555,2017,11,26,1.3
2556,2017,11,27,0.7
2557,2017,11,28,0.8
2558,2017,11,29,1.1
2559,2017,11,30,1.1
2560,2017,12,1,0.8
2561,2017,12,2,17.0
2562,2017,12,3,1.0
2563,2017,12,4,1.7
2564,2017,12,5,13.6
2565,2017,12,6,15.7
2566,2017,12,7,0.8
2567,2017,12,8,1.3
2568,2017,12,9,3.5
2696,2017,12,9,3.5
2697,2017,12,10,0.1
2698,2017,12,11,0.2
2699,2017,12,12,1.1
2700,2017,12,13,77.8
2701,2017,12,14,31.1
2702,2017,12,15,1.1
2703,2017,12,16,1.0
2704,2017,12,17,1.0
2705,2017,12,18,7.6
2706,2017,12,19,1.3
2707,2017,12,20,0.5
2708,2017,12,21,1.5
2709,2017,12,22,22.0
2710,2017,12,23,0.9
2711,2017,12,24,80.2
2712,2017,12,25,24.0
2713,2017,12,26,1.3
2714,2017,12,27,1.4
2715,2017,12,28,0.6
2716,2017,12,29,1.0
2717,2017,12,30,2.4
2718,2017,12,31,12.2
2719,2018,1,1,0.9
2720,2018,1,2,0.8
2721,2018,1,3,0.3
2722,2018,1,4,0.4
2723,2018,1,5,0.9
2724,2018,1,6,0.9
2725,2018,1,7,93.0
2726,2018,1,8,101.2
2221,2018,1,9,39.6
2727,2018,1,9,39.6
2222,2018,1,10,0.9
2223,2018,1,11,0.5
2224,2018,1,12,1.4
2225,2018,1,13,0.6
2226,2018,1,14,37.5
2227,2018,1,15,0.3
2228,2018,1,16,61.4
2229,2018,1,17,0.2
2230,2018,1,18,0.4
2231,2018,1,19,0.8
2232,2018,1,20,0.8
2233,2018,1,21,0.7
2234,2018,1,22,0.9
2235,2018,1,23,1.2
2236,2018,1,24,0.6
2237,2018,1,25,1.1
2238,2018,1,26,1.0
2239,2018,1,27,1.0
2240,2018,1,28,1.1
2241,2018,1,29,0.9
2242,2018,1,30,0.7
2243,2018,1,31,54.4
2244,2018,2,1,1.0
2245,2018,2,2,1.2
2246,2018,2,3,0.3
2247,2018,2,4,151.6
2248,2018,2,5,185.0
2249,2018,2,6,0.6
2250,2018,2,7,1.8
2251,2018,2,8,2.8
2252,2018,2,9,0.7
2848,2018,2,9,0.7
2849,2018,2,10,0.7
2850,2018,2,11,0.7
2851,2018,2,12,0.7
2852,2018,2,13,0.6
2853,2018,2,14,0.6
2854,2018,2,15,22.5
2855,2018,2,16,0.5
2856,2018,2,17,95.2
2857,2018,2,18,91.4
2858,2018,2,19,45.7
2859,2018,2,20,249.6
2860,2018,2,21,206.2
2861,2018,2,22,257.3
2862,2018,2,23,93.5
2863,2018,2,24,264.2
2864,2018,2,25,89.8
2865,2018,2,26,114.8
2866,2018,2,27,194.1
2867,2018,2,28,272.6
2868,2018,3,1,288.3
2869,2018,3,2,268.6
2870,2018,3,3,23.0
2871,2018,3,4,174.5
2872,2018,3,5,83.6
2873,2018,3,6,59.9
2874,2018,3,7,257.3
2875,2018,3,8,0.7
2876,2018,3,9,0.9
3001,2018,3,9,0.9
3002,2018,3,10,0.9
3003,2018,3,11,1.6
3004,2018,3,12,9.3
3005,2018,3,13,1.2
3006,2018,3,14,22.3
3007,2018,3,15,313.5
3008,2018,3,16,341.7
3009,2018,3,17,294.6
3010,2018,3,18,114.7
3011,2018,3,19,50.2
3012,2018,3,20,61.9
3013,2018,3,21,152.4
3014,2018,3,22,8.0
3015,2018,3,23,161.9
3016,2018,3,24,16.8
3017,2018,3,25,149.9
3018,2018,3,26,350.5
3019,2018,3,27,227.7
3020,2018,3,28,161.5
3021,2018,3,29,389.6
3022,2018,3,30,421.1
3023,2018,3,31,401.7
3024,2018,4,1,60.5
3025,2018,4,2,0.7
3026,2018,4,3,329.0
3027,2018,4,4,135.0
3028,2018,4,5,8.3
3029,2018,4,6,121.6
3030,2018,4,7,267.3
3031,2018,4,8,41.1
3032,2018,4,9,280.3
3249,2018,4,9,280.3
3250,2018,4,10,321.6
3251,2018,4,11,434.2
3252,2018,4,12,327.6
3253,2018,4,13,428.4
3254,2018,4,14,420.5
3255,2018,4,15,69.4
3256,2018,4,16,28.4
3257,2018,4,17,25.9
3258,2018,4,18,86.3
3259,2018,4,19,289.0
3260,2018,4,20,171.2
3261,2018,4,21,159.3
3262,2018,4,22,1.5
3263,2018,4,23,231.4
3264,2018,4,24,1.7
3265,2018,4,25,115.3
3266,2018,4,26,211.2
3267,2018,4,27,190.0
3268,2018,4,28,192.2
3269,2018,4,29,7.5
3270,2018,4,30,267.1
3271,2018,5,1,0.4
3272,2018,5,2,34.6
3273,2018,5,3,119.3
3274,2018,5,4,165.5
3275,2018,5,5,350.4
3276,2018,5,6,425.1
3277,2018,5,7,467.0
3278,2018,5,8,408.2
3279,2018,5,9,515.1
3376,2018,5,9,515.1
3377,2018,5,10,510.4
3378,2018,5,11,507.7
3379,2018,5,12,484.8
3380,2018,5,13,495.8
3381,2018,5,14,458.3
3382,2018,5,15,429.2
3383,2018,5,16,342.4
3384,2018,5,17,377.6
3385,2018,5,18,125.9
3386,2018,5,19,483.3
3387,2018,5,20,311.1
3388,2018,5,21,524.5
3389,2018,5,22,353.8
3390,2018,5,23,199.3
3391,2018,5,24,466.7
3392,2018,5,25,516.5
3393,2018,5,26,492.3
3394,2018,5,27,293.8
3395,2018,5,28,548.8
3396,2018,5,29,514.1
3397,2018,5,30,461.1
3398,2018,5,31,536.0
3399,2018,6,1,395.6
3400,2018,6,2,359.9
3401,2018,6,3,456.8
3402,2018,6,4,270.0
3403,2018,6,5,211.0
3404,2018,6,6,105.4
3405,2018,6,7,207.7
3406,2018,6,8,384.7
3407,2018,6,9,340.9
3501,2018,6,9,340.9
3502,2018,6,10,356.3
3503,2018,6,11,243.6
3504,2018,6,12,235.5
3505,2018,6,13,348.4
3506,2018,6,14,415.5
3507,2018,6,15,177.4
3508,2018,6,16,519.1
3509,2018,6,17,423.4
3510,2018,6,18,254.8
3511,2018,6,19,99.6
3512,2018,6,20,353.3
3513,2018,6,21,131.7
3514,2018,6,22,68.7
3515,2018,6,23,541.4
3516,2018,6,24,80.0
3517,2018,6,25,228.8
3518,2018,6,26,357.8
3519,2018,6,27,411.8
3520,2018,6,28,476.1
3521,2018,6,29,48.4
3522,2018,6,30,287.2
3523,2018,7,1,533.5
3524,2018,7,2,5.0
3525,2018,7,3,0.4
3526,2018,7,4,278.5
3527,2018,7,5,124.1
3528,2018,7,6,100.8
3529,2018,7,7,415.3
3530,2018,7,8,165.6
3531,2018,7,9,186.3
3660,2018,7,9,186.3
3661,2018,7,10,60.1
3662,2018,7,11,183.7
3663,2018,7,12,232.6
3664,2018,7,13,251.0
3665,2018,7,14,390.2
3666,2018,7,15,440.8
3667,2018,7,16,434.1
3668,2018,7,17,455.3
3669,2018,7,18,472.3
3670,2018,7,19,390.0
3671,2018,7,20,37.5
3672,2018,7,21,238.4
3673,2018,7,22,425.8
3674,2018,7,23,430.5
3675,2018,7,24,363.8
3676,2018,7,25,438.9
3677,2018,7,26,354.8
3678,2018,7,27,378.8
3679,2018,7,28,210.3
3680,2018,7,29,138.2
3681,2018,7,30,343.5
3682,2018,7,31,335.5
3683,2018,8,1,359.8
3684,2018,8,2,329.3
3685,2018,8,3,266.8
3686,2018,8,4,186.8
3687,2018,8,5,209.6
3688,2018,8,6,312.7
3689,2018,8,7,246.3
3690,2018,8,8,443.6
3691,2018,8,9,223.2
3820,2018,8,9,223.2
3821,2018,8,10,192.9
3822,2018,8,11,300.7
3823,2018,8,12,79.4
3824,2018,8,13,198.8
3825,2018,8,14,298.3
3826,2018,8,15,35.4
3827,2018,8,16,321.0
3828,2018,8,17,356.7
3829,2018,8,18,155.6
3830,2018,8,19,170.1
3831,2018,8,20,47.2
3832,2018,8,21,372.1
3833,2018,8,22,358.9
3834,2018,8,23,66.2
3835,2018,8,24,210.4
3836,2018,8,25,32.4
3837,2018,8,26,17.1
3838,2018,8,27,182.5
3839,2018,8,28,3.8
3840,2018,8,29,273.6
3841,2018,8,30,2.3
3842,2018,8,31,39.5
3843,2018,9,1,4.2
3844,2018,9,2,103.2
3845,2018,9,3,297.6
3846,2018,9,4,0.7
3847,2018,9,5,19.0
3848,2018,9,6,136.6
3849,2018,9,7,74.7
3850,2018,9,8,94.5
3851,2018,9,9,16.8
3976,2018,9,9,16.8
3977,2018,9,10,13.1
3978,2018,9,11,2.9
3979,2018,9,12,127.1
3980,2018,9,13,280.9
3981,2018,9,14,80.4
3982,2018,9,15,9.9
3983,2018,9,16,323.1
3984,2018,9,17,3.8
3985,2018,9,18,54.1
3986,2018,9,19,265.4
3987,2018,9,20,92.5
3988,2018,9,21,54.0
3989,2018,9,22,65.9
3990,2018,9,23,258.2
3991,2018,9,24,192.3
3992,2018,9,25,318.0
3993,2018,9,26,-0.1
3994,2018,9,27,232.4
3995,2018,9,28,148.3
3996,2018,9,29,208.2
3997,2018,9,30,13.6
3998,2018,10,1,162.0
3999,2018,10,2,85.3
4000,2018,10,3,0.2
4001,2018,10,4,253.2
4002,2018,10,5,22.1
4003,2018,10,6,25.2
4004,2018,10,7,45.7
4005,2018,10,8,24.1
2413,2018,10,9,0.6
4006,2018,10,9,0.6
2414,2018,10,10,156.1
2415,2018,10,11,221.9
2416,2018,10,12,0.3
2417,2018,10,13,28.0
2418,2018,10,14,199.3
2419,2018,10,15,217.7
2420,2018,10,16,11.2
2421,2018,10,17,2.2
2422,2018,10,18,0.5
2423,2018,10,19,243.7
2424,2018,10,20,21.3
2425,2018,10,21,74.0
2426,2018,10,22,126.3
2427,2018,10,23,0.1
2428,2018,10,24,24.2
2429,2018,10,25,5.7
2430,2018,10,26,1.0
2431,2018,10,27,0.3
2432,2018,10,28,212.5
2433,2018,10,29,4.2
2434,2018,10,30,0.2
2435,2018,10,31,0.2
2436,2018,11,1,16.0
2437,2018,11,2,0.3
2438,2018,11,3,0.2
2439,2018,11,4,59.3
2440,2018,11,5,0.3
2441,2018,11,6,0.4
2442,2018,11,7,0.4
2443,2018,11,8,0.2
2444,2018,11,9,0.4
2569,2018,11,9,0.4
2570,2018,11,10,0.3
2571,2018,11,11,0.3
2572,2018,11,12,0.3
2573,2018,11,13,0.7
2574,2018,11,14,0.6
2575,2018,11,15,0.3
2576,2018,11,16,0.5
2577,2018,11,17,29.3
2578,2018,11,18,95.9
2579,2018,11,19,0.2
2580,2018,11,20,0.5
2581,2018,11,21,126.7
2582,2018,11,22,6.3
2583,2018,11,23,0.8
2584,2018,11,24,119.5
2585,2018,11,25,7.4
2586,2018,11,26,14.9
2587,2018,11,27,64.5
2588,2018,11,28,102.4
2589,2018,11,29,0.6
2590,2018,11,30,0.3
2591,2018,12,1,116.3
2592,2018,12,2,0.3
2593,2018,12,3,0.3
2594,2018,12,4,0.6
2595,2018,12,5,0.6
2596,2018,12,6,32.8
2597,2018,12,7,0.2
2598,2018,12,8,0.6
2599,2018,12,9,0.2
2728,2018,12,9,0.2
2729,2018,12,10,0.1
2730,2018,12,11,0.5
2731,2018,12,12,1.2
2732,2018,12,13,0.2
2733,2018,12,14,0.3
2734,2018,12,15,0.5
2735,2018,12,16,0.4
2736,2018,12,17,0.3
2737,2018,12,18,0.6
2738,2018,12,19,0.7
2739,2018,12,20,0.4
2740,2018,12,21,0.0
2741,2018,12,22,0.1
2742,2018,12,23,33.5
2743,2018,12,24,2.9
2744,2018,12,25,0.9
2745,2018,12,26,14.9
2746,2018,12,27,0.9
2747,2018,12,28,0.8
2748,2018,12,29,0.8
2749,2018,12,30,0.8
2750,2018,12,31,0.4
2751,2019,1,1,0.8
2752,2019,1,2,0.2
2753,2019,1,3,109.0
2754,2019,1,4,1.0
2755,2019,1,5,13.8
2756,2019,1,6,1.1
2757,2019,1,7,0.8
2758,2019,1,8,0.7
2253,2019,1,9,1.1
2759,2019,1,9,1.1
2254,2019,1,10,0.9
2255,2019,1,11,60.9
2256,2019,1,12,75.3
2257,2019,1,13,1.5
2258,2019,1,14,1.9
2259,2019,1,15,0.9
2260,2019,1,16,75.7
2261,2019,1,17,0.4
2262,2019,1,18,14.8
2263,2019,1,19,53.0
2264,2019,1,20,107.0
2265,2019,1,21,127.0
2266,2019,1,22,72.0
2267,2019,1,23,0.7
2268,2019,1,24,78.7
2269,2019,1,25,0.5
2270,2019,1,26,0.3
2271,2019,1,27,156.9
2272,2019,1,28,0.6
2273,2019,1,29,0.6
2274,2019,1,30,1.1
2275,2019,1,31,22.1
2276,2019,2,1,0.2
2277,2019,2,2,0.3
2278,2019,2,3,0.5
2279,2019,2,4,3.9
2280,2019,2,5,0.7
2281,2019,2,6,170.3
2282,2019,2,7,0.9
2283,2019,2,8,0.5
2284,2019,2,9,0.6
2877,2019,2,9,0.6
2878,2019,2,10,0.6
2879,2019,2,11,0.4
2880,2019,2,12,61.9
2881,2019,2,13,1.1
2882,2019,2,14,87.4
2883,2019,2,15,35.6
2884,2019,2,16,208.6
2885,2019,2,17,211.1
2886,2019,2,18,12.4
2887,2019,2,19,0.7
2888,2019,2,20,1.6
2889,2019,2,21,265.9
2890,2019,2,22,260.0
2891,2019,2,23,58.2
2892,2019,2,24,7.8
2893,2019,2,25,203.4
2894,2019,2,26,141.4
2895,2019,2,27,10.8
2896,2019,2,28,15.5
2897,2019,3,1,287.2
2898,2019,3,2,144.8
2899,2019,3,3,159.4
2900,2019,3,4,0.4
2901,2019,3,5,136.5
2902,2019,3,6,256.8
2903,2019,3,7,0.5
2904,2019,3,8,20.1
3033,2019,3,9,115.2
3034,2019,3,10,95.0
3035,2019,3,11,36.9
3036,2019,3,12,98.4
3037,2019,3,13,11.3
3038,2019,3,14,1.3
3039,2019,3,15,0.7
3040,2019,3,16,0.7
3041,2019,3,17,1.0
3042,2019,3,18,1.5
3043,2019,3,19,11.7
3044,2019,3,20,42.5
3045,2019,3,21,57.2
3046,2019,3,22,368.9
3047,2019,3,23,0.4
3048,2019,3,24,348.3
3049,2019,3,25,53.5
3050,2019,3,26,374.9
3051,2019,3,27,282.7
3052,2019,3,28,87.1
3053,2019,3,29,223.6
3054,2019,3,30,58.3
3055,2019,3,31,54.8
3056,2019,4,1,409.1
3057,2019,4,2,271.2
3058,2019,4,3,385.6
3059,2019,4,4,353.4
3060,2019,4,5,267.6
3061,2019,4,6,378.6
3062,2019,4,7,235.8
3063,2019,4,8,0.2
3064,2019,4,9,7.1
3065,2019,4,10,2.9
3066,2019,4,11,116.7
3067,2019,4,12,363.2
3068,2019,4,13,3.4
3069,2019,4,14,53.0
3070,2019,4,15,448.4
3071,2019,4,16,458.7
3072,2019,4,17,454.9
3073,2019,4,18,412.1
3074,2019,4,19,247.8
3075,2019,4,20,175.7
3076,2019,4,21,433.6
3077,2019,4,22,98.6
3078,2019,4,23,393.9
3079,2019,4,24,353.7
3080,2019,4,25,95.8
3081,2019,4,26,5.2
3082,2019,4,27,359.8
3083,2019,4,28,413.5
3084,2019,4,29,397.9
3085,2019,4,30,161.4
3086,2019,5,1,323.1
3087,2019,5,2,0.3
3088,2019,5,3,30.8
3089,2019,5,4,165.0
3090,2019,5,5,459.7
3091,2019,5,6,464.9
3092,2019,5,7,217.6
3093,2019,5,8,425.1
3094,2019,5,9,442.0
3095,2019,5,10,0.5
