,Observation station,Year,Month,Day,Time [Local time],Direct solar radiation mean [W/m2]
6939,Sodankylä Tähtelä,2007,1,16,00:00,1
6940,Sodankylä Tähtelä,2007,1,17,00:00,2.4
6941,Sodankylä Tähtelä,2007,1,18,00:00,2.3
6942,Sodankylä Tähtelä,2007,1,19,00:00,23.8
6943,Sodankylä Tähtelä,2007,1,20,00:00,11.4
6944,Sodankylä Tähtelä,2007,1,21,00:00,4.7
6945,Sodankylä Tähtelä,2007,1,22,00:00,35
6946,Sodankylä Tähtelä,2007,1,23,00:00,4.1
6947,Sodankylä Tähtelä,2007,1,24,00:00,4.7
6948,Sodankylä Tähtelä,2007,1,25,00:00,2.2
6949,Sodankylä Tähtelä,2007,1,26,00:00,2.2
6950,Sodankylä Tähtelä,2007,1,27,00:00,2.6
6951,Sodankylä Tähtelä,2007,1,28,00:00,2.3
6952,Sodankylä Tähtelä,2007,1,29,00:00,4.5
6953,Sodankylä Tähtelä,2007,1,30,00:00,3.2
6954,Sodankylä Tähtelä,2007,1,31,00:00,4.3
6955,Sodankylä Tähtelä,2007,2,1,00:00,3.6
6956,Sodankylä Tähtelä,2007,2,2,00:00,1.8
6957,Sodankylä Tähtelä,2007,2,3,00:00,1
6958,Sodankylä Tähtelä,2007,2,4,00:00,1.2
6959,Sodankylä Tähtelä,2007,2,5,00:00,3.3
6960,Sodankylä Tähtelä,2007,2,6,00:00,5.2
6961,Sodankylä Tähtelä,2007,2,7,00:00,4.4
6962,Sodankylä Tähtelä,2007,2,8,00:00,2.9
6963,Sodankylä Tähtelä,2007,2,9,00:00,3.2
6964,Sodankylä Tähtelä,2007,2,10,00:00,3.1
6965,Sodankylä Tähtelä,2007,2,11,00:00,3.5
6966,Sodankylä Tähtelä,2007,2,12,00:00,3.8
6967,Sodankylä Tähtelä,2007,2,13,00:00,3.6
6968,Sodankylä Tähtelä,2007,2,14,00:00,1.6
6969,Sodankylä Tähtelä,2007,2,15,00:00,0.2
6970,Sodankylä Tähtelä,2007,2,16,00:00,0.5
6971,Sodankylä Tähtelä,2007,2,17,00:00,-0.1
6972,Sodankylä Tähtelä,2007,2,18,00:00,0.6
6973,Sodankylä Tähtelä,2007,2,19,00:00,0.7
6974,Sodankylä Tähtelä,2007,2,20,00:00,27.6
6975,Sodankylä Tähtelä,2007,2,21,00:00,177.6
6976,Sodankylä Tähtelä,2007,2,22,00:00,142.1
6977,Sodankylä Tähtelä,2007,2,23,00:00,79.1
6978,Sodankylä Tähtelä,2007,2,24,00:00,1.9
6979,Sodankylä Tähtelä,2007,2,25,00:00,1.4
6980,Sodankylä Tähtelä,2007,2,26,00:00,2
6981,Sodankylä Tähtelä,2007,2,27,00:00,34.4
6982,Sodankylä Tähtelä,2007,2,28,00:00,15.3
6983,Sodankylä Tähtelä,2007,3,1,00:00,1.5
6984,Sodankylä Tähtelä,2007,3,2,00:00,0.6
6985,Sodankylä Tähtelä,2007,3,3,00:00,227.8
6986,Sodankylä Tähtelä,2007,3,4,00:00,72.9
6987,Sodankylä Tähtelä,2007,3,5,00:00,46.1
6988,Sodankylä Tähtelä,2007,3,6,00:00,2.8
6989,Sodankylä Tähtelä,2007,3,7,00:00,2
6990,Sodankylä Tähtelä,2007,3,8,00:00,1.2
6991,Sodankylä Tähtelä,2007,3,9,00:00,1.1
6992,Sodankylä Tähtelä,2007,3,10,00:00,1.7
6993,Sodankylä Tähtelä,2007,3,11,00:00,1.9
6994,Sodankylä Tähtelä,2007,3,12,00:00,130.1
6995,Sodankylä Tähtelä,2007,3,13,00:00,1.6
6996,Sodankylä Tähtelä,2007,3,14,00:00,173.3
6997,Sodankylä Tähtelä,2007,3,15,00:00,232.5
6998,Sodankylä Tähtelä,2007,3,16,00:00,31.6
6999,Sodankylä Tähtelä,2007,3,17,00:00,28.6
7000,Sodankylä Tähtelä,2007,3,18,00:00,1.6
7001,Sodankylä Tähtelä,2007,3,19,00:00,1
7002,Sodankylä Tähtelä,2007,3,20,00:00,18.2
7003,Sodankylä Tähtelä,2007,3,21,00:00,349.8
7004,Sodankylä Tähtelä,2007,3,22,00:00,87.1
7005,Sodankylä Tähtelä,2007,3,23,00:00,241
7006,Sodankylä Tähtelä,2007,3,24,00:00,249.8
7007,Sodankylä Tähtelä,2007,3,25,00:00,73.1
7008,Sodankylä Tähtelä,2007,3,26,00:00,278.2
7009,Sodankylä Tähtelä,2007,3,27,00:00,305.3
7010,Sodankylä Tähtelä,2007,3,28,00:00,-
7011,-,2007,3,29,00:00,-
7012,Sodankylä Tähtelä,2007,3,30,00:00,234.8
7013,Sodankylä Tähtelä,2007,3,31,00:00,15.8
7014,Sodankylä Tähtelä,2007,4,1,00:00,2.5
7015,Sodankylä Tähtelä,2007,4,2,00:00,150.1
7016,Sodankylä Tähtelä,2007,4,3,00:00,233.6
7017,Sodankylä Tähtelä,2007,4,4,00:00,27.6
7018,Sodankylä Tähtelä,2007,4,5,00:00,164.2
7019,Sodankylä Tähtelä,2007,4,6,00:00,154.9
7020,Sodankylä Tähtelä,2007,4,7,00:00,149.4
7021,Sodankylä Tähtelä,2007,4,8,00:00,323.4
7075,Sodankylä Tähtelä,2007,4,9,00:00,420.2
7076,Sodankylä Tähtelä,2007,4,10,00:00,256.7
7077,Sodankylä Tähtelä,2007,4,11,00:00,0.7
7078,Sodankylä Tähtelä,2007,4,12,00:00,149.7
7079,Sodankylä Tähtelä,2007,4,13,00:00,77.0
7080,Sodankylä Tähtelä,2007,4,14,00:00,139.2
7081,Sodankylä Tähtelä,2007,4,15,00:00,255.1
7082,Sodankylä Tähtelä,2007,4,16,00:00,52.0
7083,Sodankylä Tähtelä,2007,4,17,00:00,326.1
7084,Sodankylä Tähtelä,2007,4,18,00:00,420.3
7085,Sodankylä Tähtelä,2007,4,19,00:00,235.9
7086,Sodankylä Tähtelä,2007,4,20,00:00,263.2
7087,Sodankylä Tähtelä,2007,4,21,00:00,57.3
7088,Sodankylä Tähtelä,2007,4,22,00:00,434.8
7089,Sodankylä Tähtelä,2007,4,23,00:00,1.0
7090,Sodankylä Tähtelä,2007,4,24,00:00,379.7
7091,Sodankylä Tähtelä,2007,4,25,00:00,194.3
7092,Sodankylä Tähtelä,2007,4,26,00:00,128.4
7093,Sodankylä Tähtelä,2007,4,27,00:00,20.5
7094,Sodankylä Tähtelä,2007,4,28,00:00,200.1
7095,Sodankylä Tähtelä,2007,4,29,00:00,178.1
7096,Sodankylä Tähtelä,2007,4,30,00:00,228.4
7097,Sodankylä Tähtelä,2007,5,1,00:00,2.0
7098,Sodankylä Tähtelä,2007,5,2,00:00,29.4
7099,Sodankylä Tähtelä,2007,5,3,00:00,114.8
7100,Sodankylä Tähtelä,2007,5,4,00:00,247.2
7101,Sodankylä Tähtelä,2007,5,5,00:00,122.5
7102,Sodankylä Tähtelä,2007,5,6,00:00,107.5
7103,Sodankylä Tähtelä,2007,5,7,00:00,1.3
7104,Sodankylä Tähtelä,2007,5,8,00:00,7.4
7105,Sodankylä Tähtelä,2007,5,9,00:00,0.7
7106,Sodankylä Tähtelä,2007,5,10,00:00,1.2
7107,Sodankylä Tähtelä,2007,5,11,00:00,1.1
7108,Sodankylä Tähtelä,2007,5,12,00:00,1.9
7109,Sodankylä Tähtelä,2007,5,13,00:00,79.2
7110,Sodankylä Tähtelä,2007,5,14,00:00,85.4
7111,Sodankylä Tähtelä,2007,5,15,00:00,0.3
7112,Sodankylä Tähtelä,2007,5,16,00:00,58.7
7113,Sodankylä Tähtelä,2007,5,17,00:00,101.3
7114,Sodankylä Tähtelä,2007,5,18,00:00,282.5
7115,Sodankylä Tähtelä,2007,5,19,00:00,52.2
7116,Sodankylä Tähtelä,2007,5,20,00:00,125.0
7117,Sodankylä Tähtelä,2007,5,21,00:00,332.4
7118,Sodankylä Tähtelä,2007,5,22,00:00,279.3
7119,Sodankylä Tähtelä,2007,5,23,00:00,88.5
7120,Sodankylä Tähtelä,2007,5,24,00:00,333.0
7121,Sodankylä Tähtelä,2007,5,25,00:00,382.6
7122,Sodankylä Tähtelä,2007,5,26,00:00,191.7
7123,Sodankylä Tähtelä,2007,5,27,00:00,308.2
7124,Sodankylä Tähtelä,2007,5,28,00:00,479.8
7125,Sodankylä Tähtelä,2007,5,29,00:00,604.5
7126,Sodankylä Tähtelä,2007,5,30,00:00,495.0
7127,Sodankylä Tähtelä,2007,5,31,00:00,397.2
7128,Sodankylä Tähtelä,2007,6,1,00:00,492.2
7129,Sodankylä Tähtelä,2007,6,2,00:00,620.8
7130,Sodankylä Tähtelä,2007,6,3,00:00,405.3
7131,Sodankylä Tähtelä,2007,6,4,00:00,396.8
7132,Sodankylä Tähtelä,2007,6,5,00:00,366.7
7133,Sodankylä Tähtelä,2007,6,6,00:00,182.6
7134,Sodankylä Tähtelä,2007,6,7,00:00,593.5
7135,Sodankylä Tähtelä,2007,6,8,00:00,248.3
7136,Sodankylä Tähtelä,2007,6,9,00:00,177.4
7137,Sodankylä Tähtelä,2007,6,10,00:00,324.3
7138,Sodankylä Tähtelä,2007,6,11,00:00,84.9
7139,Sodankylä Tähtelä,2007,6,12,00:00,69.3
7140,Sodankylä Tähtelä,2007,6,13,00:00,31.7
7141,Sodankylä Tähtelä,2007,6,14,00:00,173.3
7142,Sodankylä Tähtelä,2007,6,15,00:00,271.3
7143,Sodankylä Tähtelä,2007,6,16,00:00,171.7
7144,Sodankylä Tähtelä,2007,6,17,00:00,103.1
7145,Sodankylä Tähtelä,2007,6,18,00:00,219.5
7146,Sodankylä Tähtelä,2007,6,19,00:00,166.1
7147,Sodankylä Tähtelä,2007,6,20,00:00,33.5
7148,Sodankylä Tähtelä,2007,6,21,00:00,181.9
7149,Sodankylä Tähtelä,2007,6,22,00:00,448.0
7150,Sodankylä Tähtelä,2007,6,23,00:00,414.9
7151,Sodankylä Tähtelä,2007,6,24,00:00,330.7
7152,Sodankylä Tähtelä,2007,6,25,00:00,0.4
7153,Sodankylä Tähtelä,2007,6,26,00:00,46.8
7154,Sodankylä Tähtelä,2007,6,27,00:00,129.0
7155,Sodankylä Tähtelä,2007,6,28,00:00,82.7
7156,Sodankylä Tähtelä,2007,6,29,00:00,67.8
7157,Sodankylä Tähtelä,2007,6,30,00:00,14.2
7158,Sodankylä Tähtelä,2007,7,1,00:00,1.2
7159,Sodankylä Tähtelä,2007,7,2,00:00,192.7
7160,Sodankylä Tähtelä,2007,7,3,00:00,311.6
7161,Sodankylä Tähtelä,2007,7,4,00:00,441.4
7162,Sodankylä Tähtelä,2007,7,5,00:00,317.8
7163,Sodankylä Tähtelä,2007,7,6,00:00,252.0
7164,Sodankylä Tähtelä,2007,7,7,00:00,0.7
7165,Sodankylä Tähtelä,2007,7,8,00:00,2.0
7166,Sodankylä Tähtelä,2007,7,9,00:00,1.3
7167,Sodankylä Tähtelä,2007,7,10,00:00,0.9
7168,Sodankylä Tähtelä,2007,7,11,00:00,48.5
7169,Sodankylä Tähtelä,2007,7,12,00:00,222.8
7170,Sodankylä Tähtelä,2007,7,13,00:00,163.3
7171,Sodankylä Tähtelä,2007,7,14,00:00,0.7
7172,Sodankylä Tähtelä,2007,7,15,00:00,7.9
7173,Sodankylä Tähtelä,2007,7,16,00:00,138.7
7174,Sodankylä Tähtelä,2007,7,17,00:00,341.7
7175,Sodankylä Tähtelä,2007,7,18,00:00,4.7
7176,Sodankylä Tähtelä,2007,7,19,00:00,1.8
7177,Sodankylä Tähtelä,2007,7,20,00:00,265.0
7178,Sodankylä Tähtelä,2007,7,21,00:00,213.1
7179,Sodankylä Tähtelä,2007,7,22,00:00,331.6
7180,Sodankylä Tähtelä,2007,7,23,00:00,35.7
7181,Sodankylä Tähtelä,2007,7,24,00:00,107.4
7182,Sodankylä Tähtelä,2007,7,25,00:00,164.7
7183,Sodankylä Tähtelä,2007,7,26,00:00,9.7
7184,Sodankylä Tähtelä,2007,7,27,00:00,67.3
7185,Sodankylä Tähtelä,2007,7,28,00:00,182.8
7186,Sodankylä Tähtelä,2007,7,29,00:00,276.6
7187,Sodankylä Tähtelä,2007,7,30,00:00,113.5
7188,Sodankylä Tähtelä,2007,7,31,00:00,1.1
7189,Sodankylä Tähtelä,2007,8,1,00:00,75.9
7190,Sodankylä Tähtelä,2007,8,2,00:00,155.4
7191,Sodankylä Tähtelä,2007,8,3,00:00,152.3
7192,Sodankylä Tähtelä,2007,8,4,00:00,10.6
7193,Sodankylä Tähtelä,2007,8,5,00:00,1.4
7194,Sodankylä Tähtelä,2007,8,6,00:00,236.1
7195,Sodankylä Tähtelä,2007,8,7,00:00,433.6
7196,Sodankylä Tähtelä,2007,8,8,00:00,433.8
7197,Sodankylä Tähtelä,2007,8,9,00:00,179.2
7198,Sodankylä Tähtelä,2007,8,10,00:00,222.6
7199,Sodankylä Tähtelä,2007,8,11,00:00,62.6
7200,Sodankylä Tähtelä,2007,8,12,00:00,45.7
7201,Sodankylä Tähtelä,2007,8,13,00:00,47.1
7202,Sodankylä Tähtelä,2007,8,14,00:00,27.2
7203,Sodankylä Tähtelä,2007,8,15,00:00,95.9
7204,Sodankylä Tähtelä,2007,8,16,00:00,105.2
7205,Sodankylä Tähtelä,2007,8,17,00:00,36.0
7206,Sodankylä Tähtelä,2007,8,18,00:00,7.2
7207,Sodankylä Tähtelä,2007,8,19,00:00,50.8
7208,Sodankylä Tähtelä,2007,8,20,00:00,152.2
7209,Sodankylä Tähtelä,2007,8,21,00:00,347.3
7210,Sodankylä Tähtelä,2007,8,22,00:00,148.3
7211,Sodankylä Tähtelä,2007,8,23,00:00,150.6
7212,Sodankylä Tähtelä,2007,8,24,00:00,348.4
7213,Sodankylä Tähtelä,2007,8,25,00:00,16.0
7214,Sodankylä Tähtelä,2007,8,26,00:00,33.8
7215,Sodankylä Tähtelä,2007,8,27,00:00,105.6
7216,Sodankylä Tähtelä,2007,8,28,00:00,202.6
7217,Sodankylä Tähtelä,2007,8,29,00:00,150.8
7218,Sodankylä Tähtelä,2007,8,30,00:00,87.3
7219,Sodankylä Tähtelä,2007,8,31,00:00,230.0
7220,Sodankylä Tähtelä,2007,9,1,00:00,252.3
7221,Sodankylä Tähtelä,2007,9,2,00:00,219.8
7222,Sodankylä Tähtelä,2007,9,3,00:00,4.0
7223,Sodankylä Tähtelä,2007,9,4,00:00,185.8
7224,Sodankylä Tähtelä,2007,9,5,00:00,56.4
7225,Sodankylä Tähtelä,2007,9,6,00:00,46.6
7226,Sodankylä Tähtelä,2007,9,7,00:00,72.9
7227,Sodankylä Tähtelä,2007,9,8,00:00,240.2
7228,Sodankylä Tähtelä,2007,9,9,00:00,9.0
7229,Sodankylä Tähtelä,2007,9,10,00:00,2.7
7230,Sodankylä Tähtelä,2007,9,11,00:00,76.7
7231,Sodankylä Tähtelä,2007,9,12,00:00,1.4
7232,Sodankylä Tähtelä,2007,9,13,00:00,147.8
7233,Sodankylä Tähtelä,2007,9,14,00:00,6.2
7234,Sodankylä Tähtelä,2007,9,15,00:00,17.6
7235,Sodankylä Tähtelä,2007,9,16,00:00,0.6
7236,Sodankylä Tähtelä,2007,9,17,00:00,14.1
7237,Sodankylä Tähtelä,2007,9,18,00:00,0.8
7238,Sodankylä Tähtelä,2007,9,19,00:00,32.8
7239,Sodankylä Tähtelä,2007,9,20,00:00,120.8
7240,Sodankylä Tähtelä,2007,9,21,00:00,0.6
7241,Sodankylä Tähtelä,2007,9,22,00:00,9.2
7242,Sodankylä Tähtelä,2007,9,23,00:00,219.1
7243,Sodankylä Tähtelä,2007,9,24,00:00,1.2
7244,Sodankylä Tähtelä,2007,9,25,00:00,0.3
7245,Sodankylä Tähtelä,2007,9,26,00:00,0.1
7246,Sodankylä Tähtelä,2007,9,27,00:00,42.8
7247,Sodankylä Tähtelä,2007,9,28,00:00,51.1
7248,Sodankylä Tähtelä,2007,9,29,00:00,300.1
7249,Sodankylä Tähtelä,2007,9,30,00:00,244.9
7250,Sodankylä Tähtelä,2007,10,1,00:00,0.8
7251,Sodankylä Tähtelä,2007,10,2,00:00,0.7
7252,Sodankylä Tähtelä,2007,10,3,00:00,2.5
7253,Sodankylä Tähtelä,2007,10,4,00:00,10.6
7254,Sodankylä Tähtelä,2007,10,5,00:00,134.1
7255,Sodankylä Tähtelä,2007,10,6,00:00,139.6
7256,Sodankylä Tähtelä,2007,10,7,00:00,0.8
7257,Sodankylä Tähtelä,2007,10,8,00:00,0.8
7258,Sodankylä Tähtelä,2007,10,9,00:00,148.8
7259,Sodankylä Tähtelä,2007,10,10,00:00,129.5
7260,Sodankylä Tähtelä,2007,10,11,00:00,245.3
7261,Sodankylä Tähtelä,2007,10,12,00:00,89.3
7262,Sodankylä Tähtelä,2007,10,13,00:00,131.1
7263,Sodankylä Tähtelä,2007,10,14,00:00,2.2
7264,Sodankylä Tähtelä,2007,10,15,00:00,1.9
7265,Sodankylä Tähtelä,2007,10,16,00:00,1.5
7266,Sodankylä Tähtelä,2007,10,17,00:00,1.0
7267,Sodankylä Tähtelä,2007,10,18,00:00,1.5
7268,Sodankylä Tähtelä,2007,10,19,00:00,89.8
7269,Sodankylä Tähtelä,2007,10,20,00:00,34.1
7270,Sodankylä Tähtelä,2007,10,21,00:00,2.0
7271,Sodankylä Tähtelä,2007,10,22,00:00,1.1
7272,Sodankylä Tähtelä,2007,10,23,00:00,0.7
7273,Sodankylä Tähtelä,2007,10,24,00:00,0.7
7274,Sodankylä Tähtelä,2007,10,25,00:00,65.1
7275,Sodankylä Tähtelä,2007,10,26,00:00,0.8
7276,Sodankylä Tähtelä,2007,10,27,00:00,0.6
7277,Sodankylä Tähtelä,2007,10,28,00:00,0.7
7278,Sodankylä Tähtelä,2007,10,29,00:00,0.8
7279,Sodankylä Tähtelä,2007,10,30,00:00,1.1
7280,Sodankylä Tähtelä,2007,10,31,00:00,70.4
7281,Sodankylä Tähtelä,2007,11,1,00:00,7.0
7282,Sodankylä Tähtelä,2007,11,2,00:00,71.5
7283,Sodankylä Tähtelä,2007,11,3,00:00,49.0
7284,Sodankylä Tähtelä,2007,11,4,00:00,109.6
7285,Sodankylä Tähtelä,2007,11,5,00:00,1.7
7286,Sodankylä Tähtelä,2007,11,6,00:00,2.1
7287,Sodankylä Tähtelä,2007,11,7,00:00,29.5
7288,Sodankylä Tähtelä,2007,11,8,00:00,2.5
7289,Sodankylä Tähtelä,2007,11,9,00:00,2.2
7290,Sodankylä Tähtelä,2007,11,10,00:00,1.0
7291,Sodankylä Tähtelä,2007,11,11,00:00,1.1
7292,Sodankylä Tähtelä,2007,11,12,00:00,2.0
7293,Sodankylä Tähtelä,2007,11,13,00:00,2.0
7294,Sodankylä Tähtelä,2007,11,14,00:00,2.4
7295,Sodankylä Tähtelä,2007,11,15,00:00,2.3
7296,Sodankylä Tähtelä,2007,11,16,00:00,3.1
7297,Sodankylä Tähtelä,2007,11,17,00:00,4.0
7298,Sodankylä Tähtelä,2007,11,18,00:00,2.9
7299,Sodankylä Tähtelä,2007,11,19,00:00,8.6
7300,Sodankylä Tähtelä,2007,11,20,00:00,9.3
7301,Sodankylä Tähtelä,2007,11,21,00:00,1.8
7302,Sodankylä Tähtelä,2007,11,22,00:00,1.1
7303,Sodankylä Tähtelä,2007,11,23,00:00,4.1
7304,Sodankylä Tähtelä,2007,11,24,00:00,5.3
7305,Sodankylä Tähtelä,2007,11,25,00:00,1.3
7306,Sodankylä Tähtelä,2007,11,26,00:00,1.9
7307,Sodankylä Tähtelä,2007,11,27,00:00,1.6
7308,Sodankylä Tähtelä,2007,11,28,00:00,2.2
7309,Sodankylä Tähtelä,2007,11,29,00:00,1.9
7310,Sodankylä Tähtelä,2007,11,30,00:00,2.0
7311,Sodankylä Tähtelä,2007,12,1,00:00,6.4
7312,Sodankylä Tähtelä,2007,12,2,00:00,5.0
7313,Sodankylä Tähtelä,2007,12,3,00:00,2.0
7314,Sodankylä Tähtelä,2007,12,4,00:00,1.6
7315,Sodankylä Tähtelä,2007,12,5,00:00,2.5
7316,Sodankylä Tähtelä,2007,12,6,00:00,1.5
7317,Sodankylä Tähtelä,2007,12,7,00:00,1.0
7318,Sodankylä Tähtelä,2007,12,8,00:00,1.0
7319,Sodankylä Tähtelä,2007,12,9,00:00,2.2
6429,Sodankylä Tähtelä,2007,12,10,00:00,1.7
6430,Sodankylä Tähtelä,2007,12,11,00:00,2.3
6431,Sodankylä Tähtelä,2007,12,12,00:00,2.9
6432,Sodankylä Tähtelä,2007,12,13,00:00,2.2
6433,Sodankylä Tähtelä,2007,12,14,00:00,1.5
6434,Sodankylä Tähtelä,2007,12,15,00:00,1.4
6435,Sodankylä Tähtelä,2007,12,16,00:00,1.2
6436,Sodankylä Tähtelä,2007,12,17,00:00,0.7
6437,Sodankylä Tähtelä,2007,12,18,00:00,0.6
6438,Sodankylä Tähtelä,2007,12,19,00:00,0.7
6439,Sodankylä Tähtelä,2007,12,20,00:00,0.8
6440,Sodankylä Tähtelä,2007,12,21,00:00,1.4
6441,Sodankylä Tähtelä,2007,12,22,00:00,1.7
6442,Sodankylä Tähtelä,2007,12,23,00:00,2.4
6443,Sodankylä Tähtelä,2007,12,24,00:00,0.8
6444,Sodankylä Tähtelä,2007,12,25,00:00,1.3
6445,Sodankylä Tähtelä,2007,12,26,00:00,2.6
6446,Sodankylä Tähtelä,2007,12,27,00:00,1.7
6447,Sodankylä Tähtelä,2007,12,28,00:00,0.7
6448,Sodankylä Tähtelä,2007,12,29,00:00,1.6
6449,Sodankylä Tähtelä,2007,12,30,00:00,1.1
6450,Sodankylä Tähtelä,2007,12,31,00:00,1.6
6451,Sodankylä Tähtelä,2008,1,1,00:00,4.2
6452,Sodankylä Tähtelä,2008,1,2,00:00,3.1
6453,Sodankylä Tähtelä,2008,1,3,00:00,2.7
6454,Sodankylä Tähtelä,2008,1,4,00:00,2.2
6455,Sodankylä Tähtelä,2008,1,5,00:00,3.4
6456,Sodankylä Tähtelä,2008,1,6,00:00,3.9
6457,Sodankylä Tähtelä,2008,1,7,00:00,3.5
6458,Sodankylä Tähtelä,2008,1,8,00:00,-
6459,-,2008,1,9,00:00,-
6460,Sodankylä Tähtelä,2008,1,10,00:00,1.6
6461,Sodankylä Tähtelä,2008,1,11,00:00,1.1
6462,Sodankylä Tähtelä,2008,1,12,00:00,1.8
6463,Sodankylä Tähtelä,2008,1,13,00:00,1.6
6464,Sodankylä Tähtelä,2008,1,14,00:00,4.8
6465,Sodankylä Tähtelä,2008,1,15,00:00,1.7
6466,Sodankylä Tähtelä,2008,1,16,00:00,1.1
6467,Sodankylä Tähtelä,2008,1,17,00:00,1.5
6468,Sodankylä Tähtelä,2008,1,18,00:00,3.6
6469,Sodankylä Tähtelä,2008,1,19,00:00,0.8
6470,Sodankylä Tähtelä,2008,1,20,00:00,1.9
6471,Sodankylä Tähtelä,2008,1,21,00:00,-
6472,-,2008,1,22,00:00,-
6473,Sodankylä Tähtelä,2008,1,23,00:00,28.1
6474,Sodankylä Tähtelä,2008,1,24,00:00,2.3
6475,Sodankylä Tähtelä,2008,1,25,00:00,3.5
6476,Sodankylä Tähtelä,2008,1,26,00:00,4.5
6477,Sodankylä Tähtelä,2008,1,27,00:00,56
6478,Sodankylä Tähtelä,2008,1,28,00:00,33
6479,Sodankylä Tähtelä,2008,1,29,00:00,24.3
6480,Sodankylä Tähtelä,2008,1,30,00:00,51.4
6481,Sodankylä Tähtelä,2008,1,31,00:00,2.6
6482,Sodankylä Tähtelä,2008,2,1,00:00,1.9
6483,Sodankylä Tähtelä,2008,2,2,00:00,1.2
6484,Sodankylä Tähtelä,2008,2,3,00:00,2.7
6485,Sodankylä Tähtelä,2008,2,4,00:00,97.7
6486,Sodankylä Tähtelä,2008,2,5,00:00,3.4
6487,Sodankylä Tähtelä,2008,2,6,00:00,1.3
6488,Sodankylä Tähtelä,2008,2,7,00:00,1.7
6489,Sodankylä Tähtelä,2008,2,8,00:00,1.5
6490,Sodankylä Tähtelä,2008,2,9,00:00,2.6
6491,Sodankylä Tähtelä,2008,2,10,00:00,2.4
6492,Sodankylä Tähtelä,2008,2,11,00:00,33.2
6493,Sodankylä Tähtelä,2008,2,12,00:00,5.7
6494,Sodankylä Tähtelä,2008,2,13,00:00,74.9
6495,Sodankylä Tähtelä,2008,2,14,00:00,38.5
6496,Sodankylä Tähtelä,2008,2,15,00:00,161.5
6497,Sodankylä Tähtelä,2008,2,16,00:00,2.1
6498,Sodankylä Tähtelä,2008,2,17,00:00,102.9
6499,Sodankylä Tähtelä,2008,2,18,00:00,154.1
6500,Sodankylä Tähtelä,2008,2,19,00:00,98.9
6501,Sodankylä Tähtelä,2008,2,20,00:00,81.8
6502,Sodankylä Tähtelä,2008,2,21,00:00,1.8
6503,Sodankylä Tähtelä,2008,2,22,00:00,0.6
6504,Sodankylä Tähtelä,2008,2,23,00:00,155.1
6505,Sodankylä Tähtelä,2008,2,24,00:00,13.1
6506,Sodankylä Tähtelä,2008,2,25,00:00,1.4
6507,Sodankylä Tähtelä,2008,2,26,00:00,138.3
6508,Sodankylä Tähtelä,2008,2,27,00:00,58.3
6509,Sodankylä Tähtelä,2008,2,28,00:00,79.4
6510,Sodankylä Tähtelä,2008,2,29,00:00,105.1
6511,Sodankylä Tähtelä,2008,3,1,00:00,77.8
6512,Sodankylä Tähtelä,2008,3,2,00:00,1.5
6513,Sodankylä Tähtelä,2008,3,3,00:00,11
6514,Sodankylä Tähtelä,2008,3,4,00:00,4.3
6515,Sodankylä Tähtelä,2008,3,5,00:00,244
6516,Sodankylä Tähtelä,2008,3,6,00:00,200.8
6517,Sodankylä Tähtelä,2008,3,7,00:00,252.6
6518,Sodankylä Tähtelä,2008,3,8,00:00,3.2
6519,Sodankylä Tähtelä,2008,3,9,00:00,3.1
6520,Sodankylä Tähtelä,2008,3,10,00:00,1.4
6521,Sodankylä Tähtelä,2008,3,11,00:00,6.5
6522,Sodankylä Tähtelä,2008,3,12,00:00,1.5
6523,Sodankylä Tähtelä,2008,3,13,00:00,0.9
6524,Sodankylä Tähtelä,2008,3,14,00:00,55.4
6525,Sodankylä Tähtelä,2008,3,15,00:00,262.2
6526,Sodankylä Tähtelä,2008,3,16,00:00,13.4
6527,Sodankylä Tähtelä,2008,3,17,00:00,13.3
6528,Sodankylä Tähtelä,2008,3,18,00:00,97
6529,Sodankylä Tähtelä,2008,3,19,00:00,148.1
6530,Sodankylä Tähtelä,2008,3,20,00:00,252.1
6531,Sodankylä Tähtelä,2008,3,21,00:00,32.7
6532,Sodankylä Tähtelä,2008,3,22,00:00,74
6533,Sodankylä Tähtelä,2008,3,23,00:00,25.3
6534,Sodankylä Tähtelä,2008,3,24,00:00,75.3
6535,Sodankylä Tähtelä,2008,3,25,00:00,383.1
6536,Sodankylä Tähtelä,2008,3,26,00:00,64
6537,Sodankylä Tähtelä,2008,3,27,00:00,22.1
6538,Sodankylä Tähtelä,2008,3,28,00:00,342.9
6539,Sodankylä Tähtelä,2008,3,29,00:00,1.4
6540,Sodankylä Tähtelä,2008,3,30,00:00,98.7
6541,Sodankylä Tähtelä,2008,3,31,00:00,1.2
6542,Sodankylä Tähtelä,2008,4,1,00:00,116.6
6543,Sodankylä Tähtelä,2008,4,2,00:00,55.4
6544,Sodankylä Tähtelä,2008,4,3,00:00,331.6
6545,Sodankylä Tähtelä,2008,4,4,00:00,3.6
6546,Sodankylä Tähtelä,2008,4,5,00:00,1.1
6547,Sodankylä Tähtelä,2008,4,6,00:00,2
6548,Sodankylä Tähtelä,2008,4,7,00:00,328
6549,Sodankylä Tähtelä,2008,4,8,00:00,3.2
6550,Sodankylä Tähtelä,2008,4,9,00:00,41.4
6640,Sodankylä Tähtelä,2008,4,10,00:00,277.8
6641,Sodankylä Tähtelä,2008,4,11,00:00,415.0
