,Observation station,Year,Month,Day,Time [Local time],Direct solar radiation mean [W/m2]
5576,Sodankylä Tähtelä,2012,3,6,00:00,222.3
5577,Sodankylä Tähtelä,2012,3,7,00:00,248.0
5578,Sodankylä Tähtelä,2012,3,8,00:00,1.4
5579,Sodankylä Tähtelä,2012,3,9,00:00,0.7
5580,Sodankylä Tähtelä,2012,3,10,00:00,188.6
5581,Sodankylä Tähtelä,2012,3,11,00:00,1.5
5582,Sodankylä Tähtelä,2012,3,12,00:00,196.1
5583,Sodankylä Tähtelä,2012,3,13,00:00,27.3
5584,Sodankylä Tähtelä,2012,3,14,00:00,238.3
5585,Sodankylä Tähtelä,2012,3,15,00:00,27.1
5586,Sodankylä Tähtelä,2012,3,16,00:00,124.3
5587,Sodankylä Tähtelä,2012,3,17,00:00,10.0
5588,Sodankylä Tähtelä,2012,3,18,00:00,282.8
5589,Sodankylä Tähtelä,2012,3,19,00:00,26.3
5590,Sodankylä Tähtelä,2012,3,20,00:00,187.5
5591,Sodankylä Tähtelä,2012,3,21,00:00,315.8
5592,Sodankylä Tähtelä,2012,3,22,00:00,2.0
5593,Sodankylä Tähtelä,2012,3,23,00:00,1.4
5594,Sodankylä Tähtelä,2012,3,24,00:00,15.2
5595,Sodankylä Tähtelä,2012,3,25,00:00,126.9
5596,Sodankylä Tähtelä,2012,3,26,00:00,2.1
5597,Sodankylä Tähtelä,2012,3,27,00:00,35.2
5598,Sodankylä Tähtelä,2012,3,28,00:00,6.7
5599,Sodankylä Tähtelä,2012,3,29,00:00,288.4
5600,Sodankylä Tähtelä,2012,3,30,00:00,362.5
5601,Sodankylä Tähtelä,2012,3,31,00:00,172.0
5602,Sodankylä Tähtelä,2012,4,1,00:00,217.1
5603,Sodankylä Tähtelä,2012,4,2,00:00,249.9
5604,Sodankylä Tähtelä,2012,4,3,00:00,91.7
5605,Sodankylä Tähtelä,2012,4,4,00:00,248.6
5606,Sodankylä Tähtelä,2012,4,5,00:00,196.1
5607,Sodankylä Tähtelä,2012,4,6,00:00,433.1
5608,Sodankylä Tähtelä,2012,4,7,00:00,168.7
5609,Sodankylä Tähtelä,2012,4,8,00:00,309.8
5610,Sodankylä Tähtelä,2012,4,9,00:00,376.0
5611,Sodankylä Tähtelä,2012,4,10,00:00,65.4
5612,Sodankylä Tähtelä,2012,4,11,00:00,0.6
5613,Sodankylä Tähtelä,2012,4,12,00:00,1.0
5614,Sodankylä Tähtelä,2012,4,13,00:00,425.9
5615,Sodankylä Tähtelä,2012,4,14,00:00,279.2
5616,Sodankylä Tähtelä,2012,4,15,00:00,2.1
5617,Sodankylä Tähtelä,2012,4,16,00:00,152.2
5618,Sodankylä Tähtelä,2012,4,17,00:00,117.3
5619,Sodankylä Tähtelä,2012,4,18,00:00,1.2
5620,Sodankylä Tähtelä,2012,4,19,00:00,137.5
5621,Sodankylä Tähtelä,2012,4,20,00:00,234.8
5622,Sodankylä Tähtelä,2012,4,21,00:00,1.0
5623,Sodankylä Tähtelä,2012,4,22,00:00,1.6
5624,Sodankylä Tähtelä,2012,4,23,00:00,2.5
5625,Sodankylä Tähtelä,2012,4,24,00:00,0.7
5626,Sodankylä Tähtelä,2012,4,25,00:00,8.5
5627,Sodankylä Tähtelä,2012,4,26,00:00,153.9
5628,Sodankylä Tähtelä,2012,4,27,00:00,1.0
5629,Sodankylä Tähtelä,2012,4,28,00:00,11.2
5630,Sodankylä Tähtelä,2012,4,29,00:00,80.7
5631,Sodankylä Tähtelä,2012,4,30,00:00,125.7
5815,Sodankylä Tähtelä,2012,5,1,00:00,262.3
5816,Sodankylä Tähtelä,2012,5,2,00:00,101.5
5817,Sodankylä Tähtelä,2012,5,3,00:00,47.0
5818,Sodankylä Tähtelä,2012,5,4,00:00,185.4
5819,Sodankylä Tähtelä,2012,5,5,00:00,109.0
5820,Sodankylä Tähtelä,2012,5,6,00:00,0.8
5821,Sodankylä Tähtelä,2012,5,7,00:00,462.0
5822,Sodankylä Tähtelä,2012,5,8,00:00,476.2
5823,Sodankylä Tähtelä,2012,5,9,00:00,281.1
5824,Sodankylä Tähtelä,2012,5,10,00:00,64.6
5825,Sodankylä Tähtelä,2012,5,11,00:00,201.5
5826,Sodankylä Tähtelä,2012,5,12,00:00,83.8
5827,Sodankylä Tähtelä,2012,5,13,00:00,396.8
5828,Sodankylä Tähtelä,2012,5,14,00:00,85.3
5829,Sodankylä Tähtelä,2012,5,15,00:00,300.2
5830,Sodankylä Tähtelä,2012,5,16,00:00,350.3
5831,Sodankylä Tähtelä,2012,5,17,00:00,1.5
5832,Sodankylä Tähtelä,2012,5,18,00:00,24.0
5833,Sodankylä Tähtelä,2012,5,19,00:00,357.6
5834,Sodankylä Tähtelä,2012,5,20,00:00,279.3
5835,Sodankylä Tähtelä,2012,5,21,00:00,286.4
5836,Sodankylä Tähtelä,2012,5,22,00:00,173.0
5837,Sodankylä Tähtelä,2012,5,23,00:00,383.7
5838,Sodankylä Tähtelä,2012,5,24,00:00,346.5
5839,Sodankylä Tähtelä,2012,5,25,00:00,178.2
5840,Sodankylä Tähtelä,2012,5,26,00:00,99.6
5841,Sodankylä Tähtelä,2012,5,27,00:00,388.6
5842,Sodankylä Tähtelä,2012,5,28,00:00,97.9
5843,Sodankylä Tähtelä,2012,5,29,00:00,191.0
5844,Sodankylä Tähtelä,2012,5,30,00:00,273.0
5845,Sodankylä Tähtelä,2012,5,31,00:00,207.5
5846,Sodankylä Tähtelä,2012,6,1,00:00,78.4
5847,Sodankylä Tähtelä,2012,6,2,00:00,133.2
5848,Sodankylä Tähtelä,2012,6,3,00:00,375.7
5849,Sodankylä Tähtelä,2012,6,4,00:00,209.1
5850,Sodankylä Tähtelä,2012,6,5,00:00,73.0
5851,Sodankylä Tähtelä,2012,6,6,00:00,6.8
5852,Sodankylä Tähtelä,2012,6,7,00:00,33.9
5853,Sodankylä Tähtelä,2012,6,8,00:00,31.7
5854,Sodankylä Tähtelä,2012,6,9,00:00,37.2
5855,Sodankylä Tähtelä,2012,6,10,00:00,307.4
5856,Sodankylä Tähtelä,2012,6,11,00:00,22.3
5857,Sodankylä Tähtelä,2012,6,12,00:00,221.2
5858,Sodankylä Tähtelä,2012,6,13,00:00,23.4
5859,Sodankylä Tähtelä,2012,6,14,00:00,216.8
5860,Sodankylä Tähtelä,2012,6,15,00:00,171.3
5861,Sodankylä Tähtelä,2012,6,16,00:00,388.5
5862,Sodankylä Tähtelä,2012,6,17,00:00,46.8
5863,Sodankylä Tähtelä,2012,6,18,00:00,3.5
5864,Sodankylä Tähtelä,2012,6,19,00:00,7.3
5865,Sodankylä Tähtelä,2012,6,20,00:00,0.7
5866,Sodankylä Tähtelä,2012,6,21,00:00,0.6
5867,Sodankylä Tähtelä,2012,6,22,00:00,132.5
5868,Sodankylä Tähtelä,2012,6,23,00:00,295.2
5869,Sodankylä Tähtelä,2012,6,24,00:00,185.9
5870,Sodankylä Tähtelä,2012,6,25,00:00,166.5
5871,Sodankylä Tähtelä,2012,6,26,00:00,19.0
5872,Sodankylä Tähtelä,2012,6,27,00:00,0.4
5873,Sodankylä Tähtelä,2012,6,28,00:00,15.8
5874,Sodankylä Tähtelä,2012,6,29,00:00,433.1
5875,Sodankylä Tähtelä,2012,6,30,00:00,43.2
6062,Sodankylä Tähtelä,2012,7,1,00:00,0.6
6063,Sodankylä Tähtelä,2012,7,2,00:00,115.6
6064,Sodankylä Tähtelä,2012,7,3,00:00,13.4
6065,Sodankylä Tähtelä,2012,7,4,00:00,281.6
6066,Sodankylä Tähtelä,2012,7,5,00:00,593.2
6067,Sodankylä Tähtelä,2012,7,6,00:00,221.3
6068,Sodankylä Tähtelä,2012,7,7,00:00,78.5
6069,Sodankylä Tähtelä,2012,7,8,00:00,489.9
6070,Sodankylä Tähtelä,2012,7,9,00:00,362.2
6071,Sodankylä Tähtelä,2012,7,10,00:00,632.1
6072,Sodankylä Tähtelä,2012,7,11,00:00,48.6
6073,Sodankylä Tähtelä,2012,7,12,00:00,17.3
6074,Sodankylä Tähtelä,2012,7,13,00:00,98.6
6075,Sodankylä Tähtelä,2012,7,14,00:00,71.9
6076,Sodankylä Tähtelä,2012,7,15,00:00,161.9
6077,Sodankylä Tähtelä,2012,7,16,00:00,340.8
6078,Sodankylä Tähtelä,2012,7,17,00:00,523.2
6079,Sodankylä Tähtelä,2012,7,18,00:00,41.6
6080,Sodankylä Tähtelä,2012,7,19,00:00,1.4
6081,Sodankylä Tähtelä,2012,7,20,00:00,15.7
6082,Sodankylä Tähtelä,2012,7,21,00:00,213.6
6083,Sodankylä Tähtelä,2012,7,22,00:00,209.0
6084,Sodankylä Tähtelä,2012,7,23,00:00,137.8
6085,Sodankylä Tähtelä,2012,7,24,00:00,398.1
6086,Sodankylä Tähtelä,2012,7,25,00:00,327.0
6087,Sodankylä Tähtelä,2012,7,26,00:00,331.0
6088,Sodankylä Tähtelä,2012,7,27,00:00,109.4
6089,Sodankylä Tähtelä,2012,7,28,00:00,88.5
6090,Sodankylä Tähtelä,2012,7,29,00:00,24.3
6091,Sodankylä Tähtelä,2012,7,30,00:00,42.5
6092,Sodankylä Tähtelä,2012,7,31,00:00,55.6
6093,Sodankylä Tähtelä,2012,8,1,00:00,144.5
6094,Sodankylä Tähtelä,2012,8,2,00:00,256.9
6095,Sodankylä Tähtelä,2012,8,3,00:00,218.8
6096,Sodankylä Tähtelä,2012,8,4,00:00,190.0
6097,Sodankylä Tähtelä,2012,8,5,00:00,314.6
6098,Sodankylä Tähtelä,2012,8,6,00:00,14.0
6099,Sodankylä Tähtelä,2012,8,7,00:00,280.4
6100,Sodankylä Tähtelä,2012,8,8,00:00,19.8
6101,Sodankylä Tähtelä,2012,8,9,00:00,208.5
6102,Sodankylä Tähtelä,2012,8,10,00:00,221.2
6103,Sodankylä Tähtelä,2012,8,11,00:00,110.4
6104,Sodankylä Tähtelä,2012,8,12,00:00,272.6
6105,Sodankylä Tähtelä,2012,8,13,00:00,210.5
6106,Sodankylä Tähtelä,2012,8,14,00:00,429.8
6107,Sodankylä Tähtelä,2012,8,15,00:00,239.4
6108,Sodankylä Tähtelä,2012,8,16,00:00,304.2
6109,Sodankylä Tähtelä,2012,8,17,00:00,339.4
6110,Sodankylä Tähtelä,2012,8,18,00:00,68.1
6111,Sodankylä Tähtelä,2012,8,19,00:00,112.4
6112,Sodankylä Tähtelä,2012,8,20,00:00,426.7
6113,Sodankylä Tähtelä,2012,8,21,00:00,44.6
6114,Sodankylä Tähtelä,2012,8,22,00:00,2.1
6115,Sodankylä Tähtelä,2012,8,23,00:00,99.6
6116,Sodankylä Tähtelä,2012,8,24,00:00,232.5
6117,Sodankylä Tähtelä,2012,8,25,00:00,228.5
6118,Sodankylä Tähtelä,2012,8,26,00:00,288.1
6119,Sodankylä Tähtelä,2012,8,27,00:00,182.9
6120,Sodankylä Tähtelä,2012,8,28,00:00,401.7
6121,Sodankylä Tähtelä,2012,8,29,00:00,296.0
6122,Sodankylä Tähtelä,2012,8,30,00:00,0.8
6123,Sodankylä Tähtelä,2012,8,31,00:00,167.6
6307,Sodankylä Tähtelä,2012,9,1,00:00,0.4
6308,Sodankylä Tähtelä,2012,9,2,00:00,77.6
6309,Sodankylä Tähtelä,2012,9,3,00:00,109.3
6310,Sodankylä Tähtelä,2012,9,4,00:00,158.8
6311,Sodankylä Tähtelä,2012,9,5,00:00,176.1
6312,Sodankylä Tähtelä,2012,9,6,00:00,141.6
6313,Sodankylä Tähtelä,2012,9,7,00:00,62.9
6314,Sodankylä Tähtelä,2012,9,8,00:00,83.2
6315,Sodankylä Tähtelä,2012,9,9,00:00,67.7
6316,Sodankylä Tähtelä,2012,9,10,00:00,184.7
6317,Sodankylä Tähtelä,2012,9,11,00:00,0.8
6318,Sodankylä Tähtelä,2012,9,12,00:00,1.1
6319,Sodankylä Tähtelä,2012,9,13,00:00,53.7
6320,Sodankylä Tähtelä,2012,9,14,00:00,30.3
6321,Sodankylä Tähtelä,2012,9,15,00:00,7.2
6322,Sodankylä Tähtelä,2012,9,16,00:00,205.2
6323,Sodankylä Tähtelä,2012,9,17,00:00,0.6
6324,Sodankylä Tähtelä,2012,9,18,00:00,75.7
6325,Sodankylä Tähtelä,2012,9,19,00:00,31.6
6326,Sodankylä Tähtelä,2012,9,20,00:00,-
6327,-,2012,9,21,00:00,-
6328,-,2012,9,22,00:00,-
6329,-,2012,9,23,00:00,-
6330,-,2012,9,24,00:00,-
6331,-,2012,9,25,00:00,-
6332,Sodankylä Tähtelä,2012,9,26,00:00,1.3
6333,Sodankylä Tähtelä,2012,9,27,00:00,3.7
6334,Sodankylä Tähtelä,2012,9,28,00:00,1.1
6335,Sodankylä Tähtelä,2012,9,29,00:00,7.4
6336,Sodankylä Tähtelä,2012,9,30,00:00,0.5
6337,Sodankylä Tähtelä,2012,10,1,00:00,0.4
6338,Sodankylä Tähtelä,2012,10,2,00:00,0.4
6339,Sodankylä Tähtelä,2012,10,3,00:00,1.5
6340,Sodankylä Tähtelä,2012,10,4,00:00,0.2
6341,Sodankylä Tähtelä,2012,10,5,00:00,1.5
6342,Sodankylä Tähtelä,2012,10,6,00:00,-0.2
6343,Sodankylä Tähtelä,2012,10,7,00:00,27.2
6344,Sodankylä Tähtelä,2012,10,8,00:00,1.1
6345,Sodankylä Tähtelä,2012,10,9,00:00,0.4
6346,Sodankylä Tähtelä,2012,10,10,00:00,1
6347,Sodankylä Tähtelä,2012,10,11,00:00,14.8
6348,Sodankylä Tähtelä,2012,10,12,00:00,0.3
6349,Sodankylä Tähtelä,2012,10,13,00:00,0.2
6350,Sodankylä Tähtelä,2012,10,14,00:00,0.8
6351,Sodankylä Tähtelä,2012,10,15,00:00,2.5
6352,Sodankylä Tähtelä,2012,10,16,00:00,1.4
6353,Sodankylä Tähtelä,2012,10,17,00:00,31.9
6354,Sodankylä Tähtelä,2012,10,18,00:00,2.1
6355,Sodankylä Tähtelä,2012,10,19,00:00,13
6356,Sodankylä Tähtelä,2012,10,20,00:00,204.5
6357,Sodankylä Tähtelä,2012,10,21,00:00,185.5
6358,Sodankylä Tähtelä,2012,10,22,00:00,167.4
6359,Sodankylä Tähtelä,2012,10,23,00:00,46.4
6360,Sodankylä Tähtelä,2012,10,24,00:00,5.2
6361,Sodankylä Tähtelä,2012,10,25,00:00,171.5
6362,Sodankylä Tähtelä,2012,10,26,00:00,57.8
6363,Sodankylä Tähtelä,2012,10,27,00:00,3.8
6364,Sodankylä Tähtelä,2012,10,28,00:00,2.9
6365,Sodankylä Tähtelä,2012,10,29,00:00,3.1
6366,Sodankylä Tähtelä,2012,10,30,00:00,1.2
6367,Sodankylä Tähtelä,2012,10,31,00:00,1.7
6368,Sodankylä Tähtelä,2012,11,1,00:00,2.5
6369,Sodankylä Tähtelä,2012,11,2,00:00,1.3
6370,Sodankylä Tähtelä,2012,11,3,00:00,1
6371,Sodankylä Tähtelä,2012,11,4,00:00,2.1
6372,Sodankylä Tähtelä,2012,11,5,00:00,2
6373,Sodankylä Tähtelä,2012,11,6,00:00,1.7
6374,Sodankylä Tähtelä,2012,11,7,00:00,1.4
6375,Sodankylä Tähtelä,2012,11,8,00:00,51.4
6376,Sodankylä Tähtelä,2012,11,9,00:00,86.4
6377,Sodankylä Tähtelä,2012,11,10,00:00,1.2
6378,Sodankylä Tähtelä,2012,11,11,00:00,0.5
6379,Sodankylä Tähtelä,2012,11,12,00:00,0.8
6380,Sodankylä Tähtelä,2012,11,13,00:00,48.1
6381,Sodankylä Tähtelä,2012,11,14,00:00,1.9
6382,Sodankylä Tähtelä,2012,11,15,00:00,13.8
6383,Sodankylä Tähtelä,2012,11,16,00:00,2
6384,Sodankylä Tähtelä,2012,11,17,00:00,1
6385,Sodankylä Tähtelä,2012,11,18,00:00,0.8
6386,Sodankylä Tähtelä,2012,11,19,00:00,48
6387,Sodankylä Tähtelä,2012,11,20,00:00,20.7
6388,Sodankylä Tähtelä,2012,11,21,00:00,1.3
6389,Sodankylä Tähtelä,2012,11,22,00:00,0.6
6390,Sodankylä Tähtelä,2012,11,23,00:00,0.8
6391,Sodankylä Tähtelä,2012,11,24,00:00,0.7
6392,Sodankylä Tähtelä,2012,11,25,00:00,1.5
6393,Sodankylä Tähtelä,2012,11,26,00:00,1.5
6394,Sodankylä Tähtelä,2012,11,27,00:00,21.9
6395,Sodankylä Tähtelä,2012,11,28,00:00,3.1
6396,Sodankylä Tähtelä,2012,11,29,00:00,3.1
6397,Sodankylä Tähtelä,2012,11,30,00:00,18.6
6398,Sodankylä Tähtelä,2012,12,1,00:00,2
6399,Sodankylä Tähtelä,2012,12,2,00:00,1.7
6400,Sodankylä Tähtelä,2012,12,3,00:00,3.7
6401,Sodankylä Tähtelä,2012,12,4,00:00,4.1
6402,Sodankylä Tähtelä,2012,12,5,00:00,3.2
6403,Sodankylä Tähtelä,2012,12,6,00:00,3.1
6404,Sodankylä Tähtelä,2012,12,7,00:00,3.8
6405,Sodankylä Tähtelä,2012,12,8,00:00,0
6406,Sodankylä Tähtelä,2012,12,9,00:00,0.3
6407,Sodankylä Tähtelä,2012,12,10,00:00,2.3
6408,Sodankylä Tähtelä,2012,12,11,00:00,2
6409,Sodankylä Tähtelä,2012,12,12,00:00,1.3
6410,Sodankylä Tähtelä,2012,12,13,00:00,0.3
6411,Sodankylä Tähtelä,2012,12,14,00:00,0.6
6412,Sodankylä Tähtelä,2012,12,15,00:00,0.6
6413,Sodankylä Tähtelä,2012,12,16,00:00,1.1
6414,Sodankylä Tähtelä,2012,12,17,00:00,1.4
6415,Sodankylä Tähtelä,2012,12,18,00:00,1.4
6416,Sodankylä Tähtelä,2012,12,19,00:00,3.5
6417,Sodankylä Tähtelä,2012,12,20,00:00,3.8
6418,Sodankylä Tähtelä,2012,12,21,00:00,2.8
6419,Sodankylä Tähtelä,2012,12,22,00:00,1.5
6420,Sodankylä Tähtelä,2012,12,23,00:00,2.3
6421,Sodankylä Tähtelä,2012,12,24,00:00,1.8
6422,Sodankylä Tähtelä,2012,12,25,00:00,3.2
6423,Sodankylä Tähtelä,2012,12,26,00:00,2.9
6424,Sodankylä Tähtelä,2012,12,27,00:00,1
6425,Sodankylä Tähtelä,2012,12,28,00:00,2
6426,Sodankylä Tähtelä,2012,12,29,00:00,3.3
6427,Sodankylä Tähtelä,2012,12,30,00:00,1.1
6428,Sodankylä Tähtelä,2012,12,31,00:00,0.7
4196,Jokioinen Ilmala,2013,6,11,20:02,342.45
4197,Jokioinen Ilmala,2013,6,12,00:00,32.2
4198,Jokioinen Ilmala,2013,6,13,03:04,26.3
4199,Jokioinen Ilmala,2013,6,14,00:00,0.2
4200,Jokioinen Ilmala,2013,6,15,00:14,353.7
4201,Jokioinen Ilmala,2013,6,16,01:53,96.45
4202,Jokioinen Ilmala,2013,6,17,01:15,5.8
4203,Jokioinen Ilmala,2013,6,18,02:12,669.25
4204,Jokioinen Ilmala,2013,6,19,01:07,607.6
4205,Jokioinen Ilmala,2013,6,20,00:07,1.7
4206,Jokioinen Ilmala,2013,6,21,00:48,112.4
4207,Jokioinen Ilmala,2013,6,22,00:56,8.9
4208,Jokioinen Ilmala,2013,6,23,00:08,19.0
4209,Jokioinen Ilmala,2013,6,24,04:42,63.0
4210,Jokioinen Ilmala,2013,6,25,01:11,4.4
4211,Jokioinen Ilmala,2013,6,26,00:57,17.25
4212,Jokioinen Ilmala,2013,6,27,00:05,6.2
4213,Jokioinen Ilmala,2013,6,28,00:07,214.3
4214,Jokioinen Ilmala,2013,6,29,00:14,1.6
4215,Jokioinen Ilmala,2013,6,30,00:56,117.0
4216,Jokioinen Ilmala,2013,7,1,02:01,537.4
4217,Jokioinen Ilmala,2013,7,2,00:00,39.0
4218,Jokioinen Ilmala,2013,7,3,00:38,371.25
4219,Jokioinen Ilmala,2013,7,4,04:53,308.0
4220,Jokioinen Ilmala,2013,7,5,00:16,117.35
4221,Jokioinen Ilmala,2013,7,6,00:51,5.4
4222,Jokioinen Ilmala,2013,7,7,01:30,779.0
4223,Jokioinen Ilmala,2013,7,8,02:27,5.0
4224,Jokioinen Ilmala,2013,7,9,01:27,603.2
4225,Jokioinen Ilmala,2013,7,10,00:01,1.5
4226,Jokioinen Ilmala,2013,7,11,01:39,616.0
4227,Jokioinen Ilmala,2013,7,12,02:49,707.6
4228,Jokioinen Ilmala,2013,7,13,02:05,608.2
4229,Jokioinen Ilmala,2013,7,14,00:58,503.9
4230,Jokioinen Ilmala,2013,7,15,04:56,640.0
4231,Jokioinen Ilmala,2013,7,16,00:18,577.7
4232,Jokioinen Ilmala,2013,7,17,01:17,690.4
4233,Jokioinen Ilmala,2013,7,18,00:00,1.8
4234,Jokioinen Ilmala,2013,7,19,01:37,11.95
4235,Jokioinen Ilmala,2013,7,20,00:17,21.15
4236,Jokioinen Ilmala,2013,7,21,01:04,1.5
4237,Jokioinen Ilmala,2013,7,22,00:12,2.2
4238,Jokioinen Ilmala,2013,7,23,00:08,2.1
4239,Jokioinen Ilmala,2013,7,24,00:26,1.9
4240,Jokioinen Ilmala,2013,7,25,00:36,239.2
4241,Jokioinen Ilmala,2013,7,26,00:48,234.2
4242,Jokioinen Ilmala,2013,7,27,00:46,726.25
4243,Jokioinen Ilmala,2013,7,28,00:23,462.3
4244,Jokioinen Ilmala,2013,7,29,00:02,2.3
4245,Jokioinen Ilmala,2013,7,30,00:16,0.5
4246,Jokioinen Ilmala,2013,7,31,00:05,104.2
4247,Jokioinen Ilmala,2013,8,1,01:16,4.2
4248,Jokioinen Ilmala,2013,8,2,00:00,72.05000000000001
4249,Jokioinen Ilmala,2013,8,3,00:04,594.4000000000001
4250,Jokioinen Ilmala,2013,8,4,01:38,415.8
4251,Jokioinen Ilmala,2013,8,5,00:00,484.95
4252,Jokioinen Ilmala,2013,8,6,00:36,538.25
4253,Jokioinen Ilmala,2013,8,7,02:49,2.7
4254,Jokioinen Ilmala,2013,8,8,00:06,1.8
4255,Jokioinen Ilmala,2013,8,9,00:00,0.9
4256,Jokioinen Ilmala,2013,8,10,00:00,1.6
4257,Jokioinen Ilmala,2013,8,11,00:00,75.6
4258,Jokioinen Ilmala,2013,8,12,02:07,11.8
4259,Jokioinen Ilmala,2013,8,13,00:53,227.8
4260,Jokioinen Ilmala,2013,8,14,00:13,0.4
4261,Jokioinen Ilmala,2013,8,15,02:44,353.65
4262,Jokioinen Ilmala,2013,8,16,03:04,569.6
4263,Jokioinen Ilmala,2013,8,17,02:25,1.4
4264,Jokioinen Ilmala,2013,8,18,00:00,15.8
4265,Jokioinen Ilmala,2013,8,19,00:00,339.9
4266,Jokioinen Ilmala,2013,8,20,00:13,229.55
4267,Jokioinen Ilmala,2013,8,21,00:55,221.1
4268,Jokioinen Ilmala,2013,8,22,00:22,3.2
4269,Jokioinen Ilmala,2013,8,23,00:25,535.3
4270,Jokioinen Ilmala,2013,8,24,06:10,607.9
4271,Jokioinen Ilmala,2013,8,25,00:04,782.8
4272,Jokioinen Ilmala,2013,8,26,00:08,731.1
4273,Jokioinen Ilmala,2013,8,27,05:56,664.9
4274,Jokioinen Ilmala,2013,8,28,01:50,2.0
4275,Jokioinen Ilmala,2013,8,29,02:08,1.6
4276,Jokioinen Ilmala,2013,8,30,00:07,1.0
4277,Jokioinen Ilmala,2013,8,31,00:00,1.1
4278,Jokioinen Ilmala,2013,9,1,00:00,0.7
4279,Jokioinen Ilmala,2013,9,2,00:35,1.5
4280,Jokioinen Ilmala,2013,9,3,00:00,1.8
4281,Jokioinen Ilmala,2013,9,4,00:55,2.5
4282,Jokioinen Ilmala,2013,9,5,00:55,4.2
4283,Jokioinen Ilmala,2013,9,6,04:25,1.6
4284,Jokioinen Ilmala,2013,9,11,09:13,3.5
4285,Jokioinen Ilmala,2013,9,12,02:02,3.7
4286,Jokioinen Ilmala,2013,9,13,02:50,4.95
4287,Jokioinen Ilmala,2013,9,14,00:00,688.6
4288,Jokioinen Ilmala,2013,9,15,04:12,3.0
4289,Jokioinen Ilmala,2013,9,16,00:40,1.7
4290,Jokioinen Ilmala,2013,9,17,00:04,0.8
4291,Jokioinen Ilmala,2013,9,18,00:01,0.3
4292,Jokioinen Ilmala,2013,9,19,00:02,0.2
4293,Jokioinen Ilmala,2013,9,20,00:06,0.8
4294,Jokioinen Ilmala,2013,9,21,00:46,1.1
4295,Jokioinen Ilmala,2013,9,22,01:27,102.5
4296,Jokioinen Ilmala,2013,9,23,00:30,1.2
4297,Jokioinen Ilmala,2013,9,24,00:22,2.6
4298,Jokioinen Ilmala,2013,9,25,00:00,3.1
4299,Jokioinen Ilmala,2013,9,26,00:00,1.0
4300,Jokioinen Ilmala,2013,9,27,00:00,1.3
4301,Jokioinen Ilmala,2013,9,28,00:00,1.1
4302,Jokioinen Ilmala,2013,9,29,00:06,0.6
4303,Jokioinen Ilmala,2013,9,30,00:00,1.2
4304,Jokioinen Ilmala,2013,10,1,00:00,1.2
4305,Jokioinen Ilmala,2013,10,2,00:00,1.8
4306,Jokioinen Ilmala,2013,10,3,00:04,559.6
4307,Jokioinen Ilmala,2013,10,4,00:01,439.3
4308,Jokioinen Ilmala,2013,10,5,00:01,0.7
4309,Jokioinen Ilmala,2013,10,6,00:08,0.9
4310,Jokioinen Ilmala,2013,10,7,00:26,0.6
4311,Jokioinen Ilmala,2013,10,8,00:27,0.4
4312,Jokioinen Ilmala,2013,10,9,00:00,0.3
4313,Jokioinen Ilmala,2013,10,10,00:14,0.3
4314,Jokioinen Ilmala,2013,10,11,00:00,129.8
4315,Jokioinen Ilmala,2013,10,12,00:00,1.6
4316,Jokioinen Ilmala,2013,10,14,13:00,310.7
4317,Jokioinen Ilmala,2013,10,15,00:00,0.5
4318,Jokioinen Ilmala,2013,10,16,01:41,231.35
4319,Jokioinen Ilmala,2013,10,17,00:00,0.5
4320,Jokioinen Ilmala,2013,10,18,00:33,1.0
4321,Jokioinen Ilmala,2013,10,19,00:00,1.3
4322,Jokioinen Ilmala,2013,10,20,00:01,2.3
4323,Jokioinen Ilmala,2013,10,21,00:00,2.25
4324,Jokioinen Ilmala,2013,10,22,00:14,1.3
4325,Jokioinen Ilmala,2013,10,23,00:00,0.3
4326,Jokioinen Ilmala,2013,10,24,00:00,0.3
4327,Jokioinen Ilmala,2013,10,25,00:19,0.7
4328,Jokioinen Ilmala,2013,10,26,00:00,0.5
4329,Jokioinen Ilmala,2013,10,28,10:13,0.4
4330,Jokioinen Ilmala,2013,10,29,00:00,0.4
4331,Jokioinen Ilmala,2013,10,30,00:00,0.8
4332,Jokioinen Ilmala,2013,10,31,00:00,1.5
4333,Jokioinen Ilmala,2013,11,1,09:46,0.6
4334,Jokioinen Ilmala,2013,11,2,00:05,0.6
4335,Jokioinen Ilmala,2013,11,3,00:00,0.6
4336,Jokioinen Ilmala,2013,11,4,00:01,0.4
4337,Jokioinen Ilmala,2013,11,5,00:00,0.3
4338,Jokioinen Ilmala,2013,11,6,00:00,1.0
4339,Jokioinen Ilmala,2013,11,7,00:00,0.8
4340,Jokioinen Ilmala,2013,11,8,00:00,0.6
4341,Jokioinen Ilmala,2013,11,9,00:00,0.4
4342,Jokioinen Ilmala,2013,11,10,00:00,0.5
4343,Jokioinen Ilmala,2013,11,11,00:03,1.3
4344,Jokioinen Ilmala,2013,11,12,00:00,0.7
4345,Jokioinen Ilmala,2013,11,13,00:00,0.3
4346,Jokioinen Ilmala,2013,11,14,00:00,0.9
4347,Jokioinen Ilmala,2013,11,15,00:12,0.7
4348,Jokioinen Ilmala,2013,11,16,00:00,0.5
4349,Jokioinen Ilmala,2013,11,17,00:00,0.8
4350,Jokioinen Ilmala,2013,11,18,00:00,1.05
4351,Jokioinen Ilmala,2013,11,19,00:43,0.4
4352,Jokioinen Ilmala,2013,11,20,00:36,0.6
