Date,Venue,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2014-01-06,Levi,-1.5,49.0,8.0,0.2
2014-01-07,Levi,-2.3,50.0,8.0,0.3
2014-01-08,Levi,-2.8,54.0,8.0,0.5
2014-01-09,Levi,-10.5,63.0,8.0,0.5
2014-01-10,Levi,-17.8,63.0,1.0,0.4
2014-01-12,Levi,-18.8,61.0,6.0,0.9
2014-01-13,Levi,-17.6,60.0,7.0,1.2
2014-01-14,Levi,-25.9,59.0,7.0,3.0
2014-01-15,Levi,-17.4,60.0,8.0,3.0
2014-01-16,Levi,-18.7,59.0,8.0,1.7
2014-01-17,Levi,-26.1,58.0,8.0,1.6
2014-01-18,Levi,-34.0,59.0,8.0,1.4
2014-01-19,Levi,-34.2,59.0,6.0,2.6
2014-01-20,Levi,-21.6,59.0,8.0,2.7
2014-01-21,Levi,-11.6,58.0,8.0,1.9
2014-01-22,Levi,-15.6,58.0,8.0,3.0
2014-01-23,Levi,-13.1,62.0,8.0,1.7
2014-01-24,Levi,-21.2,64.0,8.0,2.3
2014-01-25,Levi,-23.1,64.0,8.0,1.8
2014-01-26,Levi,-12.7,62.0,8.0,0.9
2014-01-27,Levi,-12.3,64.0,8.0,0.3
2014-01-28,Levi,-13.9,68.0,8.0,0.5
2014-01-29,Levi,-12.0,67.0,7.0,246.1
2014-01-30,Levi,-12.1,67.0,7.0,0.6
2014-01-31,Levi,-18.1,65.0,8.0,0.4
2014-02-01,Levi,-19.3,62.0,8.0,0.2
2014-02-02,Levi,-10.0,64.0,8.0,0.2
2014-02-03,Levi,-3.5,64.0,8.0,0.6
2014-02-04,Levi,-3.9,62.0,7.0,0.4
2014-02-05,Levi,-3.5,61.0,8.0,0.3
2014-02-06,Levi,-4.6,62.0,8.0,0.7
2014-02-07,Levi,-7.5,61.0,8.0,0.5
2014-02-08,Levi,-4.7,60.0,8.0,0.4
2014-02-09,Levi,-0.6,64.0,8.0,0.4
2014-02-10,Levi,0.3,64.0,8.0,0.2
2014-02-11,Levi,-0.3,62.0,8.0,0.6
2014-02-12,Levi,-1.6,65.0,8.0,0.4
2014-02-13,Levi,-2.1,64.0,8.0,0.6
2014-02-14,Levi,-1.7,67.0,8.0,0.3
2014-02-15,Levi,-1.0,69.0,8.0,0.3
2014-02-16,Levi,-2.6,68.0,8.0,0.3
2014-02-17,Levi,-1.8,71.0,8.0,0.5
2014-02-18,Levi,-4.2,72.0,8.0,0.7
2014-02-19,Levi,-6.6,70.0,8.0,1.0
2014-02-20,Levi,-12.7,69.0,8.0,0.4
2014-02-21,Levi,-13.9,69.0,8.0,0.4
2014-02-22,Levi,-6.2,74.0,8.0,0.5
2014-02-23,Levi,-1.3,75.0,8.0,0.6
2014-02-24,Levi,2.4,75.0,8.0,0.5
2014-02-25,Levi,2.7,71.0,8.0,0.3
2014-02-26,Levi,-0.9,68.0,8.0,0.4
2014-02-27,Levi,-1.9,68.0,8.0,0.3
2014-02-28,Levi,-1.3,67.0,8.0,0.4
2014-03-01,Levi,-0.6,67.0,8.0,0.9
2014-03-02,Levi,-1.7,67.0,8.0,0.2
2014-03-03,Levi,-2.6,66.0,8.0,0.5
2014-03-04,Levi,-2.5,66.0,8.0,0.6
2014-03-05,Levi,-1.1,66.0,8.0,0.5
2014-03-06,Levi,-0.5,66.0,8.0,0.6
2014-03-07,Levi,1.6,65.0,7.0,0.4
2014-03-08,Levi,1.9,67.0,7.0,1.2
2014-03-09,Levi,1.6,65.0,7.0,78.3
2014-03-10,Levi,3.5,64.0,7.0,
2014-03-11,Levi,1.3,63.0,4.0,
2014-03-12,Levi,3.4,62.0,6.0,
2014-03-13,Levi,-0.9,62.0,8.0,
2014-03-14,Levi,-0.2,70.0,7.0,159.5
2014-03-15,Levi,-5.6,69.0,7.0,
2014-03-16,Levi,-8.1,69.0,7.0,
2014-03-17,Levi,-12.6,69.0,3.0,
2014-03-19,Levi,-16.1,68.0,5.0,176.0
2014-03-20,Levi,-12.6,68.0,7.0,39.0
2014-03-21,Levi,-9.3,70.0,8.0,15.5
2014-03-22,Levi,-9.6,71.0,8.0,204.3
2014-03-23,Levi,-6.2,72.0,8.0,8.1
2014-03-24,Levi,-2.0,73.0,8.0,253.5
2014-03-25,Levi,-3.4,74.0,3.0,
2014-03-26,Levi,-2.2,73.0,5.0,
2014-03-27,Levi,0.6,72.0,7.0,329.5
2014-03-28,Levi,1.5,71.0,7.0,343.3
2014-03-29,Levi,0.3,69.0,7.0,
2014-03-30,Levi,-5.2,69.0,2.0,
2014-03-31,Levi,-7.7,67.0,7.0,
2014-04-01,Levi,-4.1,68.0,6.0,55.4
2014-04-02,Levi,-1.8,67.0,7.0,
2014-04-03,Levi,-5.4,67.0,0.0,
2014-04-04,Levi,-3.9,67.0,0.0,
2014-04-05,Levi,-0.9,67.0,7.0,281.5
2014-04-06,Levi,-4.6,67.0,0.0,
2014-04-07,Levi,-5.4,67.0,0.0,
2014-04-08,Levi,-6.8,67.0,0.0,
2014-04-09,Levi,-7.0,67.0,0.0,
2014-04-09,Levi,-7.0,67.0,0.0,
2014-04-10,Levi,-2.7,67.0,5.0,
2014-04-11,Levi,1.8,67.0,8.0,0.7
2014-04-12,Levi,2.6,64.0,0.0,105.4
2014-04-13,Levi,1.2,63.0,8.0,0.6
2014-04-14,Levi,1.6,58.0,8.0,
2014-04-15,Levi,0.3,55.0,1.0,
2014-04-16,Levi,-0.1,55.0,0.0,
2014-04-17,Levi,2.4,54.0,7.0,
2014-04-18,Levi,2.2,53.0,5.0,
2014-04-19,Levi,5.7,51.0,3.0,
2014-04-20,Levi,3.2,46.0,0.0,
2014-04-21,Levi,3.1,44.0,7.0,
2014-04-22,Levi,1.6,42.0,1.0,
2014-04-23,Levi,-0.3,41.0,0.0,
2014-04-24,Levi,3.6,41.0,6.0,484.7
2014-04-25,Levi,3.8,39.0,7.0,
2014-04-26,Levi,3.6,37.0,8.0,
2014-04-27,Levi,3.0,32.0,8.0,
2014-04-28,Levi,2.0,30.0,7.0,
2014-04-29,Levi,-0.9,34.0,8.0,
2014-04-30,Levi,-3.0,39.0,4.0,
2014-05-01,Levi,-2.7,36.0,2.0,
2014-05-02,Levi,-1.7,35.0,1.0,
2014-05-03,Levi,-2.2,35.0,3.0,
2014-05-04,Levi,-1.0,31.0,0.0,
2014-05-05,Levi,-1.8,34.0,1.0,
2014-05-06,Levi,-1.6,33.0,3.0,
2014-05-07,Levi,-1.0,31.0,7.0,
2014-05-08,Levi,-0.3,31.0,0.0,2.4
2014-05-09,Levi,2.5,31.0,0.0,3.8
2014-05-09,Levi,2.5,31.0,0.0,
2014-05-10,Levi,1.0,28.0,8.0,
2014-05-11,Levi,4.0,28.0,8.0,
2014-05-12,Levi,5.0,24.0,7.0,
2014-05-13,Levi,3.4,19.0,7.0,
2014-05-14,Levi,0.4,15.0,2.0,
2014-05-15,Levi,2.9,14.0,7.0,
2014-05-16,Levi,4.7,10.0,7.0,
2014-05-17,Levi,8.3,6.0,0.0,
2014-05-18,Levi,10.3,-1.0,0.0,
2014-05-19,Levi,15.1,-1.0,4.0,
2014-05-20,Levi,10.1,-1.0,7.0,
2014-05-21,Levi,11.5,0.0,2.0,
2014-05-22,Levi,11.7,-1.0,3.0,
2014-05-23,Levi,6.6,0.0,8.0,
2014-05-24,Levi,10.0,-1.0,6.0,
2014-05-25,Levi,5.5,-1.0,7.0,
2014-05-26,Levi,4.2,-1.0,7.0,
2014-05-27,Levi,5.2,-1.0,7.0,
2014-05-28,Levi,7.4,-1.0,0.0,1.3
2014-05-29,Levi,12.3,-1.0,0.0,8.5
2014-05-30,Levi,13.5,-1.0,0.0,
2014-05-31,Levi,10.4,-1.0,8.0,
2014-06-01,Levi,6.4,-1.0,7.0,
2014-06-02,Levi,11.6,-1.0,1.0,
2014-06-03,Levi,16.9,-1.0,0.0,
2014-06-04,Levi,19.7,-1.0,0.0,
2014-06-05,Levi,18.8,-1.0,7.0,
2014-06-06,Levi,20.3,-1.0,3.0,
2014-06-07,Levi,17.9,-1.0,6.0,
2014-06-08,Levi,11.0,-1.0,8.0,
2014-06-09,Levi,10.7,-1.0,8.0,
2014-06-09,Levi,10.7,-1.0,8.0,
2014-06-10,Levi,11.1,-1.0,7.0,
2014-06-11,Levi,13.5,-1.0,7.0,
2014-06-12,Levi,11.4,-1.0,8.0,
2014-06-13,Levi,6.3,-1.0,7.0,
2014-06-14,Levi,8.1,-1.0,6.0,
2014-06-15,Levi,9.0,-1.0,7.0,
2014-06-16,Levi,3.8,-1.0,6.0,
2014-06-17,Levi,5.4,-1.0,1.0,
2014-06-18,Levi,7.8,-1.0,7.0,
2014-06-19,Levi,5.4,-1.0,7.0,
2014-06-20,Levi,3.6,-1.0,7.0,
2014-06-21,Levi,5.5,-1.0,7.0,
2014-06-22,Levi,8.6,-1.0,7.0,
2014-06-23,Levi,10.0,-1.0,7.0,
2014-06-24,Levi,7.0,-1.0,7.0,
2014-06-25,Levi,6.5,-1.0,7.0,
2014-06-26,Levi,6.1,-1.0,8.0,
2014-06-27,Levi,7.9,-1.0,7.0,
2014-06-28,Levi,10.5,-1.0,4.0,
2014-06-29,Levi,13.7,-1.0,5.0,
2014-06-30,Levi,15.2,-1.0,6.0,
2014-07-01,Levi,15.0,-1.0,6.0,
2014-07-02,Levi,14.4,-1.0,1.0,
2014-07-03,Levi,10.2,-1.0,8.0,
2014-07-04,Levi,9.2,-1.0,8.0,
2014-07-05,Levi,12.7,-1.0,8.0,
2014-07-06,Levi,18.2,-1.0,0.0,
2014-07-07,Levi,21.4,-1.0,0.0,
2014-07-08,Levi,23.3,-1.0,0.0,
2014-07-09,Levi,19.5,-1.0,0.0,
2014-07-09,Levi,19.5,-1.0,0.0,
2014-07-10,Levi,18.7,-1.0,0.0,
2014-07-11,Levi,19.9,-1.0,0.0,
2014-07-12,Levi,20.8,-1.0,0.0,
2014-07-13,Levi,19.6,-1.0,0.0,
2014-07-14,Levi,21.8,-1.0,0.0,
2014-07-15,Levi,20.2,-1.0,1.0,
2014-07-16,Levi,17.0,-1.0,7.0,
2014-07-17,Levi,14.8,-1.0,8.0,
2014-07-18,Levi,17.7,-1.0,7.0,
2014-07-19,Levi,19.4,-1.0,7.0,
2014-07-20,Levi,19.4,-1.0,0.0,
2014-07-21,Levi,20.9,-1.0,1.0,
2014-07-22,Levi,21.9,-1.0,0.0,
2014-07-23,Levi,20.0,-1.0,0.0,
2014-07-24,Levi,21.4,-1.0,2.0,368.6
2014-07-25,Levi,21.1,-1.0,0.0,430.1
2014-07-26,Levi,18.0,-1.0,2.0,435.1
2014-07-27,Levi,17.0,-1.0,2.0,328.2
2014-07-28,Levi,16.9,-1.0,7.0,263.8
2014-07-29,Levi,11.9,-1.0,8.0,183.7
2014-07-30,Levi,12.8,-1.0,8.0,164.0
2014-07-31,Levi,15.4,-1.0,7.0,130.6
2014-08-01,Levi,16.6,-1.0,1.0,417.5
2014-08-02,Levi,17.3,-1.0,1.0,291.4
2014-08-03,Levi,18.4,-1.0,0.0,348.4
2014-08-04,Levi,21.0,-1.0,1.0,366.3
2014-08-05,Levi,23.1,-1.0,0.0,421.9
2014-08-06,Levi,22.3,-1.0,0.0,355.8
2014-08-07,Levi,21.4,-1.0,1.0,240.5
2014-08-08,Levi,18.2,-1.0,0.0,349.6
2014-08-09,Levi,12.8,-1.0,8.0,73.1
2014-08-09,Levi,12.8,-1.0,8.0,73.1
2014-08-10,Levi,10.8,-1.0,8.0,283.0
2014-08-11,Levi,12.5,-1.0,7.0,77.4
2014-08-12,Levi,12.9,-1.0,8.0,269.8
2014-08-13,Levi,15.5,-1.0,5.0,237.7
2014-08-14,Levi,14.3,-1.0,5.0,23.3
2014-08-15,Levi,11.3,-1.0,7.0,226.2
2014-08-16,Levi,9.5,-1.0,6.0,169.5
2014-08-17,Levi,8.8,-1.0,7.0,296.8
2014-08-18,Levi,8.6,-1.0,7.0,18.6
2014-08-19,Levi,11.3,-1.0,7.0,64.7
2014-08-20,Levi,9.7,-1.0,8.0,105.7
2014-08-21,Levi,8.7,-1.0,7.0,176.6
2014-08-22,Levi,9.4,-1.0,8.0,225.6
2014-08-23,Levi,8.3,-1.0,8.0,55.5
2014-08-24,Levi,8.8,-1.0,7.0,325.2
2014-08-25,Levi,10.9,-1.0,7.0,1.3
2014-08-26,Levi,10.8,-1.0,7.0,69.8
2014-08-27,Levi,11.4,-1.0,7.0,82.1
2014-08-28,Levi,10.4,-1.0,8.0,77.9
2014-08-29,Levi,9.6,-1.0,7.0,115.1
2014-08-30,Levi,8.7,-1.0,7.0,98.8
2014-08-31,Levi,11.5,-1.0,0.0,247.3
2014-09-01,Levi,10.0,-1.0,0.0,6.7
2014-09-02,Levi,10.3,-1.0,7.0,59.6
2014-09-03,Levi,13.6,-1.0,7.0,170.9
2014-09-04,Levi,13.0,-1.0,7.0,272.5
2014-09-05,Levi,10.8,-1.0,6.0,388.2
2014-09-06,Levi,9.4,-1.0,6.0,269.2
2014-09-07,Levi,10.5,-1.0,6.0,344.1
2014-09-08,Levi,10.7,-1.0,7.0,310.6
2014-09-09,Levi,13.2,-1.0,7.0,35.6
2014-09-09,Levi,13.2,-1.0,7.0,35.6
2014-09-10,Levi,12.3,-1.0,1.0,33.0
2014-09-11,Levi,12.3,-1.0,6.0,181.0
2014-09-12,Levi,9.5,-1.0,4.0,95.5
2014-09-13,Levi,7.9,-1.0,0.0,316.8
2014-09-14,Levi,9.2,-1.0,0.0,228.1
2014-09-15,Levi,8.6,-1.0,0.0,293.4
2014-09-16,Levi,6.7,-1.0,0.0,298.3
2014-09-17,Levi,6.0,-1.0,7.0,317.3
2014-09-18,Levi,5.4,-1.0,4.0,308.7
2014-09-19,Levi,6.5,-1.0,8.0,178.4
2014-09-20,Levi,8.3,-1.0,8.0,207.9
2014-09-21,Levi,2.3,-1.0,8.0,55.9
2014-09-22,Levi,-0.4,-1.0,0.0,0.5
2014-09-23,Levi,0.6,-1.0,6.0,17.8
2014-09-24,Levi,0.3,-1.0,8.0,200.9
2014-09-25,Levi,1.7,-1.0,8.0,3.4
2014-09-26,Levi,4.3,-1.0,8.0,0.9
2014-09-27,Levi,5.8,-1.0,7.0,261.6
2014-09-28,Levi,6.2,-1.0,2.0,236.4
2014-09-29,Levi,4.3,-1.0,7.0,175.5
2014-09-30,Levi,2.5,-1.0,3.0,221.0
2014-10-01,Levi,2.0,-1.0,0.0,245.2
2014-10-02,Levi,4.7,0.0,8.0,108.5
2014-10-03,Levi,2.3,0.0,0.0,41.1
2014-10-04,Levi,5.7,-1.0,8.0,1.3
2014-10-05,Levi,6.4,-1.0,8.0,0.3
2014-10-06,Levi,7.4,-1.0,8.0,0.1
2014-10-07,Levi,2.9,-1.0,8.0,34.4
2014-10-08,Levi,2.1,-1.0,8.0,0.4
2014-10-09,Levi,0.3,-1.0,7.0,1.5
2014-10-09,Levi,0.3,-1.0,7.0,1.5
2014-10-10,Levi,-2.9,-1.0,0.0,2.2
2014-10-11,Levi,-0.2,-1.0,8.0,26.4
2014-10-12,Levi,-1.3,-1.0,8.0,0.9
2014-10-13,Levi,-2.8,-1.0,8.0,1.2
2014-10-14,Levi,-3.6,-1.0,2.0,1.9
2014-10-15,Levi,-5.3,-1.0,0.0,0.5
2014-10-16,Levi,-4.3,-1.0,7.0,25.8
2014-10-17,Levi,-3.7,-1.0,7.0,273.4
2014-10-18,Levi,-5.2,-1.0,7.0,261.0
2014-10-19,Levi,-4.7,-1.0,8.0,1.7
2014-10-20,Levi,-4.2,-1.0,8.0,2.3
2014-10-21,Levi,-9.1,0.0,1.0,0.2
2014-10-22,Levi,-10.5,-1.0,4.0,149.3
2014-10-23,Levi,-6.7,0.0,7.0,3.1
2014-10-24,Levi,-3.8,2.0,8.0,17.2
2014-10-25,Levi,-0.3,9.0,8.0,2.2
2014-10-26,Levi,3.5,5.0,8.0,0.8
2014-10-27,Levi,4.7,-1.0,7.0,1.0
2014-10-28,Levi,0.8,-1.0,4.0,1.2
2014-10-29,Levi,2.0,-1.0,0.0,117.7
2014-10-30,Levi,-1.3,-1.0,0.0,189.8
2014-10-31,Levi,-6.0,0.0,0.0,20.6
2014-11-01,Levi,-9.5,0.0,0.0,180.2
2014-11-02,Levi,-2.1,5.0,8.0,1.6
2014-11-03,Levi,0.7,6.0,8.0,3.1
2014-11-04,Levi,-2.9,4.0,5.0,1.8
2014-11-05,Levi,-12.9,4.0,0.0,4.7
2014-11-06,Levi,-11.4,4.0,0.0,1.3
2014-11-07,Levi,-12.1,4.0,7.0,2.6
2014-11-08,Levi,-8.6,4.0,8.0,13.5
2014-11-09,Levi,-2.9,4.0,8.0,0.9
2014-11-09,Levi,-2.9,4.0,8.0,0.9
2014-11-10,Levi,0.5,4.0,8.0,3.5
2014-11-11,Levi,-0.4,3.0,8.0,2.0
2014-11-12,Levi,-10.4,5.0,0.0,57.9
2014-11-13,Levi,-17.9,5.0,0.0,0.2
2014-11-14,Levi,-16.9,5.0,0.0,0.2
2014-11-15,Levi,-8.8,5.0,8.0,0.2
2014-11-16,Levi,-5.7,8.0,8.0,48.7
2014-11-17,Levi,-3.4,8.0,8.0,0.2
2014-11-18,Levi,-5.2,9.0,8.0,0.3
2014-11-19,Levi,-12.8,9.0,0.0,1.2
2014-11-20,Levi,-7.3,9.0,8.0,0.3
2014-11-21,Levi,-11.7,9.0,8.0,0.7
2014-11-22,Levi,-12.5,9.0,8.0,1.3
2014-11-23,Levi,-8.4,8.0,8.0,0.9
2014-11-24,Levi,-1.4,9.0,8.0,0.3
2014-11-25,Levi,-0.5,17.0,8.0,1.2
2014-11-26,Levi,-4.2,18.0,8.0,2.1
2014-11-27,Levi,-9.6,18.0,8.0,1.1
2014-11-28,Levi,-4.0,16.0,8.0,1.1
2014-11-29,Levi,-5.6,16.0,8.0,1.3
2014-11-30,Levi,-5.3,15.0,8.0,5.4
2014-12-01,Levi,-5.2,16.0,8.0,4.0
2014-12-02,Levi,-2.7,16.0,8.0,0.7
2014-12-03,Levi,-2.8,25.0,7.0,51.5
2014-12-04,Levi,-2.5,29.0,2.0,20.5
2014-12-05,Levi,-1.7,28.0,8.0,1.3
2014-12-06,Levi,-1.6,26.0,7.0,2.3
2014-12-07,Levi,-4.9,26.0,4.0,1.2
2014-12-08,Levi,-4.5,25.0,8.0,1.9
2014-12-09,Levi,-10.0,28.0,8.0,16.6
2014-12-09,Levi,-10.0,28.0,8.0,16.6
2014-12-10,Levi,-4.0,27.0,8.0,0.7
2014-12-11,Levi,-0.2,31.0,8.0,0.8
2014-12-12,Levi,-0.3,32.0,8.0,1.4
2014-12-13,Levi,-1.4,32.0,8.0,2.4
2014-12-14,Levi,-3.1,38.0,8.0,1.3
2014-12-15,Levi,-0.8,38.0,8.0,0.5
2014-12-16,Levi,-0.5,37.0,8.0,64.5
2014-12-17,Levi,-3.5,40.0,8.0,36.1
2014-12-18,Levi,-7.6,39.0,8.0,2.0
2014-12-19,Levi,-7.9,40.0,8.0,2.4
2014-12-20,Levi,-6.5,41.0,8.0,3.1
2014-12-21,Levi,-6.3,42.0,8.0,13.2
2014-12-22,Levi,-17.0,40.0,1.0,2.2
2014-12-23,Levi,-26.9,40.0,2.0,2.0
2014-12-24,Levi,-27.5,39.0,0.0,0.5
2014-12-25,Levi,-25.4,38.0,6.0,89.6
2014-12-26,Levi,-24.7,37.0,1.0,18.0
2014-12-27,Levi,-28.4,39.0,8.0,18.7
2014-12-28,Levi,-28.3,39.0,8.0,0.3
2014-12-29,Levi,-17.6,39.0,8.0,80.3
2014-12-30,Levi,-6.9,41.0,8.0,2.0
2014-12-31,Levi,-1.9,46.0,0.0,2.9
2015-01-01,Levi,-0.8,46.0,7.0,0.9
2015-01-02,Levi,-2.4,45.0,8.0,1.2
2015-01-03,Levi,-3.9,47.0,8.0,0.9
2015-01-04,Levi,-9.6,51.0,8.0,0.6
2015-01-05,Levi,-23.2,51.0,0.0,70.5
2015-01-06,Levi,-22.0,50.0,8.0,114.8
2015-01-07,Levi,-6.9,52.0,8.0,2.6
2015-01-08,Levi,-4.9,50.0,8.0,1.6
2015-01-09,Levi,-7.0,51.0,8.0,1.6
2015-01-09,Levi,-7.0,51.0,8.0,1.6
2015-01-10,Levi,-17.4,52.0,5.0,1.0
2015-01-11,Levi,-25.4,52.0,0.0,0.9
2015-01-12,Levi,-33.7,52.0,0.0,19.0
2015-01-13,Levi,-21.5,51.0,8.0,3.7
2015-01-14,Levi,-13.5,54.0,8.0,5.7
2015-01-15,Levi,-11.7,56.0,8.0,63.1
2015-01-16,Levi,-4.1,59.0,8.0,1.5
2015-01-17,Levi,-2.1,61.0,8.0,0.8
2015-01-18,Levi,-7.1,61.0,2.0,1.4
2015-01-19,Levi,-22.9,58.0,0.0,0.7
2015-01-20,Levi,-28.3,58.0,0.0,0.5
2015-01-21,Levi,-29.6,58.0,0.0,2.2
2015-01-22,Levi,-23.7,58.0,8.0,0.3
2015-01-23,Levi,-19.9,57.0,8.0,0.9
2015-01-24,Levi,-20.2,58.0,8.0,5.8
2015-01-25,Levi,-17.1,62.0,1.0,0.6
2015-01-26,Levi,-6.6,61.0,8.0,0.6
2015-01-27,Levi,-7.6,62.0,6.0,0.5
2015-01-28,Levi,-9.6,62.0,8.0,0.8
2015-01-29,Levi,-8.9,65.0,8.0,0.5
2015-01-30,Levi,-11.6,73.0,8.0,38.5
2015-01-31,Levi,-15.5,74.0,8.0,1.1
2015-02-01,Levi,-12.3,72.0,7.0,3.0
2015-02-02,Levi,-13.0,71.0,7.0,2.8
2015-02-03,Levi,-12.8,71.0,8.0,1.6
2015-02-04,Levi,-14.5,75.0,8.0,0.6
2015-02-05,Levi,-11.4,73.0,8.0,1.3
2015-02-06,Levi,-6.3,73.0,3.0,65.5
2015-02-07,Levi,-3.2,73.0,7.0,4.4
2015-02-08,Levi,-10.4,73.0,2.0,47.1
2015-02-09,Levi,-8.9,72.0,8.0,1.2
2015-02-09,Levi,-8.9,72.0,8.0,1.2
2015-02-10,Levi,-1.2,70.0,1.0,195.7
2015-02-11,Levi,-1.7,70.0,1.0,160.9
2015-02-12,Levi,-5.2,71.0,5.0,0.6
2015-02-13,Levi,-9.1,71.0,0.0,1.2
2015-02-14,Levi,-19.4,69.0,0.0,2.2
2015-02-15,Levi,-17.8,70.0,0.0,215.9
2015-02-16,Levi,-6.5,70.0,0.0,248.5
2015-02-17,Levi,-4.4,70.0,8.0,104.9
2015-02-18,Levi,-3.8,70.0,3.0,88.3
2015-02-19,Levi,-3.1,69.0,8.0,2.1
2015-02-20,Levi,-2.5,69.0,0.0,2.0
2015-02-21,Levi,-5.3,69.0,0.0,2.3
2015-02-22,Levi,-2.5,68.0,8.0,4.1
2015-02-23,Levi,-8.7,68.0,0.0,15.9
2015-02-24,Levi,-0.9,67.0,8.0,2.5
2015-02-25,Levi,-0.6,69.0,8.0,13.2
2015-02-26,Levi,0.1,69.0,8.0,1.8
2015-02-27,Levi,-0.5,69.0,8.0,31.0
2015-02-28,Levi,-0.4,70.0,8.0,1.6
2015-03-01,Levi,-0.1,69.0,8.0,1.4
2015-03-02,Levi,0.1,69.0,8.0,1.5
2015-03-03,Levi,0.5,69.0,8.0,2.7
2015-03-04,Levi,-0.3,68.0,8.0,3.0
2015-03-05,Levi,-4.2,69.0,8.0,12.2
2015-03-06,Levi,-1.3,71.0,7.0,1.9
2015-03-07,Levi,-2.0,71.0,8.0,2.2
2015-03-08,Levi,1.2,79.0,0.0,2.4
2015-03-09,Levi,0.5,78.0,0.0,164.2
2015-03-09,Levi,0.5,78.0,0.0,164.2
2015-03-10,Levi,-2.8,77.0,1.0,8.3
2015-03-11,Levi,-4.0,80.0,0.0,176.5
2015-03-12,Levi,-1.1,79.0,0.0,350.1
2015-03-13,Levi,0.0,78.0,0.0,351.3
2015-03-14,Levi,1.9,77.0,0.0,319.8
2015-03-15,Levi,-0.4,77.0,0.0,357.2
2015-03-16,Levi,0.8,76.0,0.0,321.2
2015-03-17,Levi,1.2,76.0,0.0,314.8
2015-03-18,Levi,1.5,75.0,0.0,269.4
2015-03-19,Levi,-0.3,75.0,7.0,265.0
2015-03-20,Levi,-5.6,75.0,2.0,12.9
2015-03-21,Levi,-10.7,75.0,0.0,291.1
2015-03-22,Levi,-11.2,75.0,8.0,69.0
2015-03-23,Levi,-5.3,81.0,8.0,0.8
2015-03-24,Levi,-8.0,81.0,0.0,188.2
2015-03-25,Levi,-9.5,81.0,7.0,28.6
2015-03-26,Levi,-4.4,79.0,0.0,147.7
2015-03-27,Levi,-4.3,78.0,7.0,11.2
2015-03-28,Levi,-1.9,79.0,8.0,1.0
2015-03-29,Levi,-1.0,82.0,8.0,1.3
2015-03-30,Levi,0.3,82.0,8.0,1.5
2015-03-31,Levi,-0.7,87.0,8.0,2.1
2015-04-01,Levi,0.1,90.0,8.0,1.2
2015-04-02,Levi,-1.0,87.0,8.0,1.2
2015-04-03,Levi,-0.3,85.0,8.0,1.3
2015-04-04,Levi,0.0,85.0,8.0,1.8
2015-04-05,Levi,2.0,84.0,0.0,3.9
2015-04-06,Levi,1.2,83.0,7.0,129.1
2015-04-07,Levi,4.9,83.0,5.0,24.4
2015-04-08,Levi,2.5,80.0,1.0,195.6
2015-04-09,Levi,0.4,77.0,1.0,212.3
2015-04-09,Levi,0.4,77.0,1.0,212.3
2015-04-10,Levi,-1.9,77.0,4.0,168.7
2015-04-11,Levi,-1.4,79.0,0.0,370.2
2015-04-12,Levi,0.5,79.0,8.0,21.5
2015-04-13,Levi,2.3,76.0,8.0,284.9
2015-04-14,Levi,1.9,75.0,8.0,23.6
2015-04-15,Levi,2.0,74.0,8.0,184.0
2015-04-16,Levi,1.0,72.0,8.0,50.5
2015-04-17,Levi,1.6,72.0,8.0,88.4
2015-04-18,Levi,4.1,70.0,8.0,21.8
2015-04-19,Levi,3.7,66.0,7.0,23.5
2015-04-20,Levi,3.0,62.0,8.0,301.0
2015-04-21,Levi,5.0,60.0,7.0,231.4
2015-04-22,Levi,2.7,56.0,6.0,108.8
2015-04-23,Levi,0.8,53.0,5.0,347.7
2015-04-24,Levi,-0.9,52.0,7.0,282.6
2015-04-25,Levi,-2.4,51.0,2.0,296.6
2015-04-26,Levi,-1.4,51.0,0.0,0.7
2015-04-27,Levi,-1.0,50.0,2.0,4.4
2015-04-28,Levi,-1.2,50.0,8.0,150.6
2015-04-29,Levi,-1.6,51.0,0.0,0.8
2015-04-30,Levi,0.7,50.0,0.0,148.2
2015-05-01,Levi,2.0,51.0,8.0,37.6
2015-05-02,Levi,1.5,47.0,7.0,0.6
2015-05-03,Levi,-0.4,48.0,8.0,253.9
2015-05-04,Levi,1.0,47.0,6.0,384.4
2015-05-05,Levi,3.5,46.0,3.0,0.7
2015-05-06,Levi,7.1,41.0,8.0,9.3
2015-05-07,Levi,7.3,34.0,8.0,64.2
2015-05-08,Levi,5.8,27.0,8.0,200.0
2015-05-09,Levi,4.2,21.0,8.0,321.2
2015-05-09,Levi,4.2,21.0,8.0,321.2
2015-05-10,Levi,7.3,14.0,3.0,202.0
2015-05-11,Levi,7.8,7.0,1.0,196.1
2015-05-12,Levi,4.1,-1.0,8.0,10.9
2015-05-13,Levi,6.5,-1.0,0.0,1.3
2015-05-14,Levi,1.5,-1.0,8.0,201.5
2015-05-15,Levi,2.3,-1.0,8.0,464.5
2015-05-16,Levi,2.4,-1.0,8.0,222.4
2015-05-17,Levi,2.6,-1.0,8.0,392.6
2015-05-18,Levi,4.2,-1.0,0.0,3.1
2015-05-19,Levi,5.8,-1.0,8.0,450.7
2015-05-20,Levi,5.7,-1.0,8.0,309.2
2015-05-21,Levi,5.9,-1.0,8.0,153.6
