Date,Venue,Average temperature [°C],Snow depth [cm],Cloud cover [1/8],Direct solar radiation mean [W/m2]
2004-03-08,Levi,-8.0,58.0,0.0,8.5
2004-03-09,Levi,-4.7,58.0,1.0,285.8
2004-03-10,Levi,-0.4,58.0,0.0,296.6
2004-03-11,Levi,-0.2,57.0,0.0,231.2
2004-03-12,Levi,-6.8,57.0,8.0,290.9
2004-03-13,Levi,-5.4,56.0,2.0,266.5
2004-03-14,Levi,-6.1,56.0,6.0,12.5
2004-03-15,Levi,-0.4,56.0,7.0,5.7
2004-03-16,Levi,-1.1,66.0,7.0,6.1
2004-03-17,Levi,-5.5,65.0,8.0,221.3
2004-03-18,Levi,-1.4,64.0,8.0,41.8
2004-03-19,Levi,-0.3,63.0,8.0,274.6
2004-03-20,Levi,0.2,63.0,8.0,5.2
2004-03-21,Levi,-2.1,62.0,8.0,6.8
2004-03-22,Levi,-8.0,61.0,8.0,8.7
2004-03-23,Levi,-6.7,62.0,7.0,16.4
2004-03-24,Levi,-7.5,62.0,8.0,15.1
2004-03-25,Levi,-8.7,62.0,8.0,7.0
2004-03-26,Levi,-8.5,61.0,8.0,21.1
2004-03-27,Levi,-5.9,64.0,8.0,70.4
2004-03-28,Levi,-3.5,66.0,7.0,290.6
2004-03-29,Levi,-7.9,65.0,8.0,217.7
2004-03-30,Levi,-4.6,63.0,7.0,278.1
2004-03-31,Levi,-6.3,65.0,0.0,356.1
2004-04-01,Levi,-7.7,64.0,0.0,391.3
2004-04-02,Levi,-5.2,63.0,0.0,371.5
2004-04-03,Levi,-4.7,62.0,0.0,380.0
2004-04-04,Levi,-5.2,62.0,4.0,368.5
2004-04-05,Levi,-1.8,62.0,0.0,249.4
2004-04-06,Levi,-0.9,61.0,0.0,95.9
2004-04-07,Levi,-0.1,61.0,0.0,254.9
2004-04-08,Levi,2.0,60.0,0.0,383.8
2004-04-09,Levi,0.6,58.0,5.0,360.9
2004-04-10,Levi,-1.6,59.0,3.0,102.5
2004-04-11,Levi,-3.3,59.0,0.0,221.0
2004-04-12,Levi,0.3,58.0,0.0,309.5
2004-04-13,Levi,-1.7,58.0,0.0,384.9
2004-04-14,Levi,-0.1,59.0,7.0,28.3
2004-04-15,Levi,1.5,59.0,5.0,294.0
2004-04-16,Levi,2.6,58.0,7.0,39.8
2004-04-17,Levi,3.1,52.0,4.0,339.0
2004-04-18,Levi,4.0,48.0,1.0,289.3
2004-04-19,Levi,3.4,45.0,6.0,307.3
2004-04-20,Levi,-1.4,42.0,8.0,11.6
2004-04-21,Levi,-2.5,42.0,7.0,130.0
2004-04-22,Levi,-3.2,41.0,0.0,225.7
2004-04-23,Levi,-1.8,40.0,7.0,400.8
2004-04-24,Levi,-1.8,40.0,0.0,329.9
2004-04-25,Levi,0.0,40.0,8.0,400.4
2004-04-26,Levi,4.8,39.0,7.0,396.3
2004-04-27,Levi,4.8,36.0,1.0,364.6
2004-04-28,Levi,6.3,34.0,0.0,78.8
2004-04-29,Levi,6.5,32.0,8.0,46.6
2004-05-06,Levi,12.7,-1.0,0.0,356.2
2004-05-07,Levi,14.3,-1.0,0.0,336.5
2004-05-08,Levi,15.6,-1.0,0.0,235.9
2004-05-09,Levi,4.2,-1.0,8.0,396.3
2004-05-10,Levi,0.9,-1.0,8.0,149.7
2004-05-11,Levi,-0.6,-1.0,1.0,226.3
2004-05-12,Levi,0.3,-1.0,5.0,318.6
2004-05-13,Levi,1.2,-1.0,7.0,230.1
2004-05-14,Levi,1.5,-1.0,7.0,141.8
2004-05-15,Levi,1.9,-1.0,7.0,268.4
2004-05-16,Levi,2.7,-1.0,1.0,232.3
2004-05-17,Levi,3.3,-1.0,3.0,378.8
2004-05-18,Levi,5.4,-1.0,7.0,60.4
2004-05-19,Levi,8.0,-1.0,5.0,69.6
2004-05-20,Levi,7.5,-1.0,7.0,321.4
2004-05-21,Levi,4.4,-1.0,8.0,173.5
2004-05-22,Levi,3.5,-1.0,8.0,123.9
2004-05-23,Levi,3.9,-1.0,8.0,364.5
2004-05-24,Levi,3.8,-1.0,8.0,424.5
2004-05-25,Levi,4.4,-1.0,8.0,459.1
2004-05-26,Levi,5.5,-1.0,8.0,435.1
2004-05-27,Levi,7.5,-1.0,5.0,109.9
2004-05-28,Levi,8.4,-1.0,7.0,253.1
2004-05-29,Levi,5.7,-1.0,3.0,165.4
2004-05-30,Levi,7.1,-1.0,0.0,188.4
2004-05-31,Levi,8.2,-1.0,8.0,37.7
2004-06-01,Levi,5.9,-1.0,7.0,321.8
2004-06-02,Levi,7.6,-1.0,4.0,326.5
2004-06-03,Levi,9.8,-1.0,3.0,443.2
2004-06-04,Levi,7.8,-1.0,1.0,328.3
2004-06-05,Levi,5.7,-1.0,7.0,460.4
2004-06-06,Levi,4.5,-1.0,7.0,121.7
2004-06-07,Levi,4.3,-1.0,6.0,129.8
2004-06-08,Levi,5.6,-1.0,3.0,22.4
2004-06-09,Levi,7.5,-1.0,3.0,447.4
2004-06-10,Levi,8.9,-1.0,5.0,311.3
2004-06-11,Levi,10.8,-1.0,1.0,8.6
2004-06-14,Levi,9.0,-1.0,3.0,173.2
2004-06-15,Levi,8.3,-1.0,7.0,402.0
2004-06-16,Levi,5.4,-1.0,5.0,28.4
2004-06-17,Levi,7.3,-1.0,4.0,211.0
2004-06-18,Levi,9.6,-1.0,3.0,199.9
2004-06-19,Levi,11.3,-1.0,3.0,324.7
2004-06-20,Levi,13.5,-1.0,5.0,361.3
2004-06-21,Levi,12.4,-1.0,1.0,31.1
2004-06-22,Levi,15.4,-1.0,0.0,190.0
2004-06-23,Levi,14.9,-1.0,2.0,
2004-06-24,Levi,15.1,-1.0,1.0,
2004-06-25,Levi,13.0,-1.0,1.0,379.0
2004-06-26,Levi,16.7,-1.0,1.0,233.4
2004-06-27,Levi,16.6,-1.0,1.0,10.1
2004-06-28,Levi,11.8,-1.0,5.0,10.9
2004-06-29,Levi,7.9,-1.0,7.0,112.7
2004-06-30,Levi,14.5,-1.0,4.0,7.5
2004-07-01,Levi,20.9,-1.0,0.0,44.0
2004-07-02,Levi,17.2,-1.0,1.0,335.1
2004-07-03,Levi,14.6,-1.0,1.0,6.7
2004-07-04,Levi,15.2,-1.0,1.0,294.1
2004-07-05,Levi,16.4,-1.0,0.0,251.0
2004-07-06,Levi,17.1,-1.0,1.0,302.9
2004-07-07,Levi,16.3,-1.0,0.0,92.2
2004-07-08,Levi,14.6,-1.0,0.0,495.0
2004-07-09,Levi,12.5,-1.0,1.0,178.9
2004-07-10,Levi,14.3,-1.0,1.0,108.2
2004-07-11,Levi,13.7,-1.0,1.0,133.2
2004-07-12,Levi,15.9,-1.0,1.0,216.7
2004-07-13,Levi,15.0,-1.0,1.0,160.6
2004-07-14,Levi,14.9,-1.0,0.0,220.7
2004-07-15,Levi,14.4,-1.0,1.0,307.2
2004-07-16,Levi,14.2,-1.0,0.0,385.0
2004-07-17,Levi,15.4,-1.0,0.0,182.8
2004-07-20,Levi,17.7,-1.0,1.0,292.4
2004-07-21,Levi,12.1,-1.0,3.0,163.1
2004-07-22,Levi,14.6,-1.0,0.0,69.8
2004-07-23,Levi,17.6,-1.0,0.0,162.8
2004-07-24,Levi,17.0,-1.0,0.0,209.4
2004-07-25,Levi,17.4,-1.0,0.0,132.6
2004-07-26,Levi,18.4,-1.0,0.0,149.2
2004-07-27,Levi,15.8,-1.0,0.0,112.3
2004-07-28,Levi,15.7,-1.0,2.0,13.5
2004-07-29,Levi,14.4,-1.0,0.0,10.6
2004-07-30,Levi,16.7,-1.0,0.0,29.6
2004-07-31,Levi,18.5,-1.0,0.0,31.9
2004-08-01,Levi,17.5,-1.0,0.0,214.1
2004-08-02,Levi,17.1,-1.0,0.0,176.7
2004-08-03,Levi,16.0,-1.0,3.0,190.4
2004-08-04,Levi,18.3,-1.0,1.0,331.3
2004-08-05,Levi,18.2,-1.0,0.0,348.8
2004-08-06,Levi,19.3,-1.0,1.0,358.7
2004-08-07,Levi,18.5,-1.0,1.0,359.4
2004-08-08,Levi,16.2,-1.0,3.0,216.6
2004-08-09,Levi,13.7,-1.0,5.0,197.8
2004-08-09,Levi,13.7,-1.0,5.0,197.8
2004-08-10,Levi,13.6,-1.0,7.0,374.4
2004-08-10,Levi,13.6,-1.0,7.0,374.4
2004-08-11,Levi,11.7,-1.0,7.0,149.9
2004-08-11,Levi,11.7,-1.0,7.0,149.9
2004-08-12,Levi,9.5,-1.0,7.0,299.4
2004-08-12,Levi,9.5,-1.0,7.0,299.4
2004-08-13,Levi,7.5,-1.0,5.0,221.3
2004-08-13,Levi,7.5,-1.0,5.0,221.3
2004-08-14,Levi,6.3,-1.0,1.0,244.5
2004-08-14,Levi,6.3,-1.0,1.0,244.5
2004-08-15,Levi,8.4,-1.0,5.0,127.6
2004-08-15,Levi,8.4,-1.0,5.0,127.6
2004-08-16,Levi,8.7,-1.0,5.0,301.0
2004-08-16,Levi,8.7,-1.0,5.0,301.0
2004-08-17,Levi,8.1,-1.0,6.0,18.5
2004-08-17,Levi,8.1,-1.0,6.0,18.5
2004-08-18,Levi,9.1,-1.0,7.0,85.7
2004-08-18,Levi,9.1,-1.0,7.0,85.7
2004-08-19,Levi,10.2,-1.0,7.0,90.1
2004-08-19,Levi,10.2,-1.0,7.0,90.1
2004-08-20,Levi,8.1,-1.0,8.0,209.3
2004-08-20,Levi,8.1,-1.0,8.0,209.3
2004-08-21,Levi,13.3,-1.0,5.0,143.8
2004-08-21,Levi,13.3,-1.0,5.0,143.8
2004-08-22,Levi,14.1,-1.0,3.0,146.2
2004-08-22,Levi,14.1,-1.0,3.0,146.2
2004-08-23,Levi,8.0,-1.0,8.0,245.5
2004-08-23,Levi,8.0,-1.0,8.0,245.5
2004-08-24,Levi,7.4,-1.0,7.0,307.3
2004-08-24,Levi,7.4,-1.0,7.0,307.3
2004-08-25,Levi,7.8,-1.0,7.0,272.5
2004-08-25,Levi,7.8,-1.0,7.0,272.5
2004-08-26,Levi,7.6,-1.0,1.0,5.4
2004-08-26,Levi,7.6,-1.0,1.0,5.4
2004-08-27,Levi,7.5,-1.0,0.0,179.7
2004-08-27,Levi,7.5,-1.0,0.0,179.7
2004-08-28,Levi,9.3,-1.0,7.0,135.6
2004-08-28,Levi,9.3,-1.0,7.0,135.6
2004-08-29,Levi,12.1,-1.0,5.0,323.6
2004-08-29,Levi,12.1,-1.0,5.0,323.6
2004-08-30,Levi,12.9,-1.0,2.0,17.4
2004-08-30,Levi,12.9,-1.0,2.0,17.4
2004-08-31,Levi,11.9,-1.0,0.0,43.7
2004-08-31,Levi,11.9,-1.0,0.0,43.7
2004-09-01,Levi,11.6,-1.0,1.0,63.1
2004-09-01,Levi,11.6,-1.0,1.0,63.1
2004-09-02,Levi,13.1,-1.0,7.0,10.3
2004-09-02,Levi,13.1,-1.0,7.0,10.3
2004-09-03,Levi,12.7,-1.0,8.0,36.9
2004-09-03,Levi,12.7,-1.0,8.0,36.9
2004-09-04,Levi,12.6,-1.0,8.0,280.3
2004-09-04,Levi,12.6,-1.0,8.0,280.3
2004-09-05,Levi,13.5,-1.0,1.0,185.7
2004-09-05,Levi,13.5,-1.0,1.0,185.7
2004-09-06,Levi,9.9,-1.0,0.0,80.6
2004-09-06,Levi,9.9,-1.0,0.0,80.6
2004-09-07,Levi,7.0,-1.0,0.0,140.0
2004-09-07,Levi,7.0,-1.0,0.0,140.0
2004-09-08,Levi,3.9,-1.0,3.0,262.5
2004-09-08,Levi,3.9,-1.0,3.0,262.5
2004-09-09,Levi,4.7,-1.0,7.0,197.3
2004-09-09,Levi,4.7,-1.0,7.0,197.3
2004-09-10,Levi,10.3,-1.0,1.0,188.1
2004-09-10,Levi,10.3,-1.0,1.0,188.1
2004-09-11,Levi,6.3,-1.0,0.0,272.4
2004-09-11,Levi,6.3,-1.0,0.0,272.4
2004-09-12,Levi,3.9,-1.0,7.0,23.1
2004-09-12,Levi,3.9,-1.0,7.0,23.1
2004-09-13,Levi,4.3,-1.0,1.0,123.5
2004-09-13,Levi,4.3,-1.0,1.0,123.5
2004-09-14,Levi,1.5,-1.0,5.0,117.6
2004-09-14,Levi,1.5,-1.0,5.0,117.6
2004-09-15,Levi,3.3,-1.0,0.0,
2004-09-15,Levi,3.3,-1.0,0.0,
2004-09-16,Levi,4.4,-1.0,0.0,
2004-09-16,Levi,4.4,-1.0,0.0,
2004-09-17,Levi,3.4,-1.0,0.0,24.6
2004-09-17,Levi,3.4,-1.0,0.0,24.6
2004-09-18,Levi,1.8,-1.0,7.0,6.3
2004-09-18,Levi,1.8,-1.0,7.0,6.3
2004-09-19,Levi,5.1,-1.0,8.0,50.4
2004-09-19,Levi,5.1,-1.0,8.0,50.4
2004-09-20,Levi,8.2,-1.0,7.0,284.8
2004-09-20,Levi,8.2,-1.0,7.0,284.8
2004-09-21,Levi,9.3,-1.0,7.0,22.8
2004-09-21,Levi,9.3,-1.0,7.0,22.8
2004-09-22,Levi,8.8,-1.0,8.0,17.8
2004-09-22,Levi,8.8,-1.0,8.0,17.8
2004-09-23,Levi,8.9,-1.0,7.0,60.4
2004-09-23,Levi,8.9,-1.0,7.0,60.4
2004-09-24,Levi,7.2,-1.0,7.0,75.1
2004-09-24,Levi,7.2,-1.0,7.0,75.1
2004-09-25,Levi,8.3,-1.0,7.0,68.7
2004-09-25,Levi,8.3,-1.0,7.0,68.7
2004-09-26,Levi,7.8,-1.0,7.0,232.8
2004-09-26,Levi,7.8,-1.0,7.0,232.8
2004-09-27,Levi,6.7,-1.0,7.0,6.3
2004-09-27,Levi,6.7,-1.0,7.0,6.3
2004-09-28,Levi,5.7,-1.0,8.0,27.4
2004-09-28,Levi,5.7,-1.0,8.0,27.4
2004-09-29,Levi,5.7,-1.0,5.0,113.3
2004-09-29,Levi,5.7,-1.0,5.0,113.3
2004-09-30,Levi,6.0,-1.0,1.0,129.8
2004-09-30,Levi,6.0,-1.0,1.0,129.8
2004-10-01,Levi,3.5,-1.0,0.0,271.5
2004-10-01,Levi,3.5,-1.0,0.0,271.5
2004-10-02,Levi,1.1,-1.0,8.0,178.1
2004-10-02,Levi,1.1,-1.0,8.0,178.1
2004-10-03,Levi,6.3,-1.0,8.0,5.5
2004-10-03,Levi,6.3,-1.0,8.0,5.5
2004-10-04,Levi,6.5,-1.0,7.0,192.3
2004-10-04,Levi,6.5,-1.0,7.0,192.3
2004-10-05,Levi,7.2,-1.0,7.0,14.4
2004-10-05,Levi,7.2,-1.0,7.0,14.4
2004-10-06,Levi,5.1,-1.0,5.0,8.4
2004-10-06,Levi,5.1,-1.0,5.0,8.4
2004-10-07,Levi,2.5,-1.0,7.0,173.9
2004-10-07,Levi,2.5,-1.0,7.0,173.9
2004-10-08,Levi,-1.9,-1.0,0.0,63.9
2004-10-08,Levi,-1.9,-1.0,0.0,63.9
2004-10-09,Levi,-2.4,-1.0,0.0,216.5
2004-10-09,Levi,-2.4,-1.0,0.0,216.5
2004-10-10,Levi,-2.2,-1.0,0.0,254.7
2004-10-10,Levi,-2.2,-1.0,0.0,254.7
2004-10-11,Levi,-3.3,-1.0,0.0,130.9
2004-10-11,Levi,-3.3,-1.0,0.0,130.9
2004-10-12,Levi,1.7,-1.0,0.0,256.1
2004-10-12,Levi,1.7,-1.0,0.0,256.1
2004-10-13,Levi,2.3,-1.0,0.0,
2004-10-13,Levi,2.3,-1.0,0.0,
2004-10-14,Levi,-0.2,-1.0,8.0,
2004-10-14,Levi,-0.2,-1.0,8.0,
2004-10-15,Levi,0.5,-1.0,8.0,166.4
2004-10-15,Levi,0.5,-1.0,8.0,166.4
2004-10-16,Levi,0.3,-1.0,7.0,79.2
2004-10-16,Levi,0.3,-1.0,7.0,79.2
2004-10-17,Levi,-4.3,2.0,0.0,5.0
2004-10-17,Levi,-4.3,2.0,0.0,5.0
2004-10-18,Levi,-6.0,2.0,8.0,4.4
2004-10-18,Levi,-6.0,2.0,8.0,4.4
2004-10-19,Levi,-0.5,2.0,8.0,4.3
2004-10-19,Levi,-0.5,2.0,8.0,4.3
2004-10-20,Levi,-1.3,0.0,8.0,14.3
2004-10-20,Levi,-1.3,0.0,8.0,14.3
2004-10-21,Levi,-0.4,0.0,8.0,4.5
2004-10-21,Levi,-0.4,0.0,8.0,4.5
2004-10-22,Levi,0.1,5.0,8.0,17.8
2004-10-22,Levi,0.1,5.0,8.0,17.8
2004-10-25,Levi,-2.0,5.0,8.0,153.3
2004-10-25,Levi,-2.0,5.0,8.0,153.3
2004-10-26,Levi,-2.0,5.0,8.0,5.0
2004-10-26,Levi,-2.0,5.0,8.0,5.0
2004-10-27,Levi,-0.5,6.0,8.0,18.9
2004-10-27,Levi,-0.5,6.0,8.0,18.9
2004-10-28,Levi,-2.0,7.0,7.0,210.0
2004-10-28,Levi,-2.0,7.0,7.0,210.0
2004-10-29,Levi,-7.4,7.0,0.0,101.0
2004-10-29,Levi,-7.4,7.0,0.0,101.0
2004-10-30,Levi,-8.2,7.0,7.0,19.8
2004-10-30,Levi,-8.2,7.0,7.0,19.8
2004-10-31,Levi,0.6,8.0,8.0,4.0
2004-10-31,Levi,0.6,8.0,8.0,4.0
2004-11-01,Levi,0.4,10.0,0.0,173.9
2004-11-01,Levi,0.4,10.0,0.0,173.9
2004-11-02,Levi,0.4,10.0,2.0,163.1
2004-11-02,Levi,0.4,10.0,2.0,163.1
2004-11-03,Levi,4.6,8.0,0.0,38.3
2004-11-03,Levi,4.6,8.0,0.0,38.3
2004-11-04,Levi,0.1,6.0,8.0,4.2
2004-11-04,Levi,0.1,6.0,8.0,4.2
2004-11-07,Levi,-1.0,4.0,5.0,4.5
2004-11-07,Levi,-1.0,4.0,5.0,4.5
2004-11-08,Levi,-0.7,4.0,0.0,11.6
2004-11-08,Levi,-0.7,4.0,0.0,11.6
2004-11-09,Levi,-2.8,4.0,8.0,5.9
2004-11-09,Levi,-2.8,4.0,8.0,5.9
2004-11-10,Levi,0.7,3.0,8.0,4.0
2004-11-10,Levi,0.7,3.0,8.0,4.0
2004-11-11,Levi,1.9,3.0,8.0,4.2
2004-11-11,Levi,1.9,3.0,8.0,4.2
2004-11-12,Levi,0.4,0.0,7.0,3.9
2004-11-12,Levi,0.4,0.0,7.0,3.9
2004-11-13,Levi,-5.3,0.0,2.0,71.7
2004-11-13,Levi,-5.3,0.0,2.0,71.7
2004-11-14,Levi,-8.3,0.0,0.0,113.7
2004-11-14,Levi,-8.3,0.0,0.0,113.7
2004-11-15,Levi,-4.5,10.0,7.0,4.1
2004-11-15,Levi,-4.5,10.0,7.0,4.1
2004-11-16,Levi,-7.4,12.0,3.0,24.4
2004-11-16,Levi,-7.4,12.0,3.0,24.4
2004-11-17,Levi,-19.7,11.0,0.0,9.5
2004-11-17,Levi,-19.7,11.0,0.0,9.5
2004-11-18,Levi,-24.1,11.0,2.0,4.4
2004-11-18,Levi,-24.1,11.0,2.0,4.4
2004-11-19,Levi,-18.7,10.0,8.0,66.6
2004-11-19,Levi,-18.7,10.0,8.0,66.6
2004-11-20,Levi,-17.2,12.0,8.0,7.6
2004-11-20,Levi,-17.2,12.0,8.0,7.6
2004-11-21,Levi,-22.0,12.0,8.0,66.7
2004-11-21,Levi,-22.0,12.0,8.0,66.7
2004-11-22,Levi,-29.3,12.0,0.0,7.1
2004-11-22,Levi,-29.3,12.0,0.0,7.1
2004-11-23,Levi,-30.1,12.0,0.0,4.3
2004-11-23,Levi,-30.1,12.0,0.0,4.3
2004-11-24,Levi,-17.8,11.0,2.0,107.3
2004-11-24,Levi,-17.8,11.0,2.0,107.3
2004-11-25,Levi,-5.5,21.0,5.0,32.1
2004-11-25,Levi,-5.5,21.0,5.0,32.1
2004-11-26,Levi,-6.4,24.0,0.0,33.3
2004-11-26,Levi,-6.4,24.0,0.0,33.3
2004-11-27,Levi,-12.3,23.0,0.0,107.0
2004-11-27,Levi,-12.3,23.0,0.0,107.0
2004-11-28,Levi,-23.4,23.0,0.0,27.9
2004-11-28,Levi,-23.4,23.0,0.0,27.9
2004-11-29,Levi,-22.5,23.0,6.0,3.9
2004-11-29,Levi,-22.5,23.0,6.0,3.9
2004-11-30,Levi,-7.4,20.0,8.0,4.0
2004-11-30,Levi,-7.4,20.0,8.0,4.0
2004-12-01,Levi,-8.7,20.0,0.0,3.9
2004-12-01,Levi,-8.7,20.0,0.0,3.9
2004-12-02,Levi,-21.3,20.0,0.0,3.7
2004-12-02,Levi,-21.3,20.0,0.0,3.7
2004-12-03,Levi,-16.3,20.0,8.0,39.6
2004-12-03,Levi,-16.3,20.0,8.0,39.6
2004-12-04,Levi,-5.3,21.0,7.0,4.6
2004-12-04,Levi,-5.3,21.0,7.0,4.6
2004-12-05,Levi,-6.6,21.0,8.0,3.9
2004-12-05,Levi,-6.6,21.0,8.0,3.9
2004-12-06,Levi,-18.4,20.0,0.0,4.2
2004-12-06,Levi,-18.4,20.0,0.0,4.2
2004-12-07,Levi,-5.9,22.0,8.0,3.9
2004-12-07,Levi,-5.9,22.0,8.0,3.9
2004-12-08,Levi,-6.0,22.0,2.0,3.9
2004-12-08,Levi,-6.0,22.0,2.0,3.9
2004-12-09,Levi,-9.7,21.0,7.0,61.3
2004-12-10,Levi,-4.0,24.0,8.0,42.0
2004-12-11,Levi,-6.5,26.0,0.0,3.9
2004-12-12,Levi,-7.7,26.0,0.0,64.4
2004-12-13,Levi,-16.6,25.0,0.0,10.6
2004-12-14,Levi,-2.1,25.0,8.0,3.8
2004-12-15,Levi,0.4,24.0,0.0,3.7
2004-12-16,Levi,-5.4,21.0,0.0,5.1
2004-12-17,Levi,-0.3,25.0,7.0,3.8
2004-12-18,Levi,0.5,24.0,7.0,4.2
2004-12-19,Levi,-2.9,24.0,8.0,3.7
2004-12-20,Levi,-7.0,25.0,7.0,11.9
2004-12-21,Levi,-15.0,30.0,0.0,47.8
2004-12-22,Levi,-3.4,29.0,7.0,3.6
2004-12-23,Levi,-8.9,31.0,6.0,30.9
2004-12-24,Levi,-7.8,30.0,8.0,55.7
2004-12-25,Levi,-5.6,32.0,8.0,4.0
2004-12-26,Levi,-6.1,33.0,8.0,3.8
2004-12-27,Levi,-14.9,32.0,5.0,85.3
2004-12-28,Levi,-5.9,32.0,8.0,4.7
2004-12-29,Levi,-3.6,31.0,8.0,3.8
2004-12-30,Levi,-1.3,33.0,8.0,3.7
2004-12-31,Levi,-1.1,30.0,0.0,77.2
2005-01-01,Levi,-8.7,30.0,0.0,44.8
2005-01-02,Levi,-3.0,29.0,7.0,0.1
2005-01-03,Levi,-3.7,30.0,7.0,45.4
2005-01-04,Levi,-6.3,33.0,8.0,1.6
2005-01-05,Levi,-6.5,32.0,8.0,0.2
2005-01-06,Levi,-6.1,36.0,8.0,0.2
2005-01-07,Levi,-7.5,35.0,8.0,0.0
2005-01-08,Levi,-7.1,39.0,8.0,0.2
2005-01-09,Levi,-8.5,36.0,8.0,0.2
2005-01-10,Levi,-8.9,37.0,8.0,0.2
2005-01-11,Levi,-3.4,38.0,8.0,58.1
2005-01-12,Levi,-4.9,40.0,0.0,0.0
2005-01-13,Levi,-3.7,44.0,8.0,0.1
2005-01-14,Levi,-8.2,43.0,0.0,0.7
2005-01-15,Levi,-14.5,42.0,0.0,
2005-01-16,Levi,-21.4,42.0,8.0,
2005-01-17,Levi,-5.8,43.0,8.0,
2005-01-18,Levi,0.3,41.0,7.0,
2005-01-19,Levi,0.1,39.0,7.0,
2005-01-20,Levi,-2.1,40.0,7.0,
2005-01-21,Levi,-4.5,42.0,8.0,0.4
2005-01-22,Levi,-7.8,43.0,8.0,0.5
2005-01-23,Levi,-8.7,43.0,8.0,0.7
2005-01-24,Levi,-9.9,43.0,8.0,0.4
2005-01-25,Levi,-9.1,43.0,8.0,19.8
2005-01-26,Levi,-11.0,46.0,7.0,0.7
2005-01-27,Levi,-12.8,46.0,8.0,9.0
2005-01-28,Levi,-11.5,46.0,8.0,1.9
2005-01-29,Levi,-18.3,45.0,7.0,30.3
2005-01-30,Levi,-5.0,52.0,8.0,0.5
2005-01-31,Levi,-4.8,60.0,1.0,102.7
2005-02-03,Levi,-4.2,58.0,8.0,0.6
2005-02-04,Levi,-0.8,58.0,7.0,0.8
2005-02-05,Levi,-3.4,56.0,0.0,0.2
2005-02-06,Levi,-7.3,56.0,0.0,0.5
2005-02-07,Levi,-13.7,56.0,0.0,1.3
2005-02-08,Levi,-6.2,56.0,7.0,36.5
2005-02-09,Levi,-4.2,55.0,7.0,1.0
2005-02-10,Levi,-3.0,54.0,7.0,0.7
2005-02-11,Levi,-6.1,57.0,3.0,14.2
2005-02-12,Levi,-12.6,57.0,0.0,19.4
2005-02-13,Levi,-13.7,57.0,8.0,0.9
2005-02-14,Levi,-19.4,55.0,7.0,3.1
2005-02-15,Levi,-24.6,54.0,0.0,94.0
2005-02-16,Levi,-19.3,54.0,0.0,124.1
2005-02-17,Levi,-10.0,55.0,8.0,1.6
2005-02-18,Levi,-8.4,58.0,8.0,0.5
2005-02-19,Levi,-7.7,59.0,8.0,0.9
2005-02-20,Levi,-8.2,59.0,8.0,2.0
2005-02-21,Levi,-15.1,58.0,7.0,31.5
2005-02-22,Levi,-25.8,58.0,0.0,121.8
2005-02-23,Levi,-16.4,58.0,0.0,153.8
2005-02-24,Levi,-5.4,58.0,8.0,143.6
2005-02-25,Levi,-9.0,59.0,0.0,57.2
2005-02-26,Levi,-10.4,58.0,0.0,118.9
2005-02-27,Levi,-12.5,58.0,0.0,181.4
2005-02-28,Levi,-20.2,57.0,0.0,79.9
2005-03-01,Levi,-16.5,57.0,1.0,222.8
2005-03-02,Levi,-16.3,57.0,0.0,58.3
2005-03-03,Levi,-11.8,58.0,0.0,177.5
2005-03-04,Levi,-11.7,58.0,5.0,178.9
2005-03-05,Levi,-6.1,60.0,8.0,118.6
2005-03-06,Levi,-4.7,60.0,8.0,191.9
2005-03-07,Levi,-6.5,60.0,6.0,78.9
2005-03-08,Levi,-12.3,60.0,0.0,108.2
2005-03-09,Levi,-12.9,59.0,0.0,232.3
2005-03-10,Levi,-9.9,59.0,8.0,42.3
2005-03-11,Levi,-11.9,58.0,0.0,248.2
2005-03-12,Levi,-18.2,58.0,0.0,63.2
2005-03-13,Levi,-20.3,58.0,0.0,209.0
2005-03-14,Levi,-21.8,58.0,0.0,214.6
2005-03-15,Levi,-21.2,58.0,0.0,206.0
2005-03-16,Levi,-17.2,58.0,5.0,174.7
2005-03-17,Levi,-11.1,59.0,7.0,2.4
2005-03-18,Levi,-9.5,59.0,0.0,38.5
2005-03-19,Levi,-8.1,59.0,0.0,122.1
2005-03-20,Levi,-7.4,59.0,0.0,142.1
2005-03-21,Levi,-7.1,59.0,0.0,119.0
2005-03-22,Levi,-10.9,59.0,0.0,191.8
2005-03-23,Levi,-5.5,58.0,8.0,6.5
2005-03-24,Levi,1.6,60.0,8.0,110.1
2005-03-25,Levi,1.4,58.0,5.0,199.5
2005-03-26,Levi,-1.0,57.0,8.0,218.7
2005-03-27,Levi,-1.3,57.0,8.0,122.3
2005-03-28,Levi,-1.3,57.0,8.0,113.1
2005-03-29,Levi,-2.6,57.0,6.0,102.6
2005-03-30,Levi,2.3,57.0,8.0,115.4
2005-03-31,Levi,1.5,55.0,0.0,274.4
2005-04-01,Levi,3.0,54.0,2.0,262.0
2005-04-02,Levi,2.9,53.0,1.0,51.5
2005-04-03,Levi,-3.1,51.0,0.0,177.8
2005-04-04,Levi,2.0,52.0,3.0,225.7
2005-04-05,Levi,0.4,51.0,7.0,142.4
2005-04-06,Levi,1.7,53.0,0.0,179.1
2005-04-07,Levi,-0.5,52.0,0.0,23.6
2005-04-08,Levi,0.4,54.0,7.0,48.6
2005-04-09,Levi,0.4,56.0,7.0,59.9
2005-04-10,Levi,0.3,54.0,4.0,131.7
